    Xi (deg)   Xn       delMag   No. in bin
    -0.240     0.120     0.041   13024
    -0.220     0.120     0.028   13921
    -0.200     0.120     0.018   13020
    -0.180     0.120     0.014   13321
    -0.160     0.120     0.022   14200
    -0.140     0.120     0.030   14639
    -0.120     0.120     0.028   14656
    -0.100     0.120     0.021    4751
    -0.080     0.120     0.007       0
    -0.060     0.120    -0.002       0
    -0.040     0.120    -0.011       0
    -0.020     0.120    -0.011       0
     0.000     0.120     0.000       0
     0.020     0.120     0.025       0
     0.040     0.120     0.025       0
     0.060     0.120     0.019       0
     0.080     0.120     0.013       0
     0.100     0.120     0.014     835
     0.120     0.120     0.020   14963
     0.140     0.120     0.025   14628
     0.160     0.120     0.024   13442
     0.180     0.120     0.019   13407
     0.200     0.120     0.013   13331
     0.220     0.120     0.006   14211
     0.240     0.120     0.001   14298
     0.260     0.120    -0.003   13384
     0.280     0.120    -0.004   13509
     0.300     0.120    -0.006   13599
     0.320     0.120    -0.008   13835
     0.340     0.120    -0.011    5775
    -0.340     0.140     0.036    2798
    -0.320     0.140     0.037   13122
    -0.300     0.140     0.039   14159
    -0.280     0.140     0.039   14025
    -0.260     0.140     0.038   13163
    -0.240     0.140     0.032   13629
    -0.220     0.140     0.024   14112
    -0.200     0.140     0.018   13253
    -0.180     0.140     0.019   12973
    -0.160     0.140     0.028   14025
    -0.140     0.140     0.036   13854
    -0.120     0.140     0.036   13420
    -0.100     0.140     0.031    5016
    -0.080     0.140     0.015       0
    -0.060     0.140     0.002       0
    -0.040     0.140    -0.011       0
    -0.020     0.140    -0.011       0
     0.000     0.140     0.000       0
     0.020     0.140     0.025       0
     0.040     0.140     0.025       0
     0.060     0.140     0.020       0
     0.080     0.140     0.015       0
     0.100     0.140     0.015    1049
     0.120     0.140     0.022   13890
     0.140     0.140     0.029   13874
     0.160     0.140     0.026   14094
     0.180     0.140     0.020   14494
     0.200     0.140     0.014   14114
     0.220     0.140     0.009   13457
     0.240     0.140     0.005   14485
     0.260     0.140     0.002   14771
     0.280     0.140     0.000   14339
     0.300     0.140    -0.001   14861
     0.320     0.140    -0.004   14096
     0.340     0.140    -0.006    6094
    -0.340     0.160     0.021    2802
    -0.320     0.160     0.021   12590
    -0.300     0.160     0.021   13538
    -0.280     0.160     0.020   14950
    -0.260     0.160     0.019   12933
    -0.240     0.160     0.017   13456
    -0.220     0.160     0.014   13224
    -0.200     0.160     0.012   14312
    -0.180     0.160     0.015   14304
    -0.160     0.160     0.023   12614
    -0.140     0.160     0.031   13541
    -0.120     0.160     0.033   13919
    -0.100     0.160     0.031    5053
    -0.080     0.160     0.017       0
    -0.060     0.160     0.003       0
    -0.040     0.160    -0.011       0
    -0.020     0.160    -0.011       0
     0.000     0.160     0.000       0
     0.020     0.160     0.025       0
     0.040     0.160     0.025       0
     0.060     0.160     0.020       0
     0.080     0.160     0.016       0
     0.100     0.160     0.015     730
     0.120     0.160     0.020   14305
     0.140     0.160     0.024   14223
     0.160     0.160     0.021   14092
     0.180     0.160     0.016   13892
     0.200     0.160     0.010   13717
     0.220     0.160     0.005   13285
     0.240     0.160     0.002   13694
     0.260     0.160    -0.001   14158
     0.280     0.160    -0.002   12918
     0.300     0.160    -0.003   13048
     0.320     0.160    -0.005   14102
     0.340     0.160    -0.006    5635
    -0.340     0.180     0.006    3143
    -0.320     0.180     0.004   12010
    -0.300     0.180     0.003   13148
    -0.280     0.180     0.002   14914
    -0.260     0.180     0.002   12696
    -0.240     0.180     0.001   14027
    -0.220     0.180     0.001   13096
    -0.200     0.180     0.003   13289
    -0.180     0.180     0.008   13745
    -0.160     0.180     0.018   14355
    -0.140     0.180     0.026   14104
    -0.120     0.180     0.030   13909
    -0.100     0.180     0.029    4962
    -0.080     0.180     0.015       0
    -0.060     0.180     0.002       0
    -0.040     0.180    -0.011       0
    -0.020     0.180    -0.011       0
     0.000     0.180     0.000       0
     0.020     0.180     0.025       0
     0.040     0.180     0.025       0
     0.060     0.180     0.021       0
     0.080     0.180     0.017       0
     0.100     0.180     0.015     821
     0.120     0.180     0.018   14272
     0.140     0.180     0.019   13828
     0.160     0.180     0.016   14526
     0.180     0.180     0.011   14095
     0.200     0.180     0.006   13930
     0.220     0.180     0.001   14498
     0.240     0.180    -0.003   13065
     0.260     0.180    -0.006   13813
     0.280     0.180    -0.007   14630
     0.300     0.180    -0.008   14883
     0.320     0.180    -0.010   14352
     0.340     0.180    -0.011    5924
    -0.340     0.200    -0.002    3201
    -0.320     0.200    -0.005   12293
    -0.300     0.200    -0.009   13099
    -0.280     0.200    -0.009   14797
    -0.260     0.200    -0.009   12544
    -0.240     0.200    -0.009   13388
    -0.220     0.200    -0.009   12856
    -0.200     0.200    -0.007   13415
    -0.180     0.200    -0.001   14047
    -0.160     0.200     0.009   13673
    -0.140     0.200     0.017   14838
    -0.120     0.200     0.022   14256
    -0.100     0.200     0.022    5192
    -0.080     0.200     0.011       0
    -0.060     0.200    -0.000       0
    -0.040     0.200    -0.011       0
    -0.020     0.200    -0.011       0
     0.000     0.200     0.000       0
     0.020     0.200     0.025       0
     0.040     0.200     0.025       0
     0.060     0.200     0.021       0
     0.080     0.200     0.017       0
     0.100     0.200     0.015    1051
     0.120     0.200     0.017   13554
     0.140     0.200     0.018   14113
     0.160     0.200     0.014   14742
     0.180     0.200     0.008   13173
     0.200     0.200     0.003   13474
     0.220     0.200    -0.003   13502
     0.240     0.200    -0.007   13379
     0.260     0.200    -0.011   13483
     0.280     0.200    -0.012   12989
     0.300     0.200    -0.014   14532
     0.320     0.200    -0.016   13931
     0.340     0.200    -0.018    5425
    -0.340     0.220     0.005    3111
    -0.320     0.220     0.000   12560
    -0.300     0.220    -0.006   13833
    -0.280     0.220    -0.009   14218
    -0.260     0.220    -0.012   12408
    -0.240     0.220    -0.015   13495
    -0.220     0.220    -0.016   13695
    -0.200     0.220    -0.013   12586
    -0.180     0.220    -0.009   13499
    -0.160     0.220    -0.000   13792
    -0.140     0.220     0.006   13843
    -0.120     0.220     0.010   13417
    -0.100     0.220     0.010    4559
    -0.080     0.220     0.002       0
    -0.060     0.220    -0.005       0
    -0.040     0.220    -0.011       0
    -0.020     0.220    -0.011       0
     0.000     0.220     0.000       0
     0.020     0.220     0.025       0
     0.040     0.220     0.025       0
     0.060     0.220     0.020       0
     0.080     0.220     0.015       0
     0.100     0.220     0.013     961
     0.120     0.220     0.016   13507
     0.140     0.220     0.017   13775
     0.160     0.220     0.013   13498
     0.180     0.220     0.006   14077
     0.200     0.220     0.002   13895
     0.220     0.220    -0.004   13273
     0.240     0.220    -0.009   14024
     0.260     0.220    -0.013   14725
     0.280     0.220    -0.016   13365
     0.300     0.220    -0.020   12233
     0.320     0.220    -0.023   13000
     0.340     0.220    -0.027    5531
    -0.340     0.240     0.012    3276
    -0.320     0.240     0.006   12082
    -0.300     0.240    -0.000   12799
    -0.280     0.240    -0.005   14390
    -0.260     0.240    -0.012   12030
    -0.240     0.240    -0.018   13679
    -0.220     0.240    -0.019   13716
    -0.200     0.240    -0.017   13438
    -0.180     0.240    -0.014   13256
    -0.160     0.240    -0.008   15007
    -0.140     0.240    -0.004   14189
    -0.120     0.240    -0.002   13429
    -0.100     0.240    -0.002    5120
    -0.080     0.240    -0.006       0
    -0.060     0.240    -0.009       0
    -0.040     0.240    -0.011       0
    -0.020     0.240    -0.011       0
     0.000     0.240     0.000       0
     0.020     0.240     0.025       0
     0.040     0.240     0.025       0
     0.060     0.240     0.019       0
     0.080     0.240     0.013       0
     0.100     0.240     0.012     965
     0.120     0.240     0.017   14030
     0.140     0.240     0.018   14319
     0.160     0.240     0.012   13515
     0.180     0.240     0.004   14337
     0.200     0.240     0.001   13864
     0.220     0.240    -0.005   13332
     0.240     0.240    -0.008   13508
     0.260     0.240    -0.014   12920
     0.280     0.240    -0.018   13724
     0.300     0.240    -0.023   12815
     0.320     0.240    -0.027   12352
     0.340     0.240    -0.031    5274
    -0.340     0.260     0.017    2985
    -0.320     0.260     0.011   12204
    -0.300     0.260     0.004   12959
    -0.280     0.260    -0.003   14476
    -0.260     0.260    -0.013   12704
    -0.240     0.260    -0.020   13677
    -0.220     0.260    -0.019   13520
    -0.200     0.260    -0.016   13275
    -0.180     0.260    -0.013   13316
    -0.160     0.260    -0.009   13656
    -0.140     0.260    -0.007   13130
    -0.120     0.260    -0.007   14522
    -0.100     0.260    -0.009    4191
    -0.080     0.260    -0.010       0
    -0.060     0.260    -0.011       0
    -0.040     0.260    -0.011       0
    -0.020     0.260    -0.011       0
     0.000     0.260     0.000       0
     0.020     0.260     0.025       0
     0.040     0.260     0.025       0
     0.060     0.260     0.018       0
     0.080     0.260     0.011       0
     0.100     0.260     0.010     988
     0.120     0.260     0.016   13605
     0.140     0.260     0.018   13814
     0.160     0.260     0.012   12672
     0.180     0.260     0.005   13889
     0.200     0.260     0.000   14061
     0.220     0.260    -0.004   13530
     0.240     0.260    -0.008   13544
     0.260     0.260    -0.013   13464
     0.280     0.260    -0.018   13320
     0.300     0.260    -0.024   13621
     0.320     0.260    -0.029   13532
     0.340     0.260    -0.034    5133
    -0.340     0.280     0.009    3281
    -0.320     0.280     0.004   13237
    -0.300     0.280    -0.001   13590
    -0.280     0.280    -0.008   13897
    -0.260     0.280    -0.015   13388
    -0.240     0.280    -0.020   13384
    -0.220     0.280    -0.019   13165
    -0.200     0.280    -0.015   13353
    -0.180     0.280    -0.011   13886
    -0.160     0.280    -0.007   13844
    -0.140     0.280    -0.004   13217
    -0.120     0.280    -0.005   12982
    -0.100     0.280    -0.009    4661
    -0.080     0.280    -0.012       0
    -0.060     0.280    -0.012       0
    -0.040     0.280    -0.011       0
    -0.020     0.280    -0.011       0
     0.000     0.280     0.000       0
     0.020     0.280     0.025       0
     0.040     0.280     0.025       0
     0.060     0.280     0.018       0
     0.080     0.280     0.011       0
     0.100     0.280     0.009    1146
     0.120     0.280     0.014   13367
     0.140     0.280     0.017   14542
     0.160     0.280     0.012   13446
     0.180     0.280     0.005   12970
     0.200     0.280     0.000   12998
     0.220     0.280    -0.004   13231
     0.240     0.280    -0.007   13227
     0.260     0.280    -0.012   12824
     0.280     0.280    -0.017   13287
     0.300     0.280    -0.023   13128
     0.320     0.280    -0.030   12179
     0.340     0.280    -0.036    4597
    -0.340     0.300    -0.002    3162
    -0.320     0.300    -0.005   12817
    -0.300     0.300    -0.008   12706
    -0.280     0.300    -0.013   14242
    -0.260     0.300    -0.018   13629
    -0.240     0.300    -0.021   13501
    -0.220     0.300    -0.018   13011
    -0.200     0.300    -0.013   13495
    -0.180     0.300    -0.008   13244
    -0.160     0.300    -0.005   13690
    -0.140     0.300    -0.001   14180
    -0.120     0.300    -0.002   14036
    -0.100     0.300    -0.008    4741
    -0.080     0.300    -0.013       0
    -0.060     0.300    -0.012       0
    -0.040     0.300    -0.011       0
    -0.020     0.300    -0.011       0
     0.000     0.300     0.000       0
     0.020     0.300     0.025       0
     0.040     0.300     0.025       0
     0.060     0.300     0.018       0
     0.080     0.300     0.011       0
     0.100     0.300     0.007     955
     0.120     0.300     0.012   13849
     0.140     0.300     0.015   14125
     0.160     0.300     0.011   14145
     0.180     0.300     0.004   13514
     0.200     0.300    -0.000   13374
     0.220     0.300    -0.003   12446
     0.240     0.300    -0.006   12982
     0.260     0.300    -0.011   12742
     0.280     0.300    -0.016   13648
     0.300     0.300    -0.023   12580
     0.320     0.300    -0.031   12939
     0.340     0.300    -0.038    5053
    -0.340     0.320    -0.019    3448
    -0.320     0.320    -0.019   12525
    -0.300     0.320    -0.019   13530
    -0.280     0.320    -0.020   13623
    -0.260     0.320    -0.021   13332
    -0.240     0.320    -0.021   13262
    -0.220     0.320    -0.017   12973
    -0.200     0.320    -0.012   13377
    -0.180     0.320    -0.006   13790
    -0.160     0.320    -0.003   13021
    -0.140     0.320     0.002   13235
    -0.120     0.320     0.001   14506
    -0.100     0.320    -0.007    4432
    -0.080     0.320    -0.014       0
    -0.060     0.320    -0.013       0
    -0.040     0.320    -0.011       0
    -0.020     0.320    -0.011       0
     0.000     0.320    -0.000       0
     0.020     0.320     0.025       0
     0.040     0.320     0.025       0
     0.060     0.320     0.018       0
     0.080     0.320     0.010       0
     0.100     0.320     0.005    1007
     0.120     0.320     0.011   14048
     0.140     0.320     0.014   13838
     0.160     0.320     0.009   14578
     0.180     0.320     0.003   13268
     0.200     0.320    -0.001   14318
     0.220     0.320    -0.002   13129
     0.240     0.320    -0.004   13073
     0.260     0.320    -0.010   13389
     0.280     0.320    -0.015   12275
     0.300     0.320    -0.023   12149
     0.320     0.320    -0.033   11138
     0.340     0.320    -0.042    3942
    -0.340     0.340    -0.034    1240
    -0.320     0.340    -0.031    5262
    -0.300     0.340    -0.028    5496
    -0.280     0.340    -0.025    6006
    -0.260     0.340    -0.024    4819
    -0.240     0.340    -0.021    5002
    -0.220     0.340    -0.016    5282
    -0.200     0.340    -0.011    5622
    -0.180     0.340    -0.003    5384
    -0.160     0.340    -0.002    5287
    -0.140     0.340     0.005    5063
    -0.120     0.340     0.004    5863
    -0.100     0.340    -0.006    1653
    -0.080     0.340    -0.015       0
    -0.060     0.340    -0.013       0
    -0.040     0.340    -0.011       0
    -0.020     0.340    -0.011       0
     0.000     0.340    -0.000       0
     0.020     0.340     0.025       0
     0.040     0.340     0.025       0
     0.060     0.340     0.018       0
     0.080     0.340     0.010       0
     0.100     0.340     0.002     206
     0.120     0.340     0.010    3439
     0.140     0.340     0.013    3625
     0.160     0.340     0.007    3541
     0.180     0.340     0.001    3870
     0.200     0.340    -0.001    3587
     0.220     0.340    -0.002    3638
     0.240     0.340    -0.003    3991
     0.260     0.340    -0.009    3478
     0.280     0.340    -0.015    3872
     0.300     0.340    -0.023    3120
     0.320     0.340    -0.034    2772
     0.340     0.340    -0.046     568
