    Xi (deg)   Xn       delMag   No. in bin
     0.320     0.100    -0.020    1475
     0.340     0.100    -0.023     532
    -0.340     0.120     0.053    1488
    -0.320     0.120     0.055    7448
    -0.300     0.120     0.056    6937
    -0.280     0.120     0.055    7710
    -0.260     0.120     0.049    6452
    -0.240     0.120     0.036    6012
    -0.220     0.120     0.023    6846
    -0.200     0.120     0.011    5373
    -0.180     0.120     0.006    6229
    -0.160     0.120     0.009    7068
    -0.140     0.120     0.017    8242
    -0.120     0.120     0.016    7783
    -0.100     0.120     0.011    2252
    -0.080     0.120     0.003       0
    -0.060     0.120    -0.001       0
    -0.040     0.120    -0.005       0
    -0.020     0.120    -0.005       0
     0.000     0.120    -0.000       0
     0.020     0.120     0.022       0
     0.040     0.120     0.022       0
     0.060     0.120     0.019       0
     0.080     0.120     0.019       0
     0.100     0.120     0.021     312
     0.120     0.120     0.024    7352
     0.140     0.120     0.026    6946
     0.160     0.120     0.022    5872
     0.180     0.120     0.018    5439
     0.200     0.120     0.014    5719
     0.220     0.120     0.006    6612
     0.240     0.120    -0.000    6653
     0.260     0.120    -0.004    5842
     0.280     0.120    -0.006    6387
     0.300     0.120    -0.009    6334
     0.320     0.120    -0.014    6319
     0.340     0.120    -0.018    2360
    -0.340     0.140     0.039    1338
    -0.320     0.140     0.040    7187
    -0.300     0.140     0.042    6914
    -0.280     0.140     0.040    6418
    -0.260     0.140     0.036    6407
    -0.240     0.140     0.027    6132
    -0.220     0.140     0.018    6563
    -0.200     0.140     0.012    5499
    -0.180     0.140     0.012    5145
    -0.160     0.140     0.021    7461
    -0.140     0.140     0.029    6488
    -0.120     0.140     0.028    6272
    -0.100     0.140     0.020    2315
    -0.080     0.140     0.009       0
    -0.060     0.140     0.002       0
    -0.040     0.140    -0.005       0
    -0.020     0.140    -0.005       0
     0.000     0.140    -0.000       0
     0.020     0.140     0.022       0
     0.040     0.140     0.022       0
     0.060     0.140     0.021       0
     0.080     0.140     0.021       0
     0.100     0.140     0.022     516
     0.120     0.140     0.025    6284
     0.140     0.140     0.026    6674
     0.160     0.140     0.022    6498
     0.180     0.140     0.018    7179
     0.200     0.140     0.014    6408
     0.220     0.140     0.008    5817
     0.240     0.140     0.005    6989
     0.260     0.140     0.002    7634
     0.280     0.140     0.001    7206
     0.300     0.140    -0.002    7261
     0.320     0.140    -0.007    6781
     0.340     0.140    -0.012    2730
    -0.340     0.160     0.023     949
    -0.320     0.160     0.022    6208
    -0.300     0.160     0.021    6431
    -0.280     0.160     0.019    7895
    -0.260     0.160     0.016    6348
    -0.240     0.160     0.013    5967
    -0.220     0.160     0.010    5474
    -0.200     0.160     0.009    7539
    -0.180     0.160     0.010    7505
    -0.160     0.160     0.018    5912
    -0.140     0.160     0.026    5824
    -0.120     0.160     0.026    7161
    -0.100     0.160     0.022    2186
    -0.080     0.160     0.013       0
    -0.060     0.160     0.004       0
    -0.040     0.160    -0.005       0
    -0.020     0.160    -0.005       0
     0.000     0.160    -0.000       0
     0.020     0.160     0.022       0
     0.040     0.160     0.022       0
     0.060     0.160     0.021       0
     0.080     0.160     0.019       0
     0.100     0.160     0.021     136
     0.120     0.160     0.024    6540
     0.140     0.160     0.024    6648
     0.160     0.160     0.018    6616
     0.180     0.160     0.013    6018
     0.200     0.160     0.010    6288
     0.220     0.160     0.004    5738
     0.240     0.160     0.002    6177
     0.260     0.160    -0.000    6752
     0.280     0.160    -0.001    5270
     0.300     0.160    -0.004    5547
     0.320     0.160    -0.007    6678
     0.340     0.160    -0.010    2170
    -0.340     0.180     0.007    1533
    -0.320     0.180     0.005    4917
    -0.300     0.180     0.003    5945
    -0.280     0.180     0.001    6764
    -0.260     0.180     0.000    5600
    -0.240     0.180    -0.001    6519
    -0.220     0.180    -0.000    5290
    -0.200     0.180     0.002    6556
    -0.180     0.180     0.006    6147
    -0.160     0.180     0.015    7334
    -0.140     0.180     0.022    6667
    -0.120     0.180     0.023    6676
    -0.100     0.180     0.020    2304
    -0.080     0.180     0.011       0
    -0.060     0.180     0.003       0
    -0.040     0.180    -0.005       0
    -0.020     0.180    -0.005       0
     0.000     0.180    -0.000       0
     0.020     0.180     0.022       0
     0.040     0.180     0.022       0
     0.060     0.180     0.026       0
     0.080     0.180     0.030       0
     0.100     0.180     0.033     379
     0.120     0.180     0.029    7222
     0.140     0.180     0.022    6368
     0.160     0.180     0.014    6888
     0.180     0.180     0.008    6640
     0.200     0.180     0.005    6104
     0.220     0.180     0.000    7304
     0.240     0.180    -0.003    5419
     0.260     0.180    -0.004    6425
     0.280     0.180    -0.004    7437
     0.300     0.180    -0.007    7522
     0.320     0.180    -0.010    7345
     0.340     0.180    -0.014    2591
    -0.340     0.200    -0.003    1533
    -0.320     0.200    -0.007    5173
    -0.300     0.200    -0.011    5616
    -0.280     0.200    -0.012    6829
    -0.260     0.200    -0.010    5954
    -0.240     0.200    -0.010    5749
    -0.220     0.200    -0.009    4829
    -0.200     0.200    -0.005    5514
    -0.180     0.200    -0.001    6388
    -0.160     0.200     0.007    5866
    -0.140     0.200     0.015    7316
    -0.120     0.200     0.018    6689
    -0.100     0.200     0.017    2558
    -0.080     0.200     0.009       0
    -0.060     0.200     0.002       0
    -0.040     0.200    -0.005       0
    -0.020     0.200    -0.005       0
     0.000     0.200    -0.000       0
     0.020     0.200     0.022       0
     0.040     0.200     0.022       0
     0.060     0.200     0.025       0
     0.080     0.200     0.028       0
     0.100     0.200     0.032     464
     0.120     0.200     0.028    5685
     0.140     0.200     0.021    6420
     0.160     0.200     0.014    7058
     0.180     0.200     0.007    5319
     0.200     0.200     0.005    5846
     0.220     0.200    -0.000    6312
     0.240     0.200    -0.005    5992
     0.260     0.200    -0.005    6108
     0.280     0.200    -0.008    5505
     0.300     0.200    -0.011    7307
     0.320     0.200    -0.015    6788
     0.340     0.200    -0.019    2074
    -0.340     0.220     0.003    1260
    -0.320     0.220    -0.003    5442
    -0.300     0.220    -0.008    6348
    -0.280     0.220    -0.011    6337
    -0.260     0.220    -0.012    5291
    -0.240     0.220    -0.014    6008
    -0.220     0.220    -0.015    6098
    -0.200     0.220    -0.012    4452
    -0.180     0.220    -0.008    5294
    -0.160     0.220     0.000    6069
    -0.140     0.220     0.006    6336
    -0.120     0.220     0.011    5480
    -0.100     0.220     0.012    1513
    -0.080     0.220     0.007       0
    -0.060     0.220     0.001       0
    -0.040     0.220    -0.005       0
    -0.020     0.220    -0.005       0
     0.000     0.220    -0.000       0
     0.020     0.220     0.022       0
     0.040     0.220     0.022       0
     0.060     0.220     0.020       0
     0.080     0.220     0.018       0
     0.100     0.220     0.020     294
     0.120     0.220     0.022    5588
     0.140     0.220     0.020    6190
     0.160     0.220     0.012    5683
     0.180     0.220     0.006    6275
     0.200     0.220     0.005    6532
     0.220     0.220    -0.000    5556
     0.240     0.220    -0.006    6720
     0.260     0.220    -0.007    7483
     0.280     0.220    -0.011    5895
     0.300     0.220    -0.016    4712
     0.320     0.220    -0.021    5785
     0.340     0.220    -0.026    2166
    -0.340     0.240     0.009    1384
    -0.320     0.240     0.003    4693
    -0.300     0.240    -0.003    5325
    -0.280     0.240    -0.008    6297
    -0.260     0.240    -0.012    4723
    -0.240     0.240    -0.018    5885
    -0.220     0.240    -0.019    5666
    -0.200     0.240    -0.016    6267
    -0.180     0.240    -0.011    5318
    -0.160     0.240    -0.006    7389
    -0.140     0.240    -0.002    6089
    -0.120     0.240     0.003    5396
    -0.100     0.240     0.006    2245
    -0.080     0.240     0.003       0
    -0.060     0.240    -0.001       0
    -0.040     0.240    -0.005       0
    -0.020     0.240    -0.005       0
     0.000     0.240    -0.000       0
     0.020     0.240     0.022       0
     0.040     0.240     0.022       0
     0.060     0.240     0.016       0
     0.080     0.240     0.010       0
     0.100     0.240     0.010     224
     0.120     0.240     0.015    6667
     0.140     0.240     0.017    7250
     0.160     0.240     0.011    6397
     0.180     0.240     0.006    7047
     0.200     0.240     0.005    6301
     0.220     0.240     0.001    5992
     0.240     0.240    -0.005    5818
     0.260     0.240    -0.008    5453
     0.280     0.240    -0.014    6523
     0.300     0.240    -0.020    5251
     0.320     0.240    -0.023    5235
     0.340     0.240    -0.029    2052
    -0.340     0.260     0.012     844
    -0.320     0.260     0.006    5148
    -0.300     0.260    -0.001    5215
    -0.280     0.260    -0.008    6557
    -0.260     0.260    -0.015    5204
    -0.240     0.260    -0.019    5963
    -0.220     0.260    -0.019    5745
    -0.200     0.260    -0.015    4974
    -0.180     0.260    -0.010    5369
    -0.160     0.260    -0.006    5743
    -0.140     0.260    -0.004    4886
    -0.120     0.260    -0.002    6683
    -0.100     0.260     0.001    1116
    -0.080     0.260    -0.000       0
    -0.060     0.260    -0.003       0
    -0.040     0.260    -0.005       0
    -0.020     0.260    -0.005       0
     0.000     0.260    -0.000       0
     0.020     0.260     0.022       0
     0.040     0.260     0.022       0
     0.060     0.260     0.012       0
     0.080     0.260     0.002       0
     0.100     0.260    -0.001     353
     0.120     0.260     0.008    6045
     0.140     0.260     0.015    6008
     0.160     0.260     0.010    4670
     0.180     0.260     0.007    6218
     0.200     0.260     0.005    6572
     0.220     0.260     0.000    6162
     0.240     0.260    -0.004    6158
     0.260     0.260    -0.009    6198
     0.280     0.260    -0.015    6179
     0.300     0.260    -0.022    6532
     0.320     0.260    -0.027    6665
     0.340     0.260    -0.033    1943
    -0.340     0.280     0.001    1370
    -0.320     0.280    -0.004    6404
    -0.300     0.280    -0.009    5629
    -0.280     0.280    -0.011    5766
    -0.260     0.280    -0.018    5922
    -0.240     0.280    -0.021    5280
    -0.220     0.280    -0.018    5444
    -0.200     0.280    -0.013    5467
    -0.180     0.280    -0.007    5928
    -0.160     0.280    -0.006    5925
    -0.140     0.280    -0.003    5022
    -0.120     0.280    -0.004    4722
    -0.100     0.280    -0.007    1772
    -0.080     0.280    -0.008       0
    -0.060     0.280    -0.006       0
    -0.040     0.280    -0.005       0
    -0.020     0.280    -0.005       0
     0.000     0.280    -0.000       0
     0.020     0.280     0.022       0
     0.040     0.280     0.022       0
     0.060     0.280     0.013       0
     0.080     0.280     0.004       0
     0.100     0.280     0.000     469
     0.120     0.280     0.007    5638
     0.140     0.280     0.013    7155
     0.160     0.280     0.011    6176
     0.180     0.280     0.007    5221
     0.200     0.280     0.003    5483
     0.220     0.280    -0.001    5514
     0.240     0.280    -0.004    5487
     0.260     0.280    -0.009    5301
     0.280     0.280    -0.014    5947
     0.300     0.280    -0.022    5840
     0.320     0.280    -0.029    5063
     0.340     0.280    -0.036    1324
    -0.340     0.300    -0.015    1111
    -0.320     0.300    -0.016    5665
    -0.300     0.300    -0.017    4940
    -0.280     0.300    -0.018    5804
    -0.260     0.300    -0.022    6148
    -0.240     0.300    -0.023    5498
    -0.220     0.300    -0.017    5091
    -0.200     0.300    -0.010    5470
    -0.180     0.300    -0.004    5166
    -0.160     0.300    -0.002    5759
    -0.140     0.300     0.001    6256
    -0.120     0.300    -0.004    5941
    -0.100     0.300    -0.012    1960
    -0.080     0.300    -0.014       0
    -0.060     0.300    -0.010       0
    -0.040     0.300    -0.005       0
    -0.020     0.300    -0.005       0
     0.000     0.300     0.000       0
     0.020     0.300     0.022       0
     0.040     0.300     0.022       0
     0.060     0.300     0.014       0
     0.080     0.300     0.007       0
     0.100     0.300     0.002     313
     0.120     0.300     0.007    5914
     0.140     0.300     0.012    6709
     0.160     0.300     0.009    7238
     0.180     0.300     0.005    6238
     0.200     0.300     0.002    6008
     0.220     0.300    -0.001    4899
     0.240     0.300    -0.003    5766
     0.260     0.300    -0.009    5257
     0.280     0.300    -0.015    6253
     0.300     0.300    -0.023    5549
     0.320     0.300    -0.031    6264
     0.340     0.300    -0.039    2028
    -0.340     0.320    -0.033    1329
    -0.320     0.320    -0.030    5174
    -0.300     0.320    -0.027    5632
    -0.280     0.320    -0.026    5109
    -0.260     0.320    -0.027    5731
    -0.240     0.320    -0.022    5549
    -0.220     0.320    -0.015    4882
    -0.200     0.320    -0.006    5264
    -0.180     0.320     0.001    5649
    -0.160     0.320     0.003    5018
    -0.140     0.320     0.006    5207
    -0.120     0.320    -0.004    6964
    -0.100     0.320    -0.018    1611
    -0.080     0.320    -0.022       0
    -0.060     0.320    -0.014       0
    -0.040     0.320    -0.005       0
    -0.020     0.320    -0.005       0
     0.000     0.320    -0.000       0
     0.020     0.320     0.022       0
     0.040     0.320     0.022       0
     0.060     0.320     0.016       0
     0.080     0.320     0.010       0
     0.100     0.320     0.004     279
     0.120     0.320     0.007    6844
     0.140     0.320     0.008    6278
     0.160     0.320     0.004    7626
     0.180     0.320     0.001    5862
     0.200     0.320     0.000    6764
     0.220     0.320    -0.001    5616
     0.240     0.320    -0.003    5707
     0.260     0.320    -0.010    6035
     0.280     0.320    -0.015    4939
     0.300     0.320    -0.024    5557
     0.320     0.320    -0.030    5076
     0.340     0.320    -0.038    1293
    -0.340     0.340    -0.052     450
    -0.320     0.340    -0.043    2320
    -0.300     0.340    -0.035    2111
    -0.280     0.340    -0.033    2398
    -0.260     0.340    -0.032    1267
    -0.240     0.340    -0.022    1389
    -0.220     0.340    -0.013    1840
    -0.200     0.340    -0.001    2061
    -0.180     0.340     0.005    1998
    -0.160     0.340     0.008    1787
    -0.140     0.340     0.011    1434
    -0.120     0.340    -0.004    2616
    -0.100     0.340    -0.025     576
    -0.080     0.340    -0.031       0
    -0.060     0.340    -0.018       0
    -0.040     0.340    -0.005       0
    -0.020     0.340    -0.005       0
     0.000     0.340    -0.000       0
     0.020     0.340     0.022       0
     0.040     0.340     0.022       0
     0.060     0.340     0.018       0
     0.080     0.340     0.015       0
     0.100     0.340     0.007      59
     0.120     0.340     0.008    1547
     0.140     0.340     0.005    1697
     0.160     0.340    -0.001    1801
     0.180     0.340    -0.003    1821
     0.200     0.340    -0.002    1596
     0.220     0.340    -0.000    1495
     0.240     0.340    -0.003    2067
     0.260     0.340    -0.010    1457
     0.280     0.340    -0.016    1978
     0.300     0.340    -0.025    1102
     0.320     0.340    -0.030     984
     0.340     0.340    -0.037     136
