    Xi (deg)   Xn       delMag   No. in bin
    -0.320     0.120     0.040    9288
    -0.300     0.120     0.048   10388
    -0.280     0.120     0.050   11531
    -0.260     0.120     0.048    9950
    -0.240     0.120     0.038    9113
    -0.220     0.120     0.023    9641
    -0.200     0.120     0.010    9188
    -0.180     0.120     0.003    9804
    -0.160     0.120     0.006   11973
    -0.140     0.120     0.009   12030
    -0.120     0.120     0.009   11796
    -0.100     0.120     0.006    3240
    -0.080     0.120    -0.013       0
    -0.060     0.120    -0.027       0
    -0.040     0.120    -0.042       0
    -0.020     0.120    -0.042       0
     0.000     0.120     0.000       0
     0.020     0.120     0.008       0
     0.040     0.120     0.008       0
     0.060     0.120     0.000       0
     0.080     0.120    -0.007       0
     0.100     0.120    -0.012     674
     0.120     0.120    -0.011   10318
     0.140     0.120    -0.002   10607
     0.160     0.120     0.001    9978
     0.180     0.120     0.004   10702
     0.200     0.120     0.002    9695
     0.220     0.120    -0.000    9290
     0.240     0.120    -0.002   10395
     0.260     0.120    -0.002   10481
     0.280     0.120    -0.002   10922
     0.300     0.120    -0.001   10721
     0.320     0.120    -0.004    9223
     0.340     0.120    -0.005    3690
    -0.340     0.140     0.023    1700
    -0.320     0.140     0.030    8943
    -0.300     0.140     0.036   10150
    -0.280     0.140     0.037   10369
    -0.260     0.140     0.036    9884
    -0.240     0.140     0.029    8700
    -0.220     0.140     0.020    8676
    -0.200     0.140     0.013    8996
    -0.180     0.140     0.012   10310
    -0.160     0.140     0.015   11508
    -0.140     0.140     0.019   11527
    -0.120     0.140     0.021   11304
    -0.100     0.140     0.020    3933
    -0.080     0.140    -0.002       0
    -0.060     0.140    -0.022       0
    -0.040     0.140    -0.042       0
    -0.020     0.140    -0.042       0
     0.000     0.140    -0.000       0
     0.020     0.140     0.008       0
     0.040     0.140     0.008       0
     0.060     0.140    -0.003       0
     0.080     0.140    -0.015       0
     0.100     0.140    -0.019     619
     0.120     0.140    -0.013   10989
     0.140     0.140    -0.001   10419
     0.160     0.140     0.001    9719
     0.180     0.140     0.004   10484
     0.200     0.140     0.005    9239
     0.220     0.140     0.005    9512
     0.240     0.140     0.004   10670
     0.260     0.140     0.005   12107
     0.280     0.140     0.005   10628
     0.300     0.140     0.006   10834
     0.320     0.140     0.002   10004
     0.340     0.140    -0.001    3292
    -0.340     0.160     0.011    1472
    -0.320     0.160     0.014    9101
    -0.300     0.160     0.016    9131
    -0.280     0.160     0.017   10453
    -0.260     0.160     0.018    9389
    -0.240     0.160     0.015    9879
    -0.220     0.160     0.011    9089
    -0.200     0.160     0.008   10611
    -0.180     0.160     0.008   11089
    -0.160     0.160     0.012   10984
    -0.140     0.160     0.016   10805
    -0.120     0.160     0.017   11009
    -0.100     0.160     0.016    3488
    -0.080     0.160    -0.005       0
    -0.060     0.160    -0.023       0
    -0.040     0.160    -0.042       0
    -0.020     0.160    -0.042       0
     0.000     0.160    -0.000       0
     0.020     0.160     0.008       0
     0.040     0.160     0.008       0
     0.060     0.160    -0.005       0
     0.080     0.160    -0.017       0
     0.100     0.160    -0.023     479
     0.120     0.160    -0.013   11019
     0.140     0.160    -0.003   10418
     0.160     0.160    -0.001   10405
     0.180     0.160     0.002   10361
     0.200     0.160     0.004   10574
     0.220     0.160     0.005   10600
     0.240     0.160     0.005   10780
     0.260     0.160     0.006   10179
     0.280     0.160     0.006    9218
     0.300     0.160     0.006   10103
     0.320     0.160     0.002    9381
     0.340     0.160    -0.001    3460
    -0.340     0.180     0.004    1916
    -0.320     0.180     0.004    8291
    -0.300     0.180     0.002    9012
    -0.280     0.180     0.000   10058
    -0.260     0.180    -0.001    9306
    -0.240     0.180    -0.001    9484
    -0.220     0.180    -0.001    9550
    -0.200     0.180     0.000   10146
    -0.180     0.180     0.003   11177
    -0.160     0.180     0.008   10516
    -0.140     0.180     0.012   10897
    -0.120     0.180     0.012   11047
    -0.100     0.180     0.010    3698
    -0.080     0.180    -0.008       0
    -0.060     0.180    -0.025       0
    -0.040     0.180    -0.042       0
    -0.020     0.180    -0.042       0
     0.000     0.180    -0.000       0
     0.020     0.180     0.008       0
     0.040     0.180     0.008       0
     0.060     0.180    -0.002       0
     0.080     0.180    -0.011       0
     0.100     0.180    -0.016     481
     0.120     0.180    -0.009   10686
     0.140     0.180    -0.004    9568
     0.160     0.180    -0.002   10351
     0.180     0.180     0.000    9832
     0.200     0.180     0.001    9913
     0.220     0.180     0.003    9983
     0.240     0.180     0.004   10159
     0.260     0.180     0.004    9434
     0.280     0.180     0.005    9995
     0.300     0.180     0.004    9730
     0.320     0.180     0.001    8896
     0.340     0.180    -0.001    3796
    -0.340     0.200    -0.002    1678
    -0.320     0.200    -0.003    8773
    -0.300     0.200    -0.006    9303
    -0.280     0.200    -0.008    9333
    -0.260     0.200    -0.010    9596
    -0.240     0.200    -0.009    9857
    -0.220     0.200    -0.008    9486
    -0.200     0.200    -0.004    9291
    -0.180     0.200    -0.000   10952
    -0.160     0.200     0.004   10667
    -0.140     0.200     0.007   11004
    -0.120     0.200     0.007   11304
    -0.100     0.200     0.006    3752
    -0.080     0.200    -0.012       0
    -0.060     0.200    -0.027       0
    -0.040     0.200    -0.042       0
    -0.020     0.200    -0.042       0
     0.000     0.200    -0.000       0
     0.020     0.200     0.008       0
     0.040     0.200     0.008       0
     0.060     0.200     0.001       0
     0.080     0.200    -0.006       0
     0.100     0.200    -0.009     754
     0.120     0.200    -0.005   11257
     0.140     0.200    -0.003   10048
     0.160     0.200    -0.001   10099
     0.180     0.200     0.000   10606
     0.200     0.200     0.000   10077
     0.220     0.200     0.002    9826
     0.240     0.200     0.002    9195
     0.260     0.200     0.003    8867
     0.280     0.200     0.003    9169
     0.300     0.200     0.003    9588
     0.320     0.200     0.000    8545
     0.340     0.200    -0.002    3049
    -0.340     0.220     0.006    2241
    -0.320     0.220     0.003    9036
    -0.300     0.220    -0.001    8354
    -0.280     0.220    -0.006    8375
    -0.260     0.220    -0.011    8619
    -0.240     0.220    -0.013    9195
    -0.220     0.220    -0.012    9115
    -0.200     0.220    -0.009    8895
    -0.180     0.220    -0.005    9425
    -0.160     0.220    -0.002    9932
    -0.140     0.220    -0.000   10253
    -0.120     0.220    -0.002   11194
    -0.100     0.220    -0.005    4046
    -0.080     0.220    -0.019       0
    -0.060     0.220    -0.030       0
    -0.040     0.220    -0.042       0
    -0.020     0.220    -0.042       0
     0.000     0.220    -0.000       0
     0.020     0.220     0.008       0
     0.040     0.220     0.008       0
     0.060     0.220     0.002       0
     0.080     0.220    -0.003       0
     0.100     0.220    -0.005     590
     0.120     0.220    -0.003    9381
     0.140     0.220    -0.000   10307
     0.160     0.220     0.001    9205
     0.180     0.220     0.000    9139
     0.200     0.220    -0.000    9814
     0.220     0.220     0.002   10114
     0.240     0.220     0.002    9465
     0.260     0.220     0.002    9001
     0.280     0.220     0.002    8971
     0.300     0.220     0.001    8674
     0.320     0.220    -0.001    9492
     0.340     0.220    -0.003    3298
    -0.340     0.240     0.014    2204
    -0.320     0.240     0.010    8676
    -0.300     0.240     0.004    8871
    -0.280     0.240    -0.003    9358
    -0.260     0.240    -0.010    8357
    -0.240     0.240    -0.012    9417
    -0.220     0.240    -0.013    9902
    -0.200     0.240    -0.012    9370
    -0.180     0.240    -0.009    9352
    -0.160     0.240    -0.007   10349
    -0.140     0.240    -0.008    9987
    -0.120     0.240    -0.011    9664
    -0.100     0.240    -0.014    2998
    -0.080     0.240    -0.026       0
    -0.060     0.240    -0.034       0
    -0.040     0.240    -0.042       0
    -0.020     0.240    -0.042       0
     0.000     0.240    -0.000       0
     0.020     0.240     0.008       0
     0.040     0.240     0.008       0
     0.060     0.240     0.001       0
     0.080     0.240    -0.006       0
     0.100     0.240    -0.008     503
     0.120     0.240    -0.004    9686
     0.140     0.240     0.001    9986
     0.160     0.240     0.002    9531
     0.180     0.240     0.001   10002
     0.200     0.240     0.000   10221
     0.220     0.240     0.002    8952
     0.240     0.240     0.002    9021
     0.260     0.240     0.003    9065
     0.280     0.240     0.003    9825
     0.300     0.240     0.002    9551
     0.320     0.240    -0.000   10078
     0.340     0.240    -0.003    3375
    -0.340     0.260     0.020    2191
    -0.320     0.260     0.015    8795
    -0.300     0.260     0.009    8333
    -0.280     0.260     0.001   10280
    -0.260     0.260    -0.008    9079
    -0.240     0.260    -0.012    9622
    -0.220     0.260    -0.012    9300
    -0.200     0.260    -0.012    8080
    -0.180     0.260    -0.011    9949
    -0.160     0.260    -0.010    9711
    -0.140     0.260    -0.012   10222
    -0.120     0.260    -0.015    9991
    -0.100     0.260    -0.020    2875
    -0.080     0.260    -0.029       0
    -0.060     0.260    -0.036       0
    -0.040     0.260    -0.042       0
    -0.020     0.260    -0.042       0
     0.000     0.260    -0.000       0
     0.020     0.260     0.008       0
     0.040     0.260     0.008       0
     0.060     0.260    -0.001       0
     0.080     0.260    -0.010       0
     0.100     0.260    -0.011     790
     0.120     0.260    -0.005   10738
     0.140     0.260    -0.000    9686
     0.160     0.260    -0.000    9844
     0.180     0.260    -0.002   10540
     0.200     0.260    -0.002    9859
     0.220     0.260     0.002    9538
     0.240     0.260     0.002    9570
     0.260     0.260     0.003    9379
     0.280     0.260     0.003    9261
     0.300     0.260     0.003   10023
     0.320     0.260     0.001    9935
     0.340     0.260    -0.002    3614
    -0.340     0.280     0.019    2072
    -0.320     0.280     0.013    8747
    -0.300     0.280     0.008    8447
    -0.280     0.280     0.000    9431
    -0.260     0.280    -0.008    8968
    -0.240     0.280    -0.010    9481
    -0.220     0.280    -0.011    7937
    -0.200     0.280    -0.011    8432
    -0.180     0.280    -0.011    8627
    -0.160     0.280    -0.010    9740
    -0.140     0.280    -0.012    9224
    -0.120     0.280    -0.015    9189
    -0.100     0.280    -0.019    2797
    -0.080     0.280    -0.029       0
    -0.060     0.280    -0.035       0
    -0.040     0.280    -0.042       0
    -0.020     0.280    -0.042       0
     0.000     0.280     0.000       0
     0.020     0.280     0.008       0
     0.040     0.280     0.008       0
     0.060     0.280    -0.002       0
     0.080     0.280    -0.012       0
     0.100     0.280    -0.015     551
     0.120     0.280    -0.008   10572
     0.140     0.280    -0.003   10252
     0.160     0.280    -0.003    9429
     0.180     0.280    -0.004    9398
     0.200     0.280    -0.003    8894
     0.220     0.280     0.002    8270
     0.240     0.280     0.004    8639
     0.260     0.280     0.006    8898
     0.280     0.280     0.005    8624
     0.300     0.280     0.004    7949
     0.320     0.280     0.001    9028
     0.340     0.280    -0.001    2873
    -0.340     0.300     0.015    1545
    -0.320     0.300     0.011    7803
    -0.300     0.300     0.006    8143
    -0.280     0.300    -0.001    8607
    -0.260     0.300    -0.008    8456
    -0.240     0.300    -0.010    8869
    -0.220     0.300    -0.009    8862
    -0.200     0.300    -0.007    9036
    -0.180     0.300    -0.007    8960
    -0.160     0.300    -0.006    8961
    -0.140     0.300    -0.008   10975
    -0.120     0.300    -0.013    9397
    -0.100     0.300    -0.019    2543
    -0.080     0.300    -0.029       0
    -0.060     0.300    -0.035       0
    -0.040     0.300    -0.042       0
    -0.020     0.300    -0.042       0
     0.000     0.300     0.000       0
     0.020     0.300     0.008       0
     0.040     0.300     0.008       0
     0.060     0.300    -0.002       0
     0.080     0.300    -0.012       0
     0.100     0.300    -0.016     791
     0.120     0.300    -0.010    8421
     0.140     0.300    -0.006    9303
     0.160     0.300    -0.005    9519
     0.180     0.300    -0.006   10069
     0.200     0.300    -0.005    8812
     0.220     0.300     0.002    9002
     0.240     0.300     0.006    8017
     0.260     0.300     0.009    8977
     0.280     0.300     0.007    8633
     0.300     0.300     0.005    8906
     0.320     0.300     0.002    9619
     0.340     0.300    -0.000    3249
    -0.340     0.320     0.011    2148
    -0.320     0.320     0.009    7728
    -0.300     0.320     0.002    9194
    -0.280     0.320    -0.003    7787
    -0.260     0.320    -0.008    9546
    -0.240     0.320    -0.008    7546
    -0.220     0.320    -0.008    8189
    -0.200     0.320    -0.004   10411
    -0.180     0.320    -0.002    9493
    -0.160     0.320    -0.001    9441
    -0.140     0.320    -0.002    9303
    -0.120     0.320    -0.010    9953
    -0.100     0.320    -0.019    2473
    -0.080     0.320    -0.030       0
    -0.060     0.320    -0.036       0
    -0.040     0.320    -0.042       0
    -0.020     0.320    -0.042       0
     0.000     0.320     0.000       0
     0.020     0.320     0.008       0
     0.040     0.320     0.008       0
     0.060     0.320    -0.002       0
     0.080     0.320    -0.012       0
     0.100     0.320    -0.017     532
     0.120     0.320    -0.012    9418
     0.140     0.320    -0.006    9776
     0.160     0.320    -0.005    8614
     0.180     0.320    -0.006    9225
     0.200     0.320    -0.004    9593
     0.220     0.320     0.002    8967
     0.240     0.320     0.008    9415
     0.260     0.320     0.011    9356
     0.280     0.320     0.009    8634
     0.300     0.320     0.005    9030
     0.320     0.320     0.002    8700
     0.340     0.320     0.000    3100
    -0.340     0.340     0.006     880
    -0.320     0.340     0.007    2361
    -0.300     0.340    -0.001    2888
    -0.280     0.340    -0.005    3179
    -0.260     0.340    -0.008    2364
    -0.240     0.340    -0.006    2521
    -0.220     0.340    -0.007    2522
    -0.200     0.340    -0.001    2984
    -0.180     0.340     0.003    2822
    -0.160     0.340     0.005    3192
    -0.140     0.340     0.005    2866
    -0.120     0.340    -0.006    3097
    -0.100     0.340    -0.019     848
    -0.080     0.340    -0.031       0
    -0.060     0.340    -0.036       0
    -0.040     0.340    -0.042       0
    -0.020     0.340    -0.042       0
     0.000     0.340     0.000       0
     0.020     0.340     0.008       0
     0.040     0.340     0.008       0
     0.060     0.340    -0.002       0
     0.080     0.340    -0.012       0
     0.100     0.340    -0.017     185
     0.120     0.340    -0.013    2565
     0.140     0.340    -0.006    2347
     0.160     0.340    -0.005    2458
     0.180     0.340    -0.005    2321
     0.200     0.340    -0.004    2315
     0.220     0.340     0.002    2295
     0.240     0.340     0.010    2926
     0.260     0.340     0.014    2783
     0.280     0.340     0.011    2275
     0.300     0.340     0.005    2769
     0.320     0.340     0.003    2389
     0.340     0.340     0.000     786
