2,3
1.300792,-2.260473
1.271897,-2.277131
1.243002,-2.293789
1.214105,-2.310446
1.185208,-2.327102
1.156311,-2.343758
1.127412,-2.360414
1.098513,-2.377069
1.069613,-2.393723
1.040713,-2.410376
1.011812,-2.427029
0.98291,-2.443682
0.954007,-2.460333
0.925104,-2.476985
0.8962,-2.493635
0.867295,-2.510285
0.83839,-2.526934
0.809484,-2.543583
0.780577,-2.560231
0.751669,-2.576878
0.72276,-2.593524
0.693851,-2.61017
0.664941,-2.626816
0.63603,-2.64346
0.607119,-2.660104
0.578206,-2.676748
0.549293,-2.69339
1.286204,-2.235215
1.257314,-2.251882
1.228423,-2.268547
1.199532,-2.285212
1.17064,-2.301877
1.141747,-2.318541
1.112854,-2.335204
1.08396,-2.351867
1.055065,-2.368529
1.02617,-2.38519
0.997274,-2.401851
0.968377,-2.418511
0.93948,-2.435171
0.910582,-2.45183
0.881683,-2.468488
0.852783,-2.485146
0.823883,-2.501803
0.794981,-2.51846
0.76608,-2.535116
0.737177,-2.551771
0.708274,-2.568426
0.67937,-2.585079
0.650465,-2.601733
0.621559,-2.618385
0.592653,-2.635037
0.563746,-2.651689
0.534838,-2.668339
1.271608,-2.209962
1.242723,-2.226636
1.213838,-2.24331
1.184952,-2.259983
1.156065,-2.276655
1.127177,-2.293327
1.098289,-2.309998
1.0694,-2.326668
1.040511,-2.343338
1.01162,-2.360008
0.982729,-2.376677
0.953838,-2.393345
0.924945,-2.410012
0.896052,-2.426679
0.867158,-2.443346
0.838264,-2.460011
0.809369,-2.476677
0.780473,-2.493341
0.751576,-2.510005
0.722679,-2.526668
0.693781,-2.543331
0.664882,-2.559993
0.635982,-2.576654
0.607082,-2.593314
0.57818,-2.609974
0.549278,-2.626634
0.520376,-2.643292
1.257007,-2.184713
1.228127,-2.201395
1.199246,-2.218076
1.170365,-2.234757
1.141483,-2.251437
1.112601,-2.268117
1.083717,-2.284796
1.054834,-2.301474
1.025949,-2.318152
0.997064,-2.33483
0.968178,-2.351506
0.939292,-2.368182
0.910404,-2.384858
0.881516,-2.401533
0.852628,-2.418207
0.823738,-2.434881
0.794848,-2.451554
0.765957,-2.468226
0.737066,-2.484898
0.708174,-2.501569
0.679281,-2.51824
0.650387,-2.53491
0.621492,-2.551579
0.592597,-2.568248
0.563701,-2.584916
0.534805,-2.601583
0.505907,-2.61825
1.242398,-2.159468
1.213523,-2.176158
1.184648,-2.192847
1.155772,-2.209535
1.126895,-2.226223
1.098017,-2.242911
1.069139,-2.259598
1.040261,-2.276284
1.011381,-2.29297
0.982501,-2.309655
0.95362,-2.32634
0.924739,-2.343024
0.895857,-2.359707
0.866974,-2.37639
0.83809,-2.393072
0.809206,-2.409754
0.780321,-2.426435
0.751435,-2.443116
0.722549,-2.459795
0.693662,-2.476474
0.664774,-2.493153
0.635886,-2.509831
0.606996,-2.526508
0.578106,-2.543185
0.549215,-2.559861
0.520324,-2.576536
0.491432,-2.593211
1.227783,-2.134227
1.198913,-2.150924
1.170043,-2.167621
1.141172,-2.184318
1.1123,-2.201014
1.083427,-2.217709
1.054554,-2.234404
1.025681,-2.251098
0.996806,-2.267792
0.967931,-2.284485
0.939056,-2.301178
0.910179,-2.317869
0.881302,-2.334561
0.852425,-2.351252
0.823546,-2.367942
0.794667,-2.384631
0.765787,-2.40132
0.736907,-2.418009
0.708026,-2.434696
0.679144,-2.451384
0.650261,-2.46807
0.621378,-2.484756
0.592493,-2.501441
0.563609,-2.518126
0.534723,-2.53481
0.505837,-2.551493
0.47695,-2.568176
1.213161,-2.108989
1.184296,-2.125695
1.155431,-2.1424
1.126565,-2.159104
1.097698,-2.175808
1.068831,-2.192511
1.039963,-2.209214
1.011094,-2.225916
0.982225,-2.242618
0.953355,-2.259319
0.924485,-2.276019
0.895613,-2.292719
0.866741,-2.309418
0.837869,-2.326117
0.808995,-2.342815
0.780121,-2.359513
0.751247,-2.37621
0.722371,-2.392906
0.693495,-2.409602
0.664619,-2.426297
0.635741,-2.442991
0.606863,-2.459685
0.577984,-2.476378
0.549104,-2.493071
0.520224,-2.509763
0.491343,-2.526454
0.462461,-2.543145
1.198533,-2.083756
1.169673,-2.100469
1.140813,-2.117182
1.111952,-2.133894
1.08309,-2.150606
1.054228,-2.167317
1.025365,-2.184028
0.996501,-2.200738
0.967637,-2.217447
0.938772,-2.234156
0.909907,-2.250865
0.881041,-2.267573
0.852174,-2.28428
0.823306,-2.300986
0.794438,-2.317693
0.765569,-2.334398
0.7367,-2.351103
0.707829,-2.367807
0.678959,-2.384511
0.650087,-2.401214
0.621215,-2.417916
0.592341,-2.434618
0.563468,-2.45132
0.534593,-2.46802
0.505718,-2.48472
0.476842,-2.50142
0.447965,-2.518118
2.712454,-1.171663
2.683625,-1.188406
2.654795,-1.205148
2.625965,-1.221891
2.597135,-1.238633
2.568304,-1.255374
2.539473,-1.272116
2.510641,-1.288857
2.481809,-1.305598
2.452977,-1.322338
2.424144,-1.339078
2.395311,-1.355818
2.366477,-1.372558
2.337643,-1.389297
2.308809,-1.406035
2.279974,-1.422774
2.251139,-1.439512
2.222303,-1.456249
2.193467,-1.472987
2.164631,-1.489724
2.135794,-1.50646
2.106956,-1.523196
2.078119,-1.539932
2.04928,-1.556668
2.020442,-1.573403
1.991603,-1.590137
1.962763,-1.606871
1.183898,-2.058527
1.155043,-2.075248
1.126188,-2.091969
1.097332,-2.108689
1.068475,-2.125408
1.039618,-2.142127
1.01076,-2.158846
0.981901,-2.175564
0.953042,-2.192281
0.924183,-2.208998
0.895322,-2.225714
0.866461,-2.24243
0.837599,-2.259145
0.808737,-2.27586
0.779874,-2.292574
0.75101,-2.309287
0.722146,-2.326
0.693281,-2.342712
0.664415,-2.359424
0.635548,-2.376135
0.606681,-2.392846
0.577813,-2.409556
0.548945,-2.426265
0.520076,-2.442973
0.491206,-2.459681
0.462335,-2.476389
0.433463,-2.493096
2.697557,-1.14603
2.668732,-1.16278
2.639907,-1.17953
2.611082,-1.19628
2.582256,-1.21303
2.55343,-1.229779
2.524603,-1.246528
2.495776,-1.263277
2.466949,-1.280025
2.438121,-1.296773
2.409293,-1.313521
2.380465,-1.330268
2.351636,-1.347015
2.322807,-1.363762
2.293977,-1.380508
2.265147,-1.397254
2.236317,-1.414
2.207486,-1.430745
2.178654,-1.44749
2.149823,-1.464235
2.120991,-1.480979
2.092158,-1.497723
2.063325,-1.514466
2.034491,-1.531209
2.005658,-1.547952
1.976823,-1.564694
1.947988,-1.581436
1.169256,-2.033301
1.140406,-2.05003
1.111556,-2.066759
1.082705,-2.083487
1.053853,-2.100214
1.025001,-2.116941
0.996148,-2.133668
0.967295,-2.150394
0.938441,-2.167119
0.909586,-2.183844
0.880731,-2.200568
0.851875,-2.217292
0.823018,-2.234015
0.794161,-2.250737
0.765303,-2.267459
0.736445,-2.284181
0.707585,-2.300902
0.678725,-2.317622
0.649865,-2.334341
0.621003,-2.35106
0.592141,-2.367779
0.563279,-2.384497
0.534415,-2.401214
0.505551,-2.417931
0.476686,-2.434647
0.447821,-2.451362
0.418954,-2.468077
2.682653,-1.120401
2.653833,-1.137159
2.625013,-1.153917
2.596192,-1.170674
2.567371,-1.187431
2.538549,-1.204188
2.509727,-1.220945
2.480905,-1.237701
2.452082,-1.254457
2.423259,-1.271212
2.394436,-1.287968
2.365612,-1.304723
2.336788,-1.321477
2.307964,-1.338231
2.279139,-1.354985
2.250313,-1.371739
2.221488,-1.388492
2.192661,-1.405245
2.163835,-1.421998
2.135008,-1.43875
2.106181,-1.455502
2.077353,-1.472253
2.048525,-1.489004
2.019696,-1.505755
1.990867,-1.522505
1.962037,-1.539255
1.933207,-1.556005
1.154608,-2.00808
1.125763,-2.024817
1.096918,-2.041553
1.068072,-2.058289
1.039225,-2.075025
1.010378,-2.091759
0.98153,-2.108494
0.952682,-2.125228
0.923833,-2.141961
0.894983,-2.158694
0.866133,-2.175426
0.837282,-2.192157
0.808431,-2.208888
0.779579,-2.225619
0.750726,-2.242349
0.721872,-2.259078
0.693018,-2.275807
0.664163,-2.292535
0.635308,-2.309263
0.606452,-2.32599
0.577595,-2.342716
0.548737,-2.359442
0.519879,-2.376167
0.49102,-2.392892
0.46216,-2.409616
0.4333,-2.426339
0.404439,-2.443062
2.667743,-1.094776
2.638927,-1.111541
2.610111,-1.128307
2.581295,-1.145072
2.552479,-1.161836
2.523662,-1.178601
2.494845,-1.195365
2.466027,-1.212129
2.437209,-1.228892
2.408391,-1.245655
2.379572,-1.262418
2.350753,-1.279181
2.321934,-1.295943
2.293114,-1.312705
2.264294,-1.329466
2.235473,-1.346227
2.206652,-1.362988
