         name |     RA    |     Dec   |       name     |     RA    |     Dec   |  offset | ukirtDetect |   correctT0 | 
2015-BLG-0242 | 265.91325 | -26.97014 | UK2017_n1_3_1_H_C68039 | 265.91312 | -26.97033 |    0.80 |   0 |   0 | 
2015-BLG-0244 | 268.24063 | -28.98089 | UK2017_s5_3_3_H_C76899 | 268.24063 | -28.98090 |    0.04 |   0 |   0 | 
2015-BLG-0245 | 268.20546 | -28.82117 | UK2017_s4_2_1_H_C52409 | 268.20541 | -28.82119 |    0.17 |   0 |   0 | 
2015-BLG-0257 | 268.67888 | -28.75206 | UK2017_s4_2_2_H_C75516 | 268.67923 | -28.75239 |    1.64 |   0 |   0 | 
2015-BLG-0258 | 268.23742 | -28.40200 | UK2017_s4_2_4_H_C54361 | 268.23746 | -28.40198 |    0.15 |   0 |   0 | 
2015-BLG-0261 | 269.16196 | -29.50397 | UK2017_s6_3_2_H_C53779 | 269.16198 | -29.50398 |    0.07 |   0 |   0 | 
2015-BLG-0269 | 267.88842 | -28.47508 | UK2017_s4_1_4_H_C18057 | 267.88841 | -28.47509 |    0.03 |   0 |   0 | 
2015-BLG-0272 | 269.35683 | -29.18208 | UK2017_s6_3_3_H_C2370 | 269.35685 | -29.18211 |    0.11 |   0 |   0 | 
2015-BLG-0289 | 268.30487 | -28.67667 | UK2017_s4_3_1_H_C24935 | 268.30486 | -28.67668 |    0.07 |   0 |   0 | 
2015-BLG-0290 | 268.13979 | -28.28256 | UK2017_s4_3_4_H_C8919 | 268.14037 | -28.28241 |    1.91 |   0 |   0 | 
2015-BLG-0297 | 267.79733 | -28.21878 | UK2017_c3_3_3_K_C32831 | 267.79730 | -28.21877 |    0.11 |   0 |   0 | 
2015-BLG-0298 | 267.78663 | -29.24453 | UK2017_s5_2_4_H_C61991 | 267.78655 | -29.24454 |    0.24 |   0 |   0 | 
2015-BLG-0300 | 268.95967 | -29.25219 | UK2017_s6_1_3_H_C58423 | 268.95967 | -29.25220 |    0.02 |   0 |   0 | 
2015-BLG-0304 | 269.01725 | -29.81811 | UK2017_s6_1_2_H_C9268 | 269.01700 | -29.81819 |    0.83 |   0 |   0 | 
2015-BLG-0313 | 268.10533 | -29.39425 | UK2017_s5_1_3_H_C4969 | 268.10540 | -29.39472 |    1.70 |   0 |   0 | 
2015-BLG-0316 | 269.09433 | -27.62181 | UK2017_s3_2_3_H_C8917 | 269.09433 | -27.62186 |    0.20 |   0 |   0 | 
2015-BLG-0320 | 268.54808 | -28.27567 | UK2017_s4_4_3_H_C12442 | 268.54822 | -28.27578 |    0.60 |   0 |   0 | 
2015-BLG-0361 | 265.66942 | -26.61514 | UK2017_n1_4_4_H_C25948 | 265.66941 | -26.61513 |    0.04 |   0 |   0 | 
2015-BLG-0374 | 267.41417 | -30.41178 | UK2017_s2_3_2_K_C32182 | 267.41415 | -30.41177 |    0.06 |   0 |   0 | 
2015-BLG-0378 | 269.10892 | -27.59578 | UK2017_s3_2_3_H_C19087 | 269.10889 | -27.59578 |    0.09 |   0 |   0 | 
2015-BLG-0379 | 269.10429 | -29.57406 | UK2017_s6_4_2_H_C17221 | 269.10431 | -29.57407 |    0.08 |   0 |   0 | 
2015-BLG-0387 | 265.27254 | -27.57547 | UK2017_n2_2_4_H_C73255 | 265.27253 | -27.57549 |    0.07 |   0 |   0 | 
2015-BLG-0388 | 268.46892 | -28.53403 | UK2017_s4_4_2_H_C77025 | 268.46895 | -28.53404 |    0.11 |   0 |   0 | 
2015-BLG-0389 | 268.38425 | -28.46167 | UK2017_s4_1_3_H_C24500 | 268.38430 | -28.46165 |    0.17 |   0 |   0 | 
2015-BLG-0390 | 267.57529 | -29.66389 | UK2017_s5_1_1_H_C62809 | 267.57529 | -29.66388 |    0.03 |   0 |   0 | 
2015-BLG-0391 | 268.49604 | -29.23517 | UK2017_s6_1_4_H_C60575 | 268.49618 | -29.23554 |    1.41 |   0 |   0 | 
2015-BLG-0394 | 269.17592 | -29.68094 | UK2017_s6_2_2_H_C56818 | 269.17590 | -29.68095 |    0.06 |   0 |   0 | 
2015-BLG-0407 | 265.98558 | -26.69058 | UK2017_n1_3_4_H_C3161 | 265.98560 | -26.69063 |    0.18 |   0 |   0 | 
2015-BLG-0409 | 265.56250 | -26.62275 | UK2017_n1_4_4_H_C23310 | 265.56251 | -26.62274 |    0.05 |   0 |   0 | 
2015-BLG-0411 | 268.10975 | -28.67047 | UK2017_s4_3_1_H_C27109 | 268.10976 | -28.67049 |    0.07 |   0 |   0 | 
2015-BLG-0412 | 267.72946 | -29.42019 | UK2017_s5_3_1_H_C76829 | 267.72945 | -29.42019 |    0.03 |   0 |   0 | 
2015-BLG-0414 | 269.00633 | -27.95119 | UK2017_s3_2_2_H_C46288 | 269.00634 | -27.95122 |    0.09 |   0 |   0 | 
2015-BLG-0446 | 267.92971 | -28.35267 | UK2017_s4_1_4_H_C63977 | 267.93004 | -28.35251 |    1.19 |   0 |   0 | 
2015-BLG-0460 | 268.78833 | -29.72950 | UK2017_s6_2_1_H_C41908 | 268.78774 | -29.72951 |    1.86 |   0 |   0 | 
2015-BLG-0489 | 267.85004 | -28.49133 | UK2017_s4_1_4_H_C12080 | 267.84972 | -28.49203 |    2.71 |   0 |   0 | 
2015-BLG-0494 | 268.87179 | -29.05769 | UK2017_s6_3_4_H_C60824 | 268.87142 | -29.05725 |    1.98 |   0 |   0 | 
2015-BLG-0521 | 268.55033 | -28.52136 | UK2017_s4_1_3_H_C1840 | 268.55061 | -28.52175 |    1.65 |   0 |   0 | 
2015-BLG-0524 | 268.29112 | -28.73500 | UK2017_s4_3_1_H_C4446 | 268.29114 | -28.73501 |    0.06 |   0 |   0 | 
2015-BLG-0543 | 268.78158 | -29.47728 | UK2017_s6_3_1_H_C58632 | 268.78084 | -29.47680 |    2.90 |   0 |   0 | 
2015-BLG-0556 | 264.52133 | -28.90408 | UK2017_n3_2_1_H_C66555 | 264.52123 | -28.90413 |    0.37 |   0 |   0 | 
2015-BLG-0560 | 267.51742 | -29.82433 | UK2017_s5_1_1_H_C8213 | 267.51741 | -29.82437 |    0.13 |   0 |   0 | 
2015-BLG-0561 | 267.22454 | -29.67444 | UK2017_c4_2_2_K_C79407 | 267.22454 | -29.67447 |    0.09 |   0 |   0 | 
2015-BLG-0562 | 268.88296 | -29.73225 | UK2017_s6_2_1_H_C40868 | 268.88296 | -29.73228 |    0.11 |   0 |   0 | 
2015-BLG-0565 | 269.15371 | -29.12806 | UK2017_s6_3_3_H_C24061 | 269.15369 | -29.12806 |    0.06 |   0 |   0 | 
2015-BLG-0566 | 268.64588 | -28.92428 | UK2017_s4_2_2_H_C14377 | 268.64582 | -28.92433 |    0.26 |   0 |   0 | 
2015-BLG-0576 | 267.63212 | -29.38264 | UK2017_s5_2_4_H_C12019 | 267.63230 | -29.38226 |    1.47 |   0 |   0 | 
2015-BLG-0577 | 268.78400 | -29.78394 | UK2017_s6_2_1_H_C22703 | 268.78386 | -29.78378 |    0.74 |   0 |   0 | 
2015-BLG-0586 | 268.32875 | -28.76211 | UK2017_s4_1_2_H_C71113 | 268.32931 | -28.76207 |    1.77 |   0 |   0 | 
2015-BLG-0587 | 267.49750 | -29.60231 | UK2017_s5_4_1_H_C9260 | 267.49773 | -29.60220 |    0.81 |   0 |   0 | 
2015-BLG-0616 | 264.02850 | -29.20617 | UK2017_n4_3_4_H_C31891 | 264.02850 | -29.20615 |    0.06 |   0 |   0 | 
2015-BLG-0617 | 267.57867 | -29.70772 | UK2017_s5_1_1_H_C47395 | 267.57895 | -29.70785 |    1.00 |   0 |   0 | 
2015-BLG-0619 | 268.09363 | -29.72536 | UK2017_s5_1_2_H_C39078 | 268.09427 | -29.72550 |    2.08 |   0 |   0 | 
2015-BLG-0624 | 268.88921 | -29.28861 | UK2017_s6_2_4_H_C41807 | 268.88911 | -29.28871 |    0.47 |   0 |   0 | 
2015-BLG-0632 | 265.06021 | -27.66092 | UK2017_n2_1_4_H_C41567 | 265.06008 | -27.66131 |    1.47 |   0 |   0 | 
2015-BLG-0634 | 269.24329 | -29.07319 | UK2017_s6_3_3_H_C46010 | 269.24347 | -29.07347 |    1.14 |   0 |   0 | 
2015-BLG-0645 | 269.31483 | -29.78872 | UK2017_s6_2_2_H_C19003 | 269.31485 | -29.78867 |    0.20 |   0 |   0 | 
2015-BLG-0651 | 268.14562 | -28.60389 | UK2017_s4_3_1_H_C51231 | 268.14560 | -28.60344 |    1.62 |   0 |   0 | 
2015-BLG-0659 | 268.56817 | -29.84450 | UK2017_s6_1_1_H_C1571 | 268.56815 | -29.84449 |    0.06 |   0 |   0 | 
2015-BLG-0675 | 268.17146 | -29.58042 | UK2017_s5_3_2_H_C20396 | 268.17148 | -29.58081 |    1.42 |   0 |   0 | 
2015-BLG-0677 | 269.02504 | -29.25739 | UK2017_s6_1_3_H_C56528 | 269.02509 | -29.25736 |    0.18 |   0 |   0 | 
2015-BLG-0683 | 267.44967 | -30.69961 | UK2017_s2_2_2_K_C9397 | 267.44963 | -30.69960 |    0.12 |   0 |   0 | 
2015-BLG-0688 | 268.08754 | -29.22569 | UK2017_s5_1_3_H_C64392 | 268.08734 | -29.22545 |    1.08 |   0 |   0 | 
2015-BLG-0692 | 268.07971 | -28.13392 | UK2017_s4_3_4_H_C63221 | 268.07967 | -28.13386 |    0.24 |   0 |   0 | 
2015-BLG-0694 | 268.31567 | -29.59772 | UK2017_s5_3_2_H_C13963 | 268.31612 | -29.59780 |    1.45 |   0 |   0 | 
2015-BLG-0699 | 269.02487 | -29.58322 | UK2017_s6_4_2_H_C14162 | 269.02479 | -29.58340 |    0.69 |   0 |   0 | 
2015-BLG-0701 | 269.35604 | -29.28597 | UK2017_s6_2_3_H_C46489 | 269.35617 | -29.28560 |    1.40 |   0 |   0 | 
2015-BLG-0711 | 268.09358 | -29.72522 | UK2017_s5_1_2_H_C39078 | 268.09427 | -29.72550 |    2.37 |   0 |   0 | 
2015-BLG-0720 | 267.76367 | -29.77378 | UK2017_s5_2_1_H_C27689 | 267.76440 | -29.77366 |    2.33 |   0 |   0 | 
2015-BLG-0736 | 267.52363 | -29.35919 | UK2017_s5_1_4_H_C17084 | 267.52382 | -29.35953 |    1.35 |   0 |   0 | 
2015-BLG-0739 | 268.64087 | -28.47661 | UK2017_s4_2_3_H_C19612 | 268.64020 | -28.47668 |    2.15 |   0 |   0 | 
2015-BLG-0749 | 264.95571 | -27.51172 | UK2017_n2_4_4_H_C16781 | 264.95558 | -27.51167 |    0.45 |   0 |   0 | 
2015-BLG-0750 | 268.35971 | -29.64097 | UK2017_s5_2_2_H_C73703 | 268.35969 | -29.64099 |    0.09 |   0 |   0 | 
2015-BLG-0751 | 268.85808 | -29.01464 | UK2017_s6_3_4_H_C77543 | 268.85842 | -29.01441 |    1.34 |   0 |   0 | 
2015-BLG-0754 | 269.25675 | -29.43550 | UK2017_s6_3_2_H_C81074 | 269.25671 | -29.43576 |    0.94 |   0 |   0 | 
2015-BLG-0755 | 268.68100 | -29.37381 | UK2017_s6_2_4_H_C11747 | 268.68088 | -29.37397 |    0.70 |   0 |   0 | 
2015-BLG-0769 | 265.67008 | -27.36883 | UK2017_n2_3_3_H_C68294 | 265.67004 | -27.36888 |    0.22 |   0 |   0 | 
2015-BLG-0770 | 264.93633 | -27.36169 | UK2017_n2_4_4_H_C69151 | 264.93632 | -27.36169 |    0.05 |   0 |   0 | 
2015-BLG-0771 | 267.71213 | -28.52433 | UK2017_c3_2_3_K_C723 | 267.71215 | -28.52432 |    0.09 |   0 |   0 | 
2015-BLG-0812 | 268.43396 | -28.37494 | UK2017_s4_1_3_H_C56796 | 268.43395 | -28.37494 |    0.03 |   0 |   0 | 
2015-BLG-0824 | 267.68842 | -28.71206 | UK2017_c3_3_2_K_C11903 | 267.68870 | -28.71260 |    2.15 |   0 |   0 | 
2015-BLG-0825 | 268.90875 | -29.56289 | UK2017_s6_4_2_H_C20769 | 268.90829 | -29.56338 |    2.28 |   0 |   0 | 
2015-BLG-0831 | 264.45392 | -29.06450 | UK2017_n3_2_1_H_C11881 | 264.45392 | -29.06452 |    0.07 |   0 |   0 | 
2015-BLG-0841 | 266.12287 | -26.64472 | UK2017_n1_4_3_H_C16900 | 266.12289 | -26.64472 |    0.05 |   0 |   0 | 
2015-BLG-0842 | 268.36575 | -29.78275 | UK2017_s5_2_2_H_C24638 | 268.36505 | -29.78300 |    2.37 |   0 |   0 | 
2015-BLG-0856 | 269.09379 | -29.76092 | UK2017_s6_1_2_H_C28289 | 269.09325 | -29.76098 |    1.71 |   0 |   0 | 
2015-BLG-0857 | 269.08979 | -29.17767 | UK2017_s6_4_3_H_C3990 | 269.08972 | -29.17762 |    0.28 |   0 |   0 | 
2015-BLG-0899 | 268.32296 | -28.85892 | UK2017_s4_1_2_H_C35849 | 268.32241 | -28.85917 |    1.95 |   0 |   0 | 
2015-BLG-0900 | 267.93746 | -28.57653 | UK2017_s4_4_1_H_C62393 | 267.93792 | -28.57631 |    1.66 |   0 |   0 | 
2015-BLG-0903 | 265.61000 | -27.45953 | UK2017_n2_3_3_H_C38546 | 265.61001 | -27.45948 |    0.17 |   0 |   0 | 
2015-BLG-0906 | 268.62488 | -27.94350 | UK2017_s3_1_2_H_C46278 | 268.62472 | -27.94352 |    0.50 |   0 |   0 | 
2015-BLG-0911 | 266.11608 | -26.85286 | UK2017_n1_1_3_H_C21616 | 266.11612 | -26.85288 |    0.14 |   0 |   0 | 
2015-BLG-0912 | 265.95758 | -26.51994 | UK2017_n1_3_4_H_C70318 | 265.95762 | -26.51996 |    0.13 |   0 |   0 | 
2015-BLG-0914 | 269.31175 | -29.76014 | UK2017_s6_2_2_H_C28638 | 269.31176 | -29.76015 |    0.05 |   0 |   0 | 
2015-BLG-0916 | 269.23275 | -28.99144 | UK2017_s6_3_3_H_C79107 | 269.23278 | -28.99151 |    0.25 |   0 |   0 | 
2015-BLG-0931 | 268.35654 | -28.84050 | UK2017_s4_1_2_H_C42645 | 268.35676 | -28.84013 |    1.50 |   0 |   0 | 
2015-BLG-0934 | 267.41279 | -30.24528 | UK2017_s2_2_3_K_C15542 | 267.41261 | -30.24523 |    0.59 |   0 |   0 | 
2015-BLG-0935 | 268.75717 | -29.33911 | UK2017_s6_2_4_H_C23697 | 268.75718 | -29.33964 |    1.90 |   0 |   0 | 
2015-BLG-0944 | 265.25800 | -27.85381 | UK2017_n2_3_1_H_C52604 | 265.25797 | -27.85383 |    0.13 |   0 |   0 | 
2015-BLG-0946 | 268.67329 | -28.89292 | UK2017_s4_2_2_H_C24786 | 268.67373 | -28.89294 |    1.38 |   0 |   0 | 
2015-BLG-0947 | 268.38000 | -28.67911 | UK2017_s4_4_2_H_C23987 | 268.38036 | -28.67918 |    1.16 |   0 |   0 | 
2015-BLG-0958 | 267.75496 | -28.41686 | UK2017_c3_2_3_K_C41104 | 267.75554 | -28.41670 |    1.93 |   0 |   0 | 
2015-BLG-0959 | 267.45017 | -28.49450 | UK2017_c3_1_3_K_C10300 | 267.44985 | -28.49495 |    1.90 |   0 |   0 | 
2015-BLG-0960 | 268.11175 | -28.03297 | UK2017_s1_2_2_K_C17621 | 268.11181 | -28.03299 |    0.20 |   0 |   0 | 
2015-BLG-0963 | 268.78650 | -27.60378 | UK2017_s3_1_3_H_C15169 | 268.78652 | -27.60381 |    0.13 |   0 |   0 | 
2015-BLG-0964 | 269.37867 | -29.32664 | UK2017_s6_2_3_H_C30839 | 269.37893 | -29.32663 |    0.83 |   0 |   0 | 
2015-BLG-0966 | 268.75425 | -29.04711 | UK2017_s6_3_4_H_C64798 | 268.75437 | -29.04713 |    0.38 |   0 |   0 | 
2015-BLG-0987 | 268.19371 | -28.36122 | UK2017_s4_2_4_H_C72092 | 268.19331 | -28.36125 |    1.27 |   0 |   0 | 
2015-BLG-0999 | 269.04529 | -29.40181 | UK2017_s6_1_3_H_C2566 | 269.04533 | -29.40182 |    0.13 |   0 |   0 | 
2015-BLG-1008 | 265.25929 | -27.89000 | UK2017_n2_3_1_H_C40135 | 265.25923 | -27.88976 |    0.89 |   0 |   0 | 
2015-BLG-1010 | 268.14821 | -29.72533 | UK2017_s5_2_2_H_C44113 | 268.14849 | -29.72504 |    1.37 |   0 |   0 | 
2015-BLG-1026 | 267.81558 | -28.04394 | UK2017_s1_1_2_K_C14695 | 267.81558 | -28.04392 |    0.09 |   0 |   0 | 
2015-BLG-1062 | 268.83496 | -29.51708 | UK2017_s6_3_1_H_C42822 | 268.83527 | -29.51691 |    1.16 |   0 |   0 | 
2015-BLG-1065 | 268.30562 | -28.56758 | UK2017_s4_3_1_H_C64089 | 268.30559 | -28.56744 |    0.53 |   0 |   0 | 
2015-BLG-1100 | 263.66904 | -29.88519 | UK2017_n4_1_1_H_C24142 | 263.66909 | -29.88523 |    0.20 |   0 |   0 | 
2015-BLG-1101 | 268.09108 | -29.28453 | UK2017_s5_1_3_H_C43515 | 268.09121 | -29.28499 |    1.71 |   0 |   0 | 
2015-BLG-1117 | 268.07958 | -28.13381 | UK2017_s4_3_4_H_C63221 | 268.07967 | -28.13386 |    0.34 |   0 |   0 | 
2015-BLG-1129 | 266.41312 | -27.16003 | UK2017_n1_2_2_H_C67392 | 266.41310 | -27.16002 |    0.08 |   0 |   0 | 
2015-BLG-1136 | 268.55758 | -28.70836 | UK2017_s4_4_2_H_C13941 | 268.55792 | -28.70799 |    1.71 |   0 |   0 | 
2015-BLG-1144 | 268.68233 | -29.38269 | UK2017_s6_2_4_H_C8893 | 268.68246 | -29.38244 |    1.00 |   0 |   0 | 
2015-BLG-1153 | 264.31779 | -29.42639 | UK2017_n4_1_3_H_C30654 | 264.31777 | -29.42639 |    0.07 |   0 |   0 | 
2015-BLG-1157 | 268.13004 | -28.34897 | UK2017_s4_2_4_H_C77624 | 268.13022 | -28.34863 |    1.36 |   0 |   0 | 
2015-BLG-1162 | 268.36317 | -29.41208 | UK2017_s5_3_2_H_C80716 | 268.36320 | -29.41211 |    0.14 |   0 |   0 | 
2015-BLG-1185 | 268.89233 | -27.57069 | UK2017_s3_2_3_H_C28529 | 268.89233 | -27.57069 |    0.02 |   0 |   0 | 
2015-BLG-1197 | 264.22992 | -29.78203 | UK2017_n4_1_2_H_C56524 | 264.22997 | -29.78205 |    0.18 |   0 |   0 | 
2015-BLG-1201 | 268.22467 | -29.45278 | UK2017_s5_3_2_H_C65543 | 268.22445 | -29.45302 |    1.11 |   0 |   0 | 
2015-BLG-1203 | 268.91467 | -27.92889 | UK2017_s3_2_2_H_C54615 | 268.91506 | -27.92876 |    1.33 |   0 |   0 | 
2015-BLG-1204 | 268.92708 | -29.38431 | UK2017_s6_1_3_H_C9090 | 268.92710 | -29.38430 |    0.06 |   0 |   0 | 
2015-BLG-1205 | 268.92325 | -29.32300 | UK2017_s6_1_3_H_C32234 | 268.92359 | -29.32227 |    2.84 |   0 |   0 | 
2015-BLG-1210 | 263.63187 | -29.18047 | UK2017_n4_4_4_H_C38769 | 263.63189 | -29.18047 |    0.05 |   0 |   0 | 
2015-BLG-1212 | 268.10329 | -29.18111 | UK2017_s5_4_3_H_C2533 | 268.10324 | -29.18110 |    0.17 |   0 |   0 | 
2015-BLG-1223 | 265.69033 | -27.52833 | UK2017_n2_3_3_H_C14440 | 265.69032 | -27.52835 |    0.07 |   0 |   0 | 
2015-BLG-1224 | 265.38779 | -27.44711 | UK2017_n2_4_3_H_C41693 | 265.38804 | -27.44743 |    1.40 |   0 |   0 | 
2015-BLG-1227 | 268.32742 | -29.65283 | UK2017_s5_2_2_H_C69753 | 268.32718 | -29.65228 |    2.13 |   0 |   0 | 
2015-BLG-1236 | 265.42138 | -27.80928 | UK2017_n2_4_2_H_C64104 | 265.42139 | -27.80927 |    0.06 |   0 |   0 | 
2015-BLG-1249 | 266.33700 | -26.58481 | UK2017_n1_3_3_H_C41270 | 266.33700 | -26.58484 |    0.12 |   0 |   0 | 
2015-BLG-1251 | 267.39050 | -29.21750 | UK2017_s5_1_4_H_C65587 | 267.39049 | -29.21747 |    0.11 |   0 |   0 | 
2015-BLG-1255 | 268.81796 | -29.15358 | UK2017_s6_3_4_H_C20030 | 268.81794 | -29.15361 |    0.11 |   0 |   0 | 
2015-BLG-1270 | 264.00358 | -29.20922 | UK2017_n4_3_4_H_C30844 | 264.00356 | -29.20921 |    0.09 |   0 |   0 | 
2015-BLG-1271 | 264.43871 | -29.50514 | UK2017_n4_2_3_H_C7446 | 264.43808 | -29.50559 |    2.55 |   0 |   0 | 
2015-BLG-1272 | 268.52763 | -29.01031 | UK2017_s6_4_4_H_C62517 | 268.52748 | -29.00980 |    1.88 |   0 |   0 | 
2015-BLG-1273 | 268.53004 | -28.87622 | UK2017_s4_1_2_H_C30006 | 268.52976 | -28.87610 |    0.99 |   0 |   0 | 
2015-BLG-1274 | 267.88079 | -29.43294 | UK2017_s5_3_1_H_C71925 | 267.88073 | -29.43260 |    1.25 |   0 |   0 | 
2015-BLG-1285 | 264.84688 | -27.82028 | UK2017_n2_4_1_H_C63298 | 264.84685 | -27.82029 |    0.09 |   0 |   0 | 
2015-BLG-1287 | 268.31646 | -29.38669 | UK2017_s5_2_3_H_C8706 | 268.31645 | -29.38669 |    0.03 |   0 |   0 | 
2015-BLG-1291 | 269.26546 | -29.45967 | UK2017_s6_3_2_H_C71503 | 269.26551 | -29.45965 |    0.17 |   0 |   0 | 
2015-BLG-1297 | 268.08754 | -29.68381 | UK2017_s5_1_2_H_C53284 | 268.08738 | -29.68389 |    0.59 |   0 |   0 | 
2015-BLG-1300 | 268.19233 | -29.31158 | UK2017_s5_2_3_H_C35454 | 268.19293 | -29.31119 |    2.35 |   0 |   0 | 
2015-BLG-1317 | 268.08746 | -29.68394 | UK2017_s5_1_2_H_C53284 | 268.08738 | -29.68389 |    0.31 |   0 |   0 | 
2015-BLG-1329 | 267.85442 | -28.39769 | UK2017_s4_1_4_H_C46800 | 267.85442 | -28.39769 |    0.02 |   0 |   0 | 
2015-BLG-1337 | 268.75446 | -29.04714 | UK2017_s6_3_4_H_C64798 | 268.75437 | -29.04713 |    0.28 |   0 |   0 | 
2015-BLG-1340 | 268.12404 | -28.75242 | UK2017_s4_2_1_H_C77150 | 268.12401 | -28.75244 |    0.13 |   0 |   0 | 
2015-BLG-1341 | 268.56367 | -28.35017 | UK2017_s4_2_3_H_C65680 | 268.56342 | -28.35008 |    0.84 |   0 |   0 | 
2015-BLG-1342 | 267.57621 | -29.57747 | UK2017_s5_4_1_H_C18034 | 267.57623 | -29.57744 |    0.13 |   0 |   0 | 
2015-BLG-1344 | 268.93454 | -27.94003 | UK2017_s3_2_2_H_C50553 | 268.93509 | -27.93968 |    2.15 |   0 |   0 | 
2015-BLG-1368 | 267.94508 | -29.57517 | UK2017_s5_4_2_H_C16653 | 267.94507 | -29.57517 |    0.04 |   0 |   0 | 
2015-BLG-1370 | 268.95667 | -29.12411 | UK2017_s6_4_3_H_C23715 | 268.95668 | -29.12411 |    0.04 |   0 |   0 | 
2015-BLG-1371 | 268.66587 | -29.09394 | UK2017_s6_3_4_H_C46523 | 268.66590 | -29.09395 |    0.08 |   0 |   0 | 
2015-BLG-1381 | 268.08158 | -29.02053 | UK2017_s5_4_3_H_C59793 | 268.08119 | -29.02044 |    1.28 |   0 |   0 | 
2015-BLG-1383 | 268.65129 | -28.70225 | UK2017_s4_3_2_H_C14538 | 268.65133 | -28.70227 |    0.14 |   0 |   0 | 
