         name |     RA    |     Dec   |       name     |     RA    |     Dec   |  offset | ukirtDetect |   correctT0 | 
2015-BLG-0051 | 269.66258 | -28.03167 | UK2016_41_1_C47815 | 269.66258 | -28.03166 |    0.03 |   0 |   0 | 
2015-BLG-0054 | 271.45446 | -27.55064 | UK2016_23_2_C44324 | 271.45448 | -27.55065 |    0.08 |   0 |   0 | 
2015-BLG-0057 | 268.56879 | -28.77000 | UK2016_51_4_C8196 | 268.56910 | -28.77012 |    1.06 |   0 |   0 | 
2015-BLG-0058 | 268.17538 | -28.81811 | UK2016_71_3_C37987 | 268.17477 | -28.81829 |    2.01 |   0 |   0 | 
2015-BLG-0059 | 268.06938 | -28.84006 | UK2016_71_3_C30024 | 268.06960 | -28.84029 |    1.10 |   0 |   0 | 
2015-BLG-0060 | 269.99312 | -27.78094 | UK2016_43_1_C60383 | 269.99312 | -27.78095 |    0.03 |   0 |   0 | 
2015-BLG-0076 | 269.41204 | -28.20264 | UK2016_62_2_C34384 | 269.41248 | -28.20226 |    1.95 |   0 |   0 | 
2015-BLG-0077 | 269.68446 | -27.92997 | UK2016_44_1_C4183 | 269.68447 | -27.92995 |    0.09 |   0 |   0 | 
2015-BLG-0078 | 268.87788 | -27.96014 | UK2016_63_1_C38940 | 268.87788 | -27.96017 |    0.11 |   0 |   0 | 
2015-BLG-0079 | 269.43238 | -28.99031 | UK2016_52_2_C72198 | 269.43239 | -28.99032 |    0.07 |   0 |   0 | 
2015-BLG-0080 | 268.86437 | -29.14683 | UK2016_52_1_C12665 | 268.86469 | -29.14644 |    1.73 |   0 |   0 | 
2015-BLG-0081 | 268.65300 | -28.99628 | UK2016_54_1_C4755 | 268.65298 | -28.99627 |    0.07 |   0 |   0 | 
2015-BLG-0091 | 270.23371 | -27.44350 | UK2016_44_3_C23305 | 270.23377 | -27.44350 |    0.20 |   0 |   0 | 
2015-BLG-0093 | 271.08317 | -28.58653 | UK2016_11_2_C71442 | 271.08314 | -28.58652 |    0.09 |   0 |   0 | 
2015-BLG-0094 | 270.96908 | -28.39561 | UK2016_13_1_C59705 | 270.96907 | -28.39563 |    0.08 |   0 |   0 | 
2015-BLG-0095 | 270.71100 | -28.33722 | UK2016_14_1_C81483 | 270.71148 | -28.33703 |    1.67 |   0 |   0 | 
2015-BLG-0110 | 269.69975 | -29.02522 | UK2016_31_1_C6772 | 269.69945 | -29.02561 |    1.69 |   0 |   0 | 
2015-BLG-0111 | 269.49354 | -29.11933 | UK2016_52_2_C23884 | 269.49354 | -29.11941 |    0.28 |   0 |   0 | 
2015-BLG-0114 | 271.10296 | -27.84997 | UK2016_21_2_C12610 | 271.10321 | -27.85001 |    0.81 |   0 |   0 | 
2015-BLG-0115 | 271.14904 | -28.38856 | UK2016_14_2_C61295 | 271.14911 | -28.38888 |    1.19 |   0 |   0 | 
2015-BLG-0129 | 268.80500 | -29.04144 | UK2016_51_1_C71161 | 268.80499 | -29.04145 |    0.04 |   0 |   0 | 
2015-BLG-0147 | 271.19975 | -28.70822 | UK2016_11_2_C21839 | 271.20015 | -28.70877 |    2.34 |   0 |   0 | 
2015-BLG-0203 | 271.41625 | -27.29922 | UK2016_22_3_C58476 | 271.41575 | -27.29895 |    1.88 |   0 |   0 | 
2015-BLG-0210 | 271.47096 | -27.60672 | UK2016_23_2_C21856 | 271.47037 | -27.60666 |    1.89 |   0 |   0 | 
2015-BLG-0225 | 269.62054 | -27.96597 | UK2016_41_1_C72322 | 269.62056 | -27.96598 |    0.06 |   0 |   0 | 
2015-BLG-0226 | 270.58925 | -27.72586 | UK2016_21_1_C59882 | 270.58925 | -27.72589 |    0.10 |   0 |   0 | 
2015-BLG-0244 | 268.24063 | -28.98089 | UK2016_74_2_C58788 | 268.24063 | -28.98092 |    0.11 |   0 |   0 | 
2015-BLG-0245 | 268.20546 | -28.82117 | UK2016_71_3_C36980 | 268.20542 | -28.82117 |    0.12 |   0 |   0 | 
2015-BLG-0247 | 269.11458 | -28.56650 | UK2016_54_3_C2420 | 269.11473 | -28.56619 |    1.21 |   0 |   0 | 
2015-BLG-0248 | 269.44887 | -28.73667 | UK2016_52_3_C2565 | 269.44891 | -28.73672 |    0.22 |   0 |   0 | 
2015-BLG-0257 | 268.67888 | -28.75206 | UK2016_51_4_C15801 | 268.67921 | -28.75241 |    1.66 |   0 |   0 | 
2015-BLG-0258 | 268.23742 | -28.40200 | UK2016_81_2_C27372 | 268.23746 | -28.40199 |    0.14 |   0 |   0 | 
2015-BLG-0260 | 269.90529 | -27.77200 | UK2016_43_1_C63665 | 269.90525 | -27.77201 |    0.14 |   0 |   0 | 
2015-BLG-0263 | 270.56263 | -28.46575 | UK2016_32_3_C55468 | 270.56261 | -28.46642 |    2.41 |   0 |   0 | 
2015-BLG-0269 | 267.88842 | -28.47508 | UK2016_82_1_C1482 | 267.88841 | -28.47509 |    0.03 |   0 |   0 | 
2015-BLG-0270 | 268.83596 | -28.56028 | UK2016_52_4_C71132 | 268.83598 | -28.55974 |    1.94 |   0 |   0 | 
2015-BLG-0271 | 269.93942 | -28.15564 | UK2016_42_1_C3109 | 269.93940 | -28.15563 |    0.06 |   0 |   0 | 
2015-BLG-0272 | 269.35683 | -29.18208 | UK2016_52_2_C170 | 269.35685 | -29.18209 |    0.06 |   0 |   0 | 
2015-BLG-0273 | 269.18821 | -28.74206 | UK2016_51_3_C19588 | 269.18818 | -28.74215 |    0.35 |   0 |   0 | 
2015-BLG-0283 | 269.05850 | -28.76261 | UK2016_51_3_C11653 | 269.05851 | -28.76262 |    0.04 |   0 |   0 | 
2015-BLG-0289 | 268.30487 | -28.67667 | UK2016_74_3_C10110 | 268.30483 | -28.67667 |    0.14 |   0 |   0 | 
2015-BLG-0290 | 268.13979 | -28.28256 | UK2016_81_2_C70426 | 268.14039 | -28.28240 |    1.98 |   0 |   0 | 
2015-BLG-0291 | 269.03262 | -28.20397 | UK2016_62_1_C33965 | 269.03327 | -28.20386 |    2.09 |   0 |   0 | 
2015-BLG-0297 | 267.79733 | -28.21878 | UK2016_84_1_C14146 | 267.79731 | -28.21877 |    0.08 |   0 |   0 | 
2015-BLG-0298 | 267.78663 | -29.24453 | UK2016_71_1_C41954 | 267.78656 | -29.24455 |    0.22 |   0 |   0 | 
2015-BLG-0299 | 268.84525 | -28.51461 | UK2016_53_4_C2464 | 268.84524 | -28.51465 |    0.14 |   0 |   0 | 
2015-BLG-0314 | 269.80517 | -28.11200 | UK2016_42_1_C20143 | 269.80553 | -28.11233 |    1.66 |   0 |   0 | 
2015-BLG-0315 | 269.03262 | -28.20419 | UK2016_62_1_C33908 | 269.03265 | -28.20401 |    0.67 |   0 |   0 | 
2015-BLG-0316 | 269.09433 | -27.62181 | UK2016_64_3_C24695 | 269.09431 | -27.62185 |    0.18 |   0 |   0 | 
2015-BLG-0320 | 268.54808 | -28.27567 | UK2016_82_2_C77187 | 268.54812 | -28.27570 |    0.17 |   0 |   0 | 
2015-BLG-0322 | 269.21963 | -28.34117 | UK2016_61_2_C2987 | 269.21962 | -28.34092 |    0.89 |   0 |   0 | 
2015-BLG-0323 | 268.87246 | -28.44411 | UK2016_53_4_C47442 | 268.87250 | -28.44412 |    0.14 |   0 |   0 | 
2015-BLG-0324 | 269.71062 | -27.89606 | UK2016_44_1_C16649 | 269.71095 | -27.89560 |    1.94 |   0 |   0 | 
2015-BLG-0334 | 269.50662 | -29.09075 | UK2016_52_2_C34191 | 269.50663 | -29.09079 |    0.14 |   0 |   0 | 
2015-BLG-0335 | 270.68021 | -27.16986 | UK2016_24_4_C18904 | 270.68042 | -27.17024 |    1.52 |   0 |   0 | 
2015-BLG-0368 | 270.65300 | -27.98431 | UK2016_14_4_C47228 | 270.65302 | -27.98428 |    0.11 |   0 |   0 | 
2015-BLG-0369 | 270.08096 | -28.89381 | UK2016_31_2_C53664 | 270.08133 | -28.89306 |    2.93 |   0 |   0 | 
2015-BLG-0375 | 269.61992 | -28.36458 | UK2016_34_4_C6816 | 269.61992 | -28.36500 |    1.50 |   0 |   0 | 
2015-BLG-0376 | 270.14929 | -28.27306 | UK2016_34_3_C44037 | 270.14868 | -28.27336 |    2.23 |   0 |   0 | 
2015-BLG-0377 | 269.68458 | -27.58717 | UK2016_41_4_C49040 | 269.68461 | -27.58719 |    0.12 |   0 |   0 | 
2015-BLG-0378 | 269.10892 | -27.59578 | UK2016_64_3_C34182 | 269.10890 | -27.59576 |    0.08 |   0 |   0 | 
2015-BLG-0388 | 268.46892 | -28.53403 | UK2016_73_3_C60159 | 268.46894 | -28.53404 |    0.09 |   0 |   0 | 
2015-BLG-0389 | 268.38425 | -28.46167 | UK2016_82_2_C8134 | 268.38428 | -28.46166 |    0.10 |   0 |   0 | 
2015-BLG-0391 | 268.49604 | -29.23517 | UK2016_72_2_C41625 | 268.49619 | -29.23557 |    1.52 |   0 |   0 | 
2015-BLG-0392 | 269.85533 | -28.49525 | UK2016_32_4_C42162 | 269.85502 | -28.49504 |    1.25 |   0 |   0 | 
2015-BLG-0393 | 269.58946 | -28.38097 | UK2016_34_4_C1083 | 269.58949 | -28.38097 |    0.10 |   0 |   0 | 
2015-BLG-0395 | 269.99679 | -29.02400 | UK2016_32_1_C7956 | 269.99662 | -29.02422 |    0.96 |   0 |   0 | 
2015-BLG-0398 | 271.42487 | -28.46186 | UK2016_13_2_C33850 | 271.42448 | -28.46214 |    1.60 |   0 |   0 | 
2015-BLG-0411 | 268.10975 | -28.67047 | UK2016_74_3_C12294 | 268.10974 | -28.67049 |    0.07 |   0 |   0 | 
2015-BLG-0413 | 269.17762 | -28.46517 | UK2016_54_3_C41528 | 269.17763 | -28.46512 |    0.17 |   0 |   0 | 
2015-BLG-0414 | 269.00633 | -27.95119 | UK2016_63_1_C42225 | 269.00632 | -27.95122 |    0.10 |   0 |   0 | 
2015-BLG-0415 | 269.19987 | -28.73144 | UK2016_51_3_C23771 | 269.19988 | -28.73144 |    0.02 |   0 |   0 | 
2015-BLG-0417 | 270.08288 | -27.67058 | UK2016_41_3_C21022 | 270.08289 | -27.67067 |    0.32 |   0 |   0 | 
2015-BLG-0418 | 271.14200 | -28.22133 | UK2016_11_3_C43390 | 271.14215 | -28.22193 |    2.20 |   0 |   0 | 
2015-BLG-0437 | 268.91792 | -28.43225 | UK2016_53_4_C52896 | 268.91798 | -28.43231 |    0.29 |   0 |   0 | 
2015-BLG-0446 | 267.92971 | -28.35267 | UK2016_82_1_C47820 | 267.93004 | -28.35251 |    1.19 |   0 |   0 | 
2015-BLG-0461 | 270.04321 | -28.15694 | UK2016_42_1_C2553 | 270.04322 | -28.15694 |    0.04 |   0 |   0 | 
2015-BLG-0489 | 267.85004 | -28.49133 | UK2016_73_4_C77054 | 267.84970 | -28.49203 |    2.73 |   0 |   0 | 
2015-BLG-0494 | 268.87179 | -29.05769 | UK2016_52_1_C45707 | 268.87168 | -29.05780 |    0.52 |   0 |   0 | 
2015-BLG-0500 | 271.20833 | -27.66819 | UK2016_21_2_C86012 | 271.20830 | -27.66817 |    0.14 |   0 |   0 | 
2015-BLG-0501 | 270.83133 | -28.54628 | UK2016_12_1_C90302 | 270.83133 | -28.54631 |    0.12 |   0 |   0 | 
2015-BLG-0502 | 271.00933 | -28.27008 | UK2016_12_4_C27010 | 271.00931 | -28.27028 |    0.71 |   0 |   0 | 
2015-BLG-0521 | 268.55033 | -28.52136 | UK2016_73_3_C64279 | 268.55035 | -28.52218 |    2.95 |   0 |   0 | 
2015-BLG-0522 | 271.26083 | -27.19992 | UK2016_24_3_C8689 | 271.26056 | -27.20009 |    1.07 |   0 |   0 | 
2015-BLG-0524 | 268.29112 | -28.73500 | UK2016_71_3_C67262 | 268.29112 | -28.73501 |    0.04 |   0 |   0 | 
2015-BLG-0532 | 271.51775 | -27.22925 | UK2016_22_3_C86312 | 271.51772 | -27.22925 |    0.10 |   0 |   0 | 
2015-BLG-0533 | 271.48346 | -28.25433 | UK2016_12_3_C30482 | 271.48338 | -28.25442 |    0.40 |   0 |   0 | 
2015-BLG-0563 | 269.42200 | -29.13450 | UK2016_52_2_C18634 | 269.42150 | -29.13410 |    2.13 |   0 |   0 | 
2015-BLG-0564 | 269.18475 | -28.94075 | UK2016_54_2_C24075 | 269.18505 | -28.94127 |    2.10 |   0 |   0 | 
2015-BLG-0565 | 269.15371 | -29.12806 | UK2016_51_2_C39442 | 269.15371 | -29.12856 |    1.82 |   0 |   0 | 
2015-BLG-0566 | 268.64588 | -28.92428 | UK2016_54_1_C30816 | 268.64583 | -28.92434 |    0.27 |   0 |   0 | 
2015-BLG-0580 | 269.49708 | -27.89589 | UK2016_63_2_C65322 | 269.49738 | -27.89600 |    1.03 |   0 |   0 | 
2015-BLG-0586 | 268.32875 | -28.76211 | UK2016_72_3_C57806 | 268.32824 | -28.76187 |    1.83 |   0 |   0 | 
2015-BLG-0590 | 269.88654 | -28.06608 | UK2016_42_1_C37727 | 269.88651 | -28.06611 |    0.14 |   0 |   0 | 
2015-BLG-0591 | 270.19725 | -27.28972 | UK2016_44_3_C82998 | 270.19743 | -27.28926 |    1.76 |   0 |   0 | 
2015-BLG-0602 | 270.31758 | -28.47556 | UK2016_32_3_C51914 | 270.31777 | -28.47554 |    0.59 |   0 |   0 | 
2015-BLG-0605 | 270.34213 | -27.85294 | UK2016_43_2_C32565 | 270.34213 | -27.85296 |    0.06 |   0 |   0 | 
2015-BLG-0618 | 270.41746 | -28.39328 | UK2016_32_3_C84087 | 270.41775 | -28.39300 |    1.36 |   0 |   0 | 
2015-BLG-0621 | 270.06321 | -28.13939 | UK2016_41_2_C8175 | 270.06322 | -28.13939 |    0.04 |   0 |   0 | 
2015-BLG-0622 | 269.70167 | -27.72439 | UK2016_44_1_C81187 | 269.70215 | -27.72424 |    1.63 |   0 |   0 | 
2015-BLG-0634 | 269.24329 | -29.07319 | UK2016_51_2_C60635 | 269.24350 | -29.07351 |    1.31 |   0 |   0 | 
2015-BLG-0636 | 269.94633 | -27.97875 | UK2016_42_1_C72269 | 269.94647 | -27.97855 |    0.84 |   0 |   0 | 
2015-BLG-0651 | 268.14562 | -28.60389 | UK2016_74_3_C36858 | 268.14539 | -28.60399 |    0.83 |   0 |   0 | 
2015-BLG-0653 | 271.04250 | -27.98269 | UK2016_13_4_C50771 | 271.04261 | -27.98267 |    0.36 |   0 |   0 | 
2015-BLG-0654 | 270.24421 | -28.98964 | UK2016_31_2_C18957 | 270.24458 | -28.99016 |    2.21 |   0 |   0 | 
2015-BLG-0658 | 271.26729 | -28.16814 | UK2016_11_3_C66323 | 271.26719 | -28.16797 |    0.69 |   0 |   0 | 
2015-BLG-0660 | 269.76792 | -28.98808 | UK2016_31_1_C19948 | 269.76794 | -28.98810 |    0.09 |   0 |   0 | 
2015-BLG-0661 | 269.78821 | -28.68636 | UK2016_34_1_C51387 | 269.78836 | -28.68679 |    1.62 |   0 |   0 | 
2015-BLG-0663 | 270.90121 | -27.44975 | UK2016_23_1_C85097 | 270.90126 | -27.44975 |    0.17 |   0 |   0 | 
2015-BLG-0664 | 270.48942 | -29.04283 | UK2016_32_2_C1671 | 270.48945 | -29.04283 |    0.11 |   0 |   0 | 
2015-BLG-0679 | 270.55979 | -27.80906 | UK2016_43_2_C49265 | 270.55870 | -27.80930 |    3.59 |   0 |   0 | 
2015-BLG-0688 | 268.08754 | -29.22569 | UK2016_71_2_C48617 | 268.08738 | -29.22546 |    0.99 |   0 |   0 | 
2015-BLG-0689 | 270.36963 | -27.74058 | UK2016_43_2_C76177 | 270.37016 | -27.74066 |    1.73 |   0 |   0 | 
2015-BLG-0691 | 269.65050 | -28.84289 | UK2016_31_1_C72308 | 269.65053 | -28.84293 |    0.18 |   0 |   0 | 
2015-BLG-0692 | 268.07971 | -28.13392 | UK2016_84_2_C42959 | 268.07967 | -28.13388 |    0.18 |   0 |   0 | 
2015-BLG-0696 | 270.11875 | -28.13389 | UK2016_41_2_C9823 | 270.11888 | -28.13441 |    1.92 |   0 |   0 | 
2015-BLG-0697 | 270.02442 | -27.84942 | UK2016_43_1_C34505 | 270.02425 | -27.84943 |    0.53 |   0 |   0 | 
2015-BLG-0698 | 269.74863 | -27.74764 | UK2016_44_1_C71932 | 269.74908 | -27.74756 |    1.48 |   0 |   0 | 
2015-BLG-0704 | 270.37525 | -28.54603 | UK2016_32_3_C24305 | 270.37471 | -28.54583 |    1.85 |   0 |   0 | 
2015-BLG-0721 | 269.46600 | -28.10111 | UK2016_62_2_C71700 | 269.46632 | -28.10096 |    1.15 |   0 |   0 | 
2015-BLG-0724 | 269.69912 | -28.85067 | UK2016_31_1_C69559 | 269.69910 | -28.85067 |    0.08 |   0 |   0 | 
2015-BLG-0727 | 270.90800 | -28.08381 | UK2016_13_4_C7623 | 270.90798 | -28.08382 |    0.08 |   0 |   0 | 
2015-BLG-0737 | 269.86888 | -28.44097 | UK2016_32_4_C62973 | 269.86878 | -28.44112 |    0.61 |   0 |   0 | 
2015-BLG-0739 | 268.64087 | -28.47661 | UK2016_54_4_C33510 | 268.64139 | -28.47621 |    2.18 |   0 |   0 | 
2015-BLG-0742 | 271.08662 | -27.56542 | UK2016_24_2_C37243 | 271.08597 | -27.56526 |    2.17 |   0 |   0 | 
2015-BLG-0751 | 268.85808 | -29.01464 | UK2016_52_1_C61781 | 268.85843 | -29.01441 |    1.37 |   0 |   0 | 
2015-BLG-0758 | 270.17746 | -27.71108 | UK2016_41_3_C5482 | 270.17745 | -27.71110 |    0.07 |   0 |   0 | 
2015-BLG-0771 | 267.71213 | -28.52433 | UK2016_74_4_C67229 | 267.71213 | -28.52431 |    0.09 |   0 |   0 | 
2015-BLG-0772 | 269.42158 | -28.14314 | UK2016_62_2_C55867 | 269.42131 | -28.14337 |    1.20 |   0 |   0 | 
2015-BLG-0792 | 270.74583 | -28.76294 | UK2016_11_1_C49 | 270.74570 | -28.76199 |    3.46 |   0 |   0 | 
2015-BLG-0812 | 268.43396 | -28.37494 | UK2016_82_2_C40432 | 268.43445 | -28.37495 |    1.56 |   0 |   0 | 
2015-BLG-0815 | 269.71312 | -28.63606 | UK2016_34_1_C70188 | 269.71313 | -28.63604 |    0.06 |   0 |   0 | 
2015-BLG-0818 | 270.69629 | -27.87089 | UK2016_21_1_C2983 | 270.69619 | -27.87062 |    1.02 |   0 |   0 | 
2015-BLG-0824 | 267.68842 | -28.71206 | UK2016_71_4_C73586 | 267.68839 | -28.71187 |    0.67 |   0 |   0 | 
2015-BLG-0843 | 271.19704 | -27.17647 | UK2016_24_3_C18232 | 271.19704 | -27.17649 |    0.06 |   0 |   0 | 
2015-BLG-0854 | 269.59042 | -28.33769 | UK2016_34_4_C16932 | 269.59016 | -28.33728 |    1.70 |   0 |   0 | 
2015-BLG-0857 | 269.08979 | -29.17767 | UK2016_51_2_C21210 | 269.08977 | -29.17766 |    0.07 |   0 |   0 | 
2015-BLG-0858 | 268.84783 | -28.70514 | UK2016_52_4_C14504 | 268.84786 | -28.70519 |    0.20 |   0 |   0 | 
2015-BLG-0859 | 270.38367 | -28.09081 | UK2016_42_2_C37707 | 270.38372 | -28.09084 |    0.21 |   0 |   0 | 
2015-BLG-0899 | 268.32296 | -28.85892 | UK2016_72_3_C23601 | 268.32371 | -28.85901 |    2.39 |   0 |   0 | 
2015-BLG-0900 | 267.93746 | -28.57653 | UK2016_73_4_C46008 | 267.93746 | -28.57653 |    0.01 |   0 |   0 | 
2015-BLG-0905 | 269.04825 | -28.37717 | UK2016_53_4_C78106 | 269.04828 | -28.37706 |    0.40 |   0 |   0 | 
2015-BLG-0906 | 268.62488 | -27.94350 | UK2016_64_1_C62714 | 268.62473 | -27.94350 |    0.46 |   0 |   0 | 
2015-BLG-0908 | 270.53446 | -27.89522 | UK2016_43_2_C16944 | 270.53442 | -27.89524 |    0.14 |   0 |   0 | 
2015-BLG-0916 | 269.23275 | -28.99144 | UK2016_54_2_C6674 | 269.23276 | -28.99150 |    0.20 |   0 |   0 | 
2015-BLG-0917 | 268.93842 | -28.84408 | UK2016_53_1_C56486 | 268.93835 | -28.84407 |    0.22 |   0 |   0 | 
2015-BLG-0918 | 271.13200 | -27.28936 | UK2016_21_3_C62371 | 271.13208 | -27.28947 |    0.47 |   0 |   0 | 
2015-BLG-0919 | 271.18958 | -28.54794 | UK2016_11_2_C87842 | 271.18966 | -28.54792 |    0.26 |   0 |   0 | 
2015-BLG-0931 | 268.35654 | -28.84050 | UK2016_72_3_C30249 | 268.35597 | -28.84027 |    1.98 |   0 |   0 | 
2015-BLG-0932 | 270.76825 | -27.01208 | UK2016_24_4_C81946 | 270.76812 | -27.01203 |    0.46 |   0 |   0 | 
2015-BLG-0945 | 271.04267 | -27.98261 | UK2016_13_4_C50771 | 271.04261 | -27.98267 |    0.28 |   0 |   0 | 
2015-BLG-0946 | 268.67329 | -28.89292 | UK2016_54_1_C42381 | 268.67371 | -28.89293 |    1.32 |   0 |   0 | 
2015-BLG-0947 | 268.38000 | -28.67911 | UK2016_73_3_C8678 | 268.38037 | -28.67918 |    1.19 |   0 |   0 | 
2015-BLG-0948 | 270.10558 | -27.76844 | UK2016_44_2_C66921 | 270.10560 | -27.76848 |    0.14 |   0 |   0 | 
2015-BLG-0950 | 269.32417 | -28.85353 | UK2016_53_2_C58580 | 269.32429 | -28.85382 |    1.12 |   0 |   0 | 
2015-BLG-0951 | 270.43950 | -27.93231 | UK2016_43_2_C3889 | 270.43951 | -27.93232 |    0.06 |   0 |   0 | 
2015-BLG-0952 | 270.32575 | -27.45325 | UK2016_43_3_C20462 | 270.32643 | -27.45350 |    2.35 |   0 |   0 | 
2015-BLG-0954 | 270.18433 | -28.66089 | UK2016_34_2_C59820 | 270.18432 | -28.66088 |    0.05 |   0 |   0 | 
2015-BLG-0958 | 267.75496 | -28.41686 | UK2016_81_1_C22679 | 267.75497 | -28.41689 |    0.11 |   0 |   0 | 
2015-BLG-0960 | 268.11175 | -28.03297 | UK2016_81_3_C3341 | 268.11181 | -28.03300 |    0.22 |   0 |   0 | 
2015-BLG-0962 | 269.58667 | -28.60422 | UK2016_34_1_C81738 | 269.58663 | -28.60426 |    0.18 |   0 |   0 | 
2015-BLG-0963 | 268.78650 | -27.60378 | UK2016_64_4_C28969 | 268.78652 | -27.60381 |    0.13 |   0 |   0 | 
2015-BLG-0965 | 269.29108 | -28.96106 | UK2016_54_2_C17040 | 269.29107 | -28.96108 |    0.10 |   0 |   0 | 
2015-BLG-0966 | 268.75425 | -29.04711 | UK2016_51_1_C68905 | 268.75438 | -29.04712 |    0.41 |   0 |   0 | 
2015-BLG-0967 | 269.58667 | -28.60425 | UK2016_34_1_C81738 | 269.58663 | -28.60426 |    0.12 |   0 |   0 | 
2015-BLG-0968 | 268.98583 | -28.85408 | UK2016_53_1_C51519 | 268.98563 | -28.85440 |    1.31 |   0 |   0 | 
2015-BLG-0972 | 270.97900 | -27.84483 | UK2016_22_1_C13127 | 270.97901 | -27.84483 |    0.03 |   0 |   0 | 
2015-BLG-0973 | 270.65404 | -27.72131 | UK2016_21_1_C61664 | 270.65390 | -27.72140 |    0.57 |   0 |   0 | 
2015-BLG-0976 | 271.26779 | -28.52067 | UK2016_14_2_C8900 | 271.26774 | -28.52091 |    0.89 |   0 |   0 | 
2015-BLG-0987 | 268.19371 | -28.36122 | UK2016_81_2_C41855 | 268.19331 | -28.36126 |    1.27 |   0 |   0 | 
2015-BLG-0990 | 269.73342 | -28.13042 | UK2016_41_1_C11751 | 269.73300 | -28.13026 |    1.44 |   0 |   0 | 
2015-BLG-0991 | 270.41875 | -27.82053 | UK2016_43_2_C45013 | 270.41856 | -27.82042 |    0.72 |   0 |   0 | 
2015-BLG-0992 | 271.57692 | -28.53494 | UK2016_13_2_C3780 | 271.57691 | -28.53445 |    1.78 |   0 |   0 | 
2015-BLG-1000 | 269.09262 | -28.72483 | UK2016_51_3_C26447 | 269.09253 | -28.72460 |    0.89 |   0 |   0 | 
2015-BLG-1011 | 270.16096 | -27.79958 | UK2016_44_2_C54826 | 270.16098 | -27.79959 |    0.07 |   0 |   0 | 
2015-BLG-1015 | 270.16096 | -27.79958 | UK2016_44_2_C54826 | 270.16098 | -27.79959 |    0.07 |   0 |   0 | 
2015-BLG-1026 | 267.81558 | -28.04394 | UK2016_83_1_C77677 | 267.81562 | -28.04391 |    0.17 |   0 |   0 | 
2015-BLG-1031 | 270.27879 | -27.95172 | UK2016_41_2_C77603 | 270.27876 | -27.95171 |    0.11 |   0 |   0 | 
2015-BLG-1044 | 269.76742 | -28.61436 | UK2016_34_1_C78284 | 269.76706 | -28.61384 |    2.19 |   0 |   0 | 
2015-BLG-1047 | 271.30817 | -28.47383 | UK2016_14_2_C27289 | 271.30817 | -28.47383 |    0.02 |   0 |   0 | 
