         name |     RA    |     Dec   |       name     |     RA    |     Dec   |  offset | ukirtDetect |   correctT0 | 
2015-BLG-1383 | 268.65129 | -28.70225 | UK2018_s4_3_2_H_C12821 | 268.65133 | -28.70227 |    0.14 |   0 |   0 | 
2015-BLG-1384 | 268.48775 | -28.56764 | UK2018_s4_4_2_H_C56513 | 268.48752 | -28.56705 |    2.24 |   0 |   0 | 
2015-BLG-1386 | 268.89242 | -27.95964 | UK2018_s3_2_2_H_C40191 | 268.89241 | -27.95967 |    0.11 |   0 |   0 | 
2015-BLG-1391 | 267.48246 | -30.72411 | UK2018_s2_2_2_K_C1783 | 267.48314 | -30.72419 |    2.13 |   0 |   0 | 
2015-BLG-1399 | 264.26375 | -29.64808 | UK2018_n4_4_2_H_C21883 | 264.26324 | -29.64853 |    2.27 |   0 |   0 | 
2015-BLG-1400 | 268.10963 | -28.86625 | UK2018_s4_2_1_H_C31611 | 268.10962 | -28.86625 |    0.02 |   0 |   0 | 
2015-BLG-1401 | 268.65850 | -29.77772 | UK2018_s6_2_1_H_C22429 | 268.65891 | -29.77743 |    1.66 |   0 |   0 | 
2015-BLG-1402 | 268.10092 | -29.35825 | UK2018_s5_1_3_H_C15984 | 268.10097 | -29.35828 |    0.20 |   0 |   0 | 
2015-BLG-1403 | 267.88288 | -29.34036 | UK2018_s5_2_4_H_C22052 | 267.88288 | -29.34031 |    0.18 |   0 |   0 | 
2015-BLG-1404 | 267.73475 | -29.38281 | UK2018_s5_2_4_H_C8718 | 267.73519 | -29.38273 |    1.41 |   0 |   0 | 
2015-BLG-1408 | 269.03588 | -29.36442 | UK2018_s6_1_3_H_C14391 | 269.03615 | -29.36427 |    1.01 |   0 |   0 | 
2015-BLG-1409 | 268.67050 | -29.13417 | UK2018_s6_3_4_H_C21837 | 268.67055 | -29.13412 |    0.23 |   0 |   0 | 
2015-BLG-1423 | 264.43667 | -28.95647 | UK2018_n3_1_1_H_C36168 | 264.43717 | -28.95626 |    1.76 |   0 |   0 | 
2015-BLG-1424 | 264.06329 | -29.64283 | UK2018_n4_3_1_H_C25792 | 264.06328 | -29.64289 |    0.21 |   0 |   0 | 
2015-BLG-1428 | 268.57221 | -29.59189 | UK2018_s6_4_1_H_C11358 | 268.57244 | -29.59214 |    1.16 |   0 |   0 | 
2015-BLG-1445 | 269.03617 | -29.36428 | UK2018_s6_1_3_H_C14391 | 269.03615 | -29.36427 |    0.06 |   0 |   0 | 
2015-BLG-1453 | 265.05358 | -27.37653 | UK2018_n2_4_4_H_C50056 | 265.05347 | -27.37618 |    1.30 |   0 |   0 | 
2015-BLG-1454 | 265.60675 | -26.90653 | UK2018_n1_1_4_H_C1497 | 265.60674 | -26.90649 |    0.14 |   0 |   0 | 
2015-BLG-1456 | 267.72913 | -29.10533 | UK2018_s5_3_4_H_C26631 | 267.72893 | -29.10509 |    1.07 |   0 |   0 | 
2015-BLG-1459 | 269.04125 | -29.82397 | UK2018_s6_1_2_H_C6760 | 269.04053 | -29.82413 |    2.32 |   0 |   0 | 
2015-BLG-1473 | 268.93958 | -29.14672 | UK2018_s6_4_3_H_C13501 | 268.93960 | -29.14672 |    0.05 |   0 |   0 | 
2015-BLG-1491 | 268.33808 | -28.72772 | UK2018_s4_4_2_H_C6058 | 268.33810 | -28.72772 |    0.05 |   0 |   0 | 
2015-BLG-1492 | 268.68600 | -29.70736 | UK2018_s6_2_1_H_C44578 | 268.68601 | -29.70736 |    0.03 |   0 |   0 | 
2015-BLG-1493 | 268.64642 | -29.61858 | UK2018_s6_3_1_H_C3260 | 268.64659 | -29.61900 |    1.60 |   0 |   0 | 
2015-BLG-1494 | 268.53625 | -29.34283 | UK2018_s6_1_4_H_C19620 | 268.53624 | -29.34284 |    0.04 |   0 |   0 | 
2015-BLG-1509 | 264.25625 | -29.28183 | UK2018_n4_4_3_H_C3924 | 264.25619 | -29.28184 |    0.19 |   0 |   0 | 
2015-BLG-1511 | 265.24150 | -28.00003 | UK2018_n2_3_1_H_C2447 | 265.24148 | -28.00004 |    0.08 |   0 |   0 | 
2015-BLG-1513 | 268.01300 | -28.24703 | UK2018_s4_4_4_H_C21580 | 268.01321 | -28.24704 |    0.67 |   0 |   0 | 
2015-BLG-1528 | 268.05629 | -29.73408 | UK2018_s5_1_2_H_C32954 | 268.05627 | -29.73408 |    0.07 |   0 |   0 | 
2015-BLG-1533 | 269.04808 | -29.47642 | UK2018_s6_4_2_H_C46395 | 269.04809 | -29.47649 |    0.26 |   0 |   0 | 
2015-BLG-1557 | 264.26942 | -28.75258 | UK2018_n3_4_1_H_C33700 | 264.26946 | -28.75256 |    0.16 |   0 |   0 | 
2015-BLG-1560 | 268.79808 | -29.64911 | UK2018_s6_2_1_H_C63210 | 268.79841 | -29.64916 |    1.04 |   0 |   0 | 
2015-BLG-1568 | 267.86504 | -29.08528 | UK2018_s5_3_4_H_C33068 | 267.86506 | -29.08528 |    0.06 |   0 |   0 | 
2015-BLG-1570 | 268.32875 | -29.55975 | UK2018_s5_3_2_H_C19971 | 268.32914 | -29.55997 |    1.46 |   0 |   0 | 
2015-BLG-1573 | 268.82525 | -29.38336 | UK2018_s6_2_4_H_C9341 | 268.82532 | -29.38376 |    1.45 |   0 |   0 | 
2015-BLG-1592 | 267.76254 | -29.80986 | UK2018_s5_2_1_H_C12724 | 267.76244 | -29.80987 |    0.32 |   0 |   0 | 
2015-BLG-1594 | 268.84788 | -29.37603 | UK2018_s6_2_4_H_C12240 | 268.84877 | -29.37574 |    2.99 |   0 |   0 | 
2015-BLG-1601 | 268.39667 | -29.03036 | UK2018_s6_4_4_H_C49491 | 268.39668 | -29.03035 |    0.06 |   0 |   0 | 
2015-BLG-1606 | 268.71421 | -29.48639 | UK2018_s6_3_1_H_C47495 | 268.71420 | -29.48640 |    0.05 |   0 |   0 | 
2015-BLG-1614 | 265.00162 | -27.75333 | UK2018_n2_1_4_H_C7229 | 265.00160 | -27.75336 |    0.12 |   0 |   0 | 
2015-BLG-1615 | 268.84796 | -29.37617 | UK2018_s6_2_4_H_C12101 | 268.84886 | -29.37607 |    2.85 |   0 |   0 | 
2015-BLG-1616 | 268.50417 | -29.02781 | UK2018_s6_4_4_H_C50340 | 268.50394 | -29.02777 |    0.72 |   0 |   0 | 
2015-BLG-1617 | 268.15096 | -28.45428 | UK2018_s4_2_4_H_C23274 | 268.15066 | -28.45466 |    1.67 |   0 |   0 | 
2015-BLG-1618 | 268.35746 | -28.12658 | UK2018_s4_4_3_H_C60520 | 268.35748 | -28.12658 |    0.07 |   0 |   0 | 
2015-BLG-1620 | 268.32467 | -29.36583 | UK2018_s5_2_3_H_C14632 | 268.32434 | -29.36596 |    1.12 |   0 |   0 | 
2015-BLG-1621 | 268.16750 | -29.26369 | UK2018_s5_2_3_H_C47038 | 268.16751 | -29.26370 |    0.04 |   0 |   0 | 
2015-BLG-1638 | 269.07292 | -29.11972 | UK2018_s6_4_3_H_C22230 | 269.07283 | -29.11997 |    0.93 |   0 |   0 | 
2015-BLG-1640 | 265.54583 | -27.52653 | UK2018_n2_4_3_H_C9880 | 265.54611 | -27.52696 |    1.79 |   0 |   0 | 
2015-BLG-1641 | 264.85129 | -27.60311 | UK2018_n2_1_4_H_C45783 | 264.85067 | -27.60332 |    2.12 |   0 |   0 | 
2015-BLG-1642 | 268.45533 | -29.28647 | UK2018_s6_1_4_H_C37170 | 268.45560 | -29.28668 |    1.12 |   0 |   0 | 
2015-BLG-1643 | 268.75683 | -29.26675 | UK2018_s6_2_4_H_C53835 | 268.75682 | -29.26676 |    0.06 |   0 |   0 | 
2015-BLG-1663 | 265.48471 | -27.51525 | UK2018_n2_4_3_H_C13067 | 265.48472 | -27.51524 |    0.05 |   0 |   0 | 
2015-BLG-1666 | 268.11000 | -29.65056 | UK2018_s5_1_2_H_C58825 | 268.10998 | -29.65056 |    0.06 |   0 |   0 | 
2015-BLG-1670 | 268.15879 | -28.55192 | UK2018_s4_3_1_H_C61135 | 268.15875 | -28.55165 |    0.97 |   0 |   0 | 
2015-BLG-1671 | 267.74400 | -29.41883 | UK2018_s5_3_1_H_C66288 | 267.74416 | -29.41883 |    0.50 |   0 |   0 | 
2015-BLG-1673 | 268.15896 | -28.55206 | UK2018_s4_3_1_H_C60904 | 268.15913 | -28.55236 |    1.22 |   0 |   0 | 
2015-BLG-1683 | 267.39829 | -29.78714 | UK2018_s5_1_1_H_C19000 | 267.39833 | -29.78715 |    0.13 |   0 |   0 | 
2015-BLG-1693 | 265.72254 | -27.27958 | UK2018_n1_1_1_H_C19032 | 265.72253 | -27.27959 |    0.04 |   0 |   0 | 
2015-BLG-1701 | 268.96638 | -29.66844 | UK2018_s6_1_2_H_C56062 | 268.96645 | -29.66829 |    0.60 |   0 |   0 | 
2015-BLG-1702 | 268.52800 | -28.83772 | UK2018_s4_1_2_H_C38078 | 268.52833 | -28.83773 |    1.04 |   0 |   0 | 
2015-BLG-1703 | 268.26400 | -29.64311 | UK2018_s5_2_2_H_C62169 | 268.26439 | -29.64331 |    1.41 |   0 |   0 | 
2015-BLG-1705 | 269.09521 | -29.58333 | UK2018_s6_4_2_H_C13082 | 269.09522 | -29.58332 |    0.06 |   0 |   0 | 
2015-BLG-1706 | 268.96642 | -29.66828 | UK2018_s6_1_2_H_C56062 | 268.96645 | -29.66829 |    0.11 |   0 |   0 | 
2015-BLG-1707 | 268.77850 | -29.45436 | UK2018_s6_3_1_H_C58297 | 268.77819 | -29.45417 |    1.19 |   0 |   0 | 
2015-BLG-1709 | 269.39742 | -29.00517 | UK2018_s6_3_3_H_C62539 | 269.39771 | -29.00545 |    1.38 |   0 |   0 | 
2015-BLG-1721 | 267.81625 | -29.61986 | UK2018_s5_3_1_H_C3620 | 267.81576 | -29.61993 |    1.55 |   0 |   0 | 
2015-BLG-1725 | 265.19629 | -27.61283 | UK2018_n2_2_4_H_C47540 | 265.19562 | -27.61271 |    2.19 |   0 |   0 | 
2015-BLG-1726 | 268.62988 | -29.79178 | UK2018_s6_1_1_H_C17727 | 268.62992 | -29.79179 |    0.15 |   0 |   0 | 
2015-BLG-1739 | 268.04800 | -29.18947 | UK2018_s5_1_3_H_C69854 | 268.04798 | -29.18948 |    0.07 |   0 |   0 | 
2015-BLG-1745 | 268.52217 | -29.16022 | UK2018_s6_4_4_H_C8427 | 268.52216 | -29.16024 |    0.07 |   0 |   0 | 
2015-BLG-1748 | 269.28267 | -29.22831 | UK2018_s6_2_3_H_C58953 | 269.28275 | -29.22838 |    0.37 |   0 |   0 | 
2015-BLG-1757 | 267.46008 | -30.51925 | UK2018_s2_2_2_K_C65684 | 267.45996 | -30.51880 |    1.66 |   0 |   0 | 
2015-BLG-1765 | 263.71433 | -29.67975 | UK2018_n4_4_1_H_C14920 | 263.71387 | -29.67935 |    2.04 |   0 |   0 | 
2015-BLG-1766 | 265.66204 | -27.41897 | UK2018_n2_3_3_H_C42800 | 265.66214 | -27.41878 |    0.76 |   0 |   0 | 
2015-BLG-1768 | 264.49404 | -29.31322 | UK2018_n4_2_3_H_C59106 | 264.49405 | -29.31326 |    0.14 |   0 |   0 | 
2015-BLG-1769 | 268.21717 | -29.78719 | UK2018_s5_2_2_H_C18031 | 268.21713 | -29.78718 |    0.13 |   0 |   0 | 
2015-BLG-1771 | 268.79900 | -28.86275 | UK2018_s4_2_2_H_C31141 | 268.79918 | -28.86256 |    0.89 |   0 |   0 | 
2015-BLG-1776 | 267.64004 | -29.39978 | UK2018_s5_2_4_H_C3507 | 267.64025 | -29.39991 |    0.81 |   0 |   0 | 
2015-BLG-1782 | 268.23675 | -29.04811 | UK2018_s5_3_3_H_C45701 | 268.23699 | -29.04778 |    1.41 |   0 |   0 | 
2015-BLG-1783 | 268.49650 | -28.56056 | UK2018_s4_4_2_H_C58608 | 268.49654 | -28.56059 |    0.18 |   0 |   0 | 
2015-BLG-1785 | 268.08546 | -29.47022 | UK2018_s5_4_2_H_C45919 | 268.08544 | -29.47022 |    0.06 |   0 |   0 | 
2015-BLG-1786 | 268.03908 | -29.32875 | UK2018_s5_1_3_H_C25455 | 268.03912 | -29.32876 |    0.12 |   0 |   0 | 
2015-BLG-1787 | 267.98496 | -29.35033 | UK2018_s5_1_3_H_C18495 | 267.98468 | -29.35031 |    0.88 |   0 |   0 | 
2015-BLG-1789 | 268.81250 | -28.18094 | UK2018_s4_3_3_H_C41704 | 268.81246 | -28.18088 |    0.26 |   0 |   0 | 
2015-BLG-1790 | 268.74613 | -28.17403 | UK2018_s4_3_3_H_C44011 | 268.74591 | -28.17376 |    1.18 |   0 |   0 | 
2015-BLG-1794 | 269.33908 | -29.37011 | UK2018_s6_2_3_H_C12746 | 269.33932 | -29.36967 |    1.75 |   0 |   0 | 
2015-BLG-1795 | 268.61858 | -28.99200 | UK2018_s6_4_4_H_C61913 | 268.61806 | -28.99216 |    1.75 |   0 |   0 | 
2015-BLG-1808 | 267.55308 | -29.59806 | UK2018_s5_4_1_H_C9913 | 267.55354 | -29.59818 |    1.50 |   0 |   0 | 
2015-BLG-1814 | 269.22417 | -29.48919 | UK2018_s6_3_2_H_C48738 | 269.22431 | -29.48979 |    2.19 |   0 |   0 | 
2015-BLG-1822 | 268.27800 | -29.62828 | UK2018_s5_3_2_H_C458 | 268.27801 | -29.62826 |    0.07 |   0 |   0 | 
2015-BLG-1823 | 268.11083 | -29.38039 | UK2018_s5_1_3_H_C9069 | 268.11129 | -29.38017 |    1.63 |   0 |   0 | 
2015-BLG-1826 | 269.05858 | -29.82564 | UK2018_s6_1_2_H_C6312 | 269.05861 | -29.82565 |    0.09 |   0 |   0 | 
2015-BLG-1827 | 268.88638 | -29.71483 | UK2018_s6_2_1_H_C42103 | 268.88631 | -29.71495 |    0.47 |   0 |   0 | 
2015-BLG-1828 | 268.65604 | -28.94306 | UK2018_s4_2_2_H_C7059 | 268.65605 | -28.94305 |    0.03 |   0 |   0 | 
2015-BLG-1840 | 264.37617 | -29.27981 | UK2018_n4_3_3_H_C6693 | 264.37616 | -29.27982 |    0.06 |   0 |   0 | 
2015-BLG-1842 | 265.37258 | -27.79167 | UK2018_n2_4_2_H_C54151 | 265.37263 | -27.79165 |    0.16 |   0 |   0 | 
2015-BLG-1843 | 268.50283 | -29.20542 | UK2018_s6_1_4_H_C63753 | 268.50285 | -29.20542 |    0.05 |   0 |   0 | 
2015-BLG-1844 | 268.48708 | -29.19742 | UK2018_s6_1_4_H_C66446 | 268.48735 | -29.19731 |    0.92 |   0 |   0 | 
2015-BLG-1855 | 268.55804 | -28.99664 | UK2018_s6_4_4_H_C60564 | 268.55750 | -28.99627 |    2.16 |   0 |   0 | 
2015-BLG-1863 | 264.48292 | -29.48700 | UK2018_n4_2_3_H_C11082 | 264.48291 | -29.48702 |    0.07 |   0 |   0 | 
2015-BLG-1864 | 267.42096 | -28.97658 | UK2018_s5_4_4_H_C66696 | 267.42100 | -28.97660 |    0.14 |   0 |   0 | 
2015-BLG-1870 | 268.38950 | -28.32056 | UK2018_s4_1_3_H_C65738 | 268.39047 | -28.32049 |    3.08 |   0 |   0 | 
2015-BLG-1877 | 268.47708 | -29.28147 | UK2018_s6_1_4_H_C38777 | 268.47702 | -29.28152 |    0.26 |   0 |   0 | 
2015-BLG-1884 | 266.45362 | -26.88008 | UK2018_n1_2_3_H_C10512 | 266.45360 | -26.88010 |    0.10 |   0 |   0 | 
2015-BLG-1885 | 268.22975 | -28.58911 | UK2018_s4_3_1_H_C49409 | 268.22976 | -28.58915 |    0.14 |   0 |   0 | 
2015-BLG-1888 | 267.73846 | -29.63950 | UK2018_s5_2_1_H_C65674 | 267.73845 | -29.63943 |    0.25 |   0 |   0 | 
2015-BLG-1889 | 267.99563 | -29.33306 | UK2018_s5_1_3_H_C24132 | 267.99597 | -29.33292 |    1.19 |   0 |   0 | 
2015-BLG-1893 | 269.16542 | -28.96989 | UK2018_s6_3_3_H_C74960 | 269.16561 | -28.97005 |    0.84 |   0 |   0 | 
2015-BLG-1907 | 267.42167 | -30.60411 | UK2018_s2_2_2_K_C38452 | 267.42169 | -30.60403 |    0.30 |   0 |   0 | 
2015-BLG-1911 | 268.37896 | -28.56217 | UK2018_s4_4_2_H_C58148 | 268.37932 | -28.56196 |    1.36 |   0 |   0 | 
2015-BLG-1912 | 268.16096 | -28.55569 | UK2018_s4_3_1_H_C59799 | 268.16133 | -28.55592 |    1.43 |   0 |   0 | 
2015-BLG-1913 | 268.00733 | -28.43919 | UK2018_s4_1_4_H_C27298 | 268.00736 | -28.43918 |    0.10 |   0 |   0 | 
2015-BLG-1914 | 267.62154 | -29.45303 | UK2018_s5_4_1_H_C56849 | 267.62150 | -29.45304 |    0.14 |   0 |   0 | 
2015-BLG-1929 | 269.34429 | -29.77981 | UK2018_s6_2_2_H_C20026 | 269.34427 | -29.77978 |    0.11 |   0 |   0 | 
2015-BLG-1930 | 269.32067 | -29.27494 | UK2018_s6_2_3_H_C43760 | 269.32061 | -29.27485 |    0.38 |   0 |   0 | 
2015-BLG-1950 | 265.88475 | -27.34647 | UK2018_n1_2_1_H_C3101 | 265.88469 | -27.34645 |    0.21 |   0 |   0 | 
2015-BLG-1952 | 267.99475 | -29.05486 | UK2018_s5_4_3_H_C42565 | 267.99473 | -29.05483 |    0.13 |   0 |   0 | 
2015-BLG-1953 | 268.35525 | -29.00450 | UK2018_s5_3_3_H_C59264 | 268.35524 | -29.00451 |    0.05 |   0 |   0 | 
2015-BLG-1954 | 268.26063 | -29.37839 | UK2018_s5_2_3_H_C10504 | 268.26087 | -29.37887 |    1.89 |   0 |   0 | 
2015-BLG-1956 | 269.16888 | -29.49100 | UK2018_s6_3_2_H_C48354 | 269.16835 | -29.49085 |    1.73 |   0 |   0 | 
2015-BLG-1963 | 264.87825 | -27.36878 | UK2018_n2_4_4_H_C52156 | 264.87826 | -27.36879 |    0.05 |   0 |   0 | 
2015-BLG-1966 | 268.40571 | -28.95714 | UK2018_s4_1_2_H_C2415 | 268.40568 | -28.95708 |    0.23 |   0 |   0 | 
2015-BLG-1967 | 267.87800 | -29.21925 | UK2018_s5_2_4_H_C61172 | 267.87804 | -29.21924 |    0.13 |   0 |   0 | 
2015-BLG-1968 | 268.71562 | -28.69056 | UK2018_s4_3_2_H_C16405 | 268.71530 | -28.69026 |    1.48 |   0 |   0 | 
2015-BLG-1969 | 268.11604 | -29.67050 | UK2018_s5_1_2_H_C52621 | 268.11590 | -29.67023 |    1.07 |   0 |   0 | 
2015-BLG-1970 | 267.72471 | -29.40908 | UK2018_s5_3_1_H_C69266 | 267.72470 | -29.40907 |    0.05 |   0 |   0 | 
2015-BLG-1973 | 268.99683 | -29.50322 | UK2018_s6_4_2_H_C37769 | 268.99638 | -29.50325 |    1.42 |   0 |   0 | 
2015-BLG-1981 | 268.48483 | -29.44589 | UK2018_s6_4_1_H_C57063 | 268.48490 | -29.44607 |    0.68 |   0 |   0 | 
2015-BLG-1983 | 268.93025 | -29.63350 | UK2018_s6_1_2_H_C67668 | 268.93034 | -29.63340 |    0.46 |   0 |   0 | 
2015-BLG-1994 | 268.70712 | -28.66981 | UK2018_s4_3_2_H_C22530 | 268.70715 | -28.66980 |    0.08 |   0 |   0 | 
2015-BLG-1995 | 267.75867 | -28.48522 | UK2018_c3_2_3_K_C13425 | 267.75866 | -28.48521 |    0.05 |   0 |   0 | 
2015-BLG-1997 | 268.73121 | -29.48117 | UK2018_s6_3_1_H_C49228 | 268.73124 | -29.48118 |    0.11 |   0 |   0 | 
2015-BLG-2014 | 268.45158 | -29.57286 | UK2018_s6_4_1_H_C17059 | 268.45136 | -29.57333 |    1.83 |   0 |   0 | 
2015-BLG-2018 | 267.73850 | -29.63936 | UK2018_s5_2_1_H_C65674 | 267.73845 | -29.63943 |    0.29 |   0 |   0 | 
2015-BLG-2023 | 265.60621 | -27.32764 | UK2018_n1_1_1_H_C6494 | 265.60620 | -27.32766 |    0.08 |   0 |   0 | 
2015-BLG-2032 | 268.32854 | -29.27747 | UK2018_s5_2_3_H_C42727 | 268.32852 | -29.27747 |    0.07 |   0 |   0 | 
2015-BLG-2041 | 268.39325 | -29.74322 | UK2018_s6_1_1_H_C32945 | 268.39324 | -29.74321 |    0.05 |   0 |   0 | 
2015-BLG-2046 | 266.48396 | -26.96675 | UK2018_n1_3_2_H_C42268 | 266.48395 | -26.96675 |    0.03 |   0 |   0 | 
2015-BLG-2055 | 267.96021 | -28.77969 | UK2018_s4_1_1_H_C59825 | 267.96021 | -28.77962 |    0.27 |   0 |   0 | 
2015-BLG-2056 | 268.36863 | -29.33169 | UK2018_s5_2_3_H_C25557 | 268.36865 | -29.33171 |    0.10 |   0 |   0 | 
2015-BLG-2077 | 269.15892 | -29.36858 | UK2018_s6_2_3_H_C13080 | 269.15892 | -29.36860 |    0.06 |   0 |   0 | 
2015-BLG-2085 | 268.34317 | -28.88353 | UK2018_s4_1_2_H_C23922 | 268.34356 | -28.88393 |    1.91 |   0 |   0 | 
2015-BLG-2089 | 269.24133 | -29.60933 | UK2018_s6_3_2_H_C7405 | 269.24160 | -29.60940 |    0.87 |   0 |   0 | 
2015-BLG-2096 | 267.66813 | -29.70547 | UK2018_s5_2_1_H_C44725 | 267.66817 | -29.70587 |    1.44 |   0 |   0 | 
2015-BLG-2113 | 269.18425 | -29.75650 | UK2018_s6_2_2_H_C27216 | 269.18423 | -29.75651 |    0.07 |   0 |   0 | 
2015-BLG-2114 | 268.79900 | -29.65411 | UK2018_s6_2_1_H_C61657 | 268.79824 | -29.65398 |    2.42 |   0 |   0 | 
2015-BLG-2115 | 268.79613 | -29.48339 | UK2018_s6_3_1_H_C48517 | 268.79553 | -29.48330 |    1.89 |   0 |   0 | 
2015-BLG-2120 | 264.02688 | -29.72564 | UK2018_n4_3_1_H_C5107 | 264.02688 | -29.72565 |    0.04 |   0 |   0 | 
2015-BLG-2126 | 268.06642 | -28.69983 | UK2018_s4_3_1_H_C14764 | 268.06703 | -28.69966 |    2.03 |   0 |   0 | 
2015-BLG-2135 | 268.69488 | -28.71081 | UK2018_s4_3_2_H_C10270 | 268.69488 | -28.71080 |    0.03 |   0 |   0 | 
2015-BLG-2140 | 267.72588 | -29.63803 | UK2018_s5_2_1_H_C66118 | 267.72583 | -29.63801 |    0.15 |   0 |   0 | 
2016-BLG-0001 | 267.95008 | -28.98425 | UK2018_s5_4_3_H_C65055 | 267.94979 | -28.98431 |    0.95 |   0 |   0 | 
2016-BLG-0002 | 268.65029 | -28.35550 | UK2018_s4_2_3_H_C56238 | 268.65031 | -28.35551 |    0.07 |   0 |   0 | 
2016-BLG-0006 | 268.52287 | -29.70036 | UK2018_s6_1_1_H_C46551 | 268.52287 | -29.70032 |    0.15 |   0 |   0 | 
2016-BLG-0007 | 268.35604 | -29.64225 | UK2018_s5_2_2_H_C62511 | 268.35604 | -29.64225 |    0.01 |   0 |   0 | 
2016-BLG-0008 | 267.77162 | -29.78028 | UK2018_s5_2_1_H_C21607 | 267.77164 | -29.78027 |    0.05 |   0 |   0 | 
2016-BLG-0009 | 268.46267 | -29.46283 | UK2018_s6_4_1_H_C51803 | 268.46303 | -29.46276 |    1.17 |   0 |   0 | 
2016-BLG-0017 | 269.30900 | -28.97444 | UK2018_s6_3_3_H_C73408 | 269.30901 | -28.97443 |    0.06 |   0 |   0 | 
2016-BLG-0032 | 265.93121 | -27.01311 | UK2018_n1_3_1_H_C31230 | 265.93117 | -27.01312 |    0.13 |   0 |   0 | 
2016-BLG-0041 | 265.78258 | -26.78686 | UK2018_n1_2_4_H_C35669 | 265.78260 | -26.78685 |    0.07 |   0 |   0 | 
2016-BLG-0042 | 265.58800 | -26.97664 | UK2018_n1_4_1_H_C40643 | 265.58800 | -26.97665 |    0.04 |   0 |   0 | 
2016-BLG-0046 | 268.83279 | -29.45297 | UK2018_s6_3_1_H_C58694 | 268.83282 | -29.45301 |    0.16 |   0 |   0 | 
2016-BLG-0060 | 265.14062 | -27.64772 | UK2018_n2_2_4_H_C38062 | 265.14061 | -27.64774 |    0.08 |   0 |   0 | 
2016-BLG-0061 | 268.59879 | -29.08894 | UK2018_s6_4_4_H_C30654 | 268.59883 | -29.08891 |    0.17 |   0 |   0 | 
2016-BLG-0070 | 268.32871 | -29.28719 | UK2018_s5_2_3_H_C39649 | 268.32873 | -29.28722 |    0.11 |   0 |   0 | 
2016-BLG-0071 | 268.86554 | -28.01356 | UK2018_s3_1_2_H_C20166 | 268.86554 | -28.01356 |    0.02 |   0 |   0 | 
2016-BLG-0072 | 268.93550 | -29.07569 | UK2018_s6_4_3_H_C37053 | 268.93564 | -29.07563 |    0.50 |   0 |   0 | 
2016-BLG-0131 | 268.59879 | -29.08892 | UK2018_s6_4_4_H_C30654 | 268.59883 | -29.08891 |    0.12 |   0 |   0 | 
2016-BLG-0147 | 267.38167 | -30.64186 | UK2018_s2_2_2_K_C26746 | 267.38200 | -30.64198 |    1.12 |   0 |   0 | 
2016-BLG-0172 | 264.53317 | -28.45908 | UK2018_n3_2_4_H_C52721 | 264.53314 | -28.45910 |    0.10 |   0 |   0 | 
2016-BLG-0178 | 269.37646 | -29.76222 | UK2018_s6_2_2_H_C25288 | 269.37619 | -29.76265 |    1.75 |   0 |   0 | 
2016-BLG-0179 | 268.85050 | -29.82372 | UK2018_s6_2_1_H_C8041 | 268.85053 | -29.82375 |    0.14 |   0 |   0 | 
2016-BLG-0181 | 268.69271 | -29.16700 | UK2018_s6_3_4_H_C8795 | 268.69247 | -29.16687 |    0.88 |   0 |   0 | 
2016-BLG-0190 | 264.47904 | -28.55886 | UK2018_n3_2_4_H_C26066 | 264.47905 | -28.55886 |    0.03 |   0 |   0 | 
2016-BLG-0203 | 268.14521 | -29.10022 | UK2018_s5_3_3_H_C28954 | 268.14517 | -29.10022 |    0.12 |   0 |   0 | 
2016-BLG-0217 | 269.15204 | -29.04400 | UK2018_s6_3_3_H_C49284 | 269.15244 | -29.04398 |    1.26 |   0 |   0 | 
2016-BLG-0229 | 267.46725 | -30.56025 | UK2018_s2_2_2_K_C52290 | 267.46723 | -30.56025 |    0.06 |   0 |   0 | 
2016-BLG-0232 | 263.70025 | -29.43911 | UK2018_n4_1_4_H_C20972 | 263.70023 | -29.43911 |    0.06 |   0 |   0 | 
2016-BLG-0233 | 265.58408 | -27.89139 | UK2018_n2_3_2_H_C31395 | 265.58428 | -27.89125 |    0.80 |   0 |   0 | 
2016-BLG-0234 | 265.54688 | -27.56428 | UK2018_n2_1_3_H_C57226 | 265.54685 | -27.56426 |    0.10 |   0 |   0 | 
2016-BLG-0260 | 264.44725 | -28.77778 | UK2018_n3_4_1_H_C26436 | 264.44725 | -28.77778 |    0.01 |   0 |   0 | 
2016-BLG-0262 | 267.58696 | -29.31544 | UK2018_s5_1_4_H_C30408 | 267.58695 | -29.31543 |    0.06 |   0 |   0 | 
2016-BLG-0272 | 264.25596 | -28.43744 | UK2018_n3_1_4_H_C58204 | 264.25595 | -28.43745 |    0.03 |   0 |   0 | 
2016-BLG-0274 | 267.70288 | -29.71928 | UK2018_s5_2_1_H_C40532 | 267.70333 | -29.71881 |    2.20 |   0 |   0 | 
2016-BLG-0284 | 268.13475 | -28.69025 | UK2018_s4_3_1_H_C17681 | 268.13502 | -28.69021 |    0.86 |   0 |   0 | 
2016-BLG-0285 | 268.32321 | -29.74761 | UK2018_s5_2_2_H_C29798 | 268.32268 | -29.74742 |    1.79 |   0 |   0 | 
2016-BLG-0301 | 268.34987 | -29.04128 | UK2018_s5_3_3_H_C47807 | 268.34987 | -29.04132 |    0.15 |   0 |   0 | 
2016-BLG-0302 | 268.32421 | -28.36561 | UK2018_s4_1_3_H_C51749 | 268.32420 | -28.36562 |    0.04 |   0 |   0 | 
