         name |     RA    |     Dec   |       name     |     RA    |     Dec   |  offset | ukirtDetect |   correctT0 | 
2015-BLG-0864 | 264.46692 | -27.17917 | UK2015_21_4_C58917 | 264.46690 | -27.17915 |    0.08 |   0 |   1 | 
2015-BLG-0903 | 265.61000 | -27.45953 | UK2015_13_3_C37508 | 265.61003 | -27.45948 |    0.20 |   0 |   0 | 
2015-BLG-0944 | 265.25800 | -27.85381 | UK2015_13_1_C52005 | 265.25797 | -27.85382 |    0.11 |   1 |   1 | 
2015-BLG-0982 | 264.30313 | -27.11533 | UK2015_21_4_C84217 | 264.30365 | -27.11548 |    1.76 |   0 |   0 | 
2015-BLG-0994 | 264.19913 | -27.19294 | UK2015_24_4_C54104 | 264.19970 | -27.19297 |    1.84 |   0 |   1 | 
2015-BLG-1008 | 265.25929 | -27.89000 | UK2015_13_1_C38422 | 265.25933 | -27.89000 |    0.12 |   0 |   0 | 
2015-BLG-1100 | 263.66904 | -29.88519 | UK2015_44_2_C84175 | 263.66910 | -29.88524 |    0.25 |   1 |   1 | 
2015-BLG-1113 | 264.27721 | -27.29908 | UK2015_24_4_C13614 | 264.27724 | -27.29909 |    0.10 |   0 |   1 | 
2015-BLG-1175 | 263.34254 | -27.09272 | UK2015_6_4_C6810 | 263.34223 | -27.09284 |    1.09 |   0 |   1 | 
2015-BLG-1223 | 265.69033 | -27.52833 | UK2015_13_3_C11284 | 265.69033 | -27.52836 |    0.10 |   1 |   1 | 
2015-BLG-1224 | 265.38779 | -27.44711 | UK2015_12_4_C49481 | 265.38804 | -27.44743 |    1.40 |   0 |   1 | 
2015-BLG-1225 | 265.11825 | -27.19344 | UK2015_14_4_C62708 | 265.11827 | -27.19400 |    2.00 |   0 |   1 | 
2015-BLG-1236 | 265.42138 | -27.80928 | UK2015_12_1_C77892 | 265.42137 | -27.80926 |    0.07 |   1 |   1 | 
2015-BLG-1285 | 264.84688 | -27.82028 | UK2015_22_2_C64559 | 264.84687 | -27.82028 |    0.02 |   1 |   1 | 
2015-BLG-1309 | 264.69325 | -27.47947 | UK2015_23_3_C29605 | 264.69328 | -27.47944 |    0.15 |   0 |   1 | 
2015-BLG-1311 | 265.25742 | -27.12444 | UK2015_14_4_C93538 | 265.25764 | -27.12462 |    0.95 |   0 |   1 | 
2015-BLG-1352 | 265.14187 | -27.33831 | UK2015_13_4_C78250 | 265.14186 | -27.33831 |    0.05 |   1 |   1 | 
2015-BLG-1392 | 264.09512 | -27.29892 | UK2015_24_4_C13692 | 264.09517 | -27.29891 |    0.15 |   1 |   1 | 
2015-BLG-1423 | 264.43667 | -28.95647 | UK2015_31_2_C8570 | 264.43668 | -28.95649 |    0.08 |   0 |   1 | 
2015-BLG-1424 | 264.06329 | -29.64283 | UK2015_42_3_C61412 | 264.06328 | -29.64286 |    0.10 |   1 |   1 | 
2015-BLG-1437 | 265.90683 | -27.37333 | UK2015_12_3_C75272 | 265.90683 | -27.37334 |    0.03 |   1 |   1 | 
2015-BLG-1442 | 263.74158 | -28.77853 | UK2015_34_1_C76260 | 263.74159 | -28.77845 |    0.28 |   1 |   1 | 
2015-BLG-1453 | 265.05358 | -27.37653 | UK2015_13_4_C63931 | 265.05351 | -27.37653 |    0.23 |   1 |   1 | 
2015-BLG-1468 | 264.08367 | -28.79136 | UK2015_31_1_C69846 | 264.08369 | -28.79140 |    0.16 |   1 |   1 | 
2015-BLG-1483 | 264.08908 | -27.16622 | UK2015_24_4_C64560 | 264.08905 | -27.16624 |    0.12 |   0 |   1 | 
2015-BLG-1484 | 264.05642 | -27.13536 | UK2015_24_4_C76543 | 264.05640 | -27.13538 |    0.09 |   0 |   1 | 
2015-BLG-1550 | 264.34204 | -27.28381 | UK2015_21_4_C19099 | 264.34123 | -27.28374 |    2.61 |   0 |   1 | 
2015-BLG-1557 | 264.26942 | -28.75258 | UK2015_33_3_C532 | 264.26944 | -28.75259 |    0.08 |   1 |   1 | 
2015-BLG-1614 | 265.00162 | -27.75333 | UK2015_21_2_C8791 | 265.00161 | -27.75337 |    0.14 |   0 |   1 | 
2015-BLG-1636 | 263.58417 | -30.10625 | UK2015_42_1_C53753 | 263.58409 | -30.10626 |    0.24 |   0 |   1 | 
2015-BLG-1640 | 265.54583 | -27.52653 | UK2015_13_3_C11943 | 265.54581 | -27.52657 |    0.17 |   0 |   1 | 
2015-BLG-1641 | 264.85129 | -27.60311 | UK2015_21_2_C65466 | 264.85116 | -27.60336 |    0.99 |   0 |   1 | 
2015-BLG-1655 | 263.91117 | -27.21972 | UK2015_5_3_C56409 | 263.91108 | -27.21982 |    0.45 |   0 |   0 | 
2015-BLG-1663 | 265.48471 | -27.51525 | UK2015_12_4_C20661 | 265.48466 | -27.51524 |    0.16 |   0 |   1 | 
2015-BLG-1693 | 265.72254 | -27.27958 | UK2015_14_3_C22631 | 265.72253 | -27.27958 |    0.04 |   0 |   0 | 
2015-BLG-1718 | 264.05171 | -28.75686 | UK2015_31_1_C83788 | 264.05170 | -28.75686 |    0.03 |   0 |   0 | 
2015-BLG-1725 | 265.19629 | -27.61283 | UK2015_14_1_C63495 | 265.19622 | -27.61286 |    0.25 |   0 |   1 | 
2015-BLG-1738 | 264.70629 | -27.80278 | UK2015_23_2_C74652 | 264.70652 | -27.80226 |    2.00 |   0 |   0 | 
2015-BLG-1761 | 264.30621 | -27.31144 | UK2015_21_4_C8972 | 264.30626 | -27.31148 |    0.21 |   0 |   0 | 
2015-BLG-1765 | 263.71433 | -29.67975 | UK2015_43_3_C47646 | 263.71429 | -29.67976 |    0.14 |   0 |   1 | 
2015-BLG-1766 | 265.66204 | -27.41897 | UK2015_13_3_C52614 | 265.66209 | -27.41887 |    0.40 |   1 |   1 | 
2015-BLG-1805 | 263.99437 | -27.43733 | UK2015_6_2_C42890 | 263.99435 | -27.43732 |    0.09 |   0 |   0 | 
2015-BLG-1806 | 263.89812 | -27.14272 | UK2015_5_3_C94525 | 263.89810 | -27.14274 |    0.10 |   0 |   0 | 
2015-BLG-1820 | 263.83862 | -28.99486 | UK2015_33_1_C75600 | 263.83862 | -28.99487 |    0.04 |   0 |   0 | 
2015-BLG-1837 | 264.04050 | -27.52597 | UK2015_23_4_C11978 | 264.04094 | -27.52614 |    1.53 |   0 |   0 | 
2015-BLG-1838 | 263.49054 | -27.63253 | UK2015_5_1_C58846 | 263.49053 | -27.63255 |    0.09 |   0 |   0 | 
2015-BLG-1842 | 265.37258 | -27.79167 | UK2015_12_1_C85842 | 265.37260 | -27.79163 |    0.14 |   0 |   0 | 
2015-BLG-1851 | 264.77117 | -27.30828 | UK2015_24_3_C11779 | 264.77125 | -27.30824 |    0.30 |   0 |   0 | 
2015-BLG-1910 | 263.47025 | -27.25353 | UK2015_5_4_C40966 | 263.47021 | -27.25351 |    0.14 |   0 |   0 | 
2015-BLG-1950 | 265.88475 | -27.34647 | UK2015_12_3_C85659 | 265.88470 | -27.34647 |    0.16 |   0 |   0 | 
2015-BLG-1963 | 264.87825 | -27.36878 | UK2015_22_3_C70017 | 264.87825 | -27.36880 |    0.08 |   0 |   0 | 
2015-BLG-1980 | 264.73754 | -27.83586 | UK2015_23_2_C61345 | 264.73758 | -27.83592 |    0.24 |   0 |   0 | 
2015-BLG-1993 | 264.76137 | -27.22819 | UK2015_24_3_C42178 | 264.76138 | -27.22821 |    0.06 |   0 |   0 | 
2015-BLG-2016 | 263.28233 | -29.45492 | UK2015_44_4_C79576 | 263.28234 | -29.45492 |    0.02 |   0 |   0 | 
2015-BLG-2023 | 265.60621 | -27.32764 | UK2015_14_3_C4011 | 265.60676 | -27.32798 |    2.15 |   0 |   0 | 
2015-BLG-2118 | 263.84504 | -26.90794 | UK2015_6_3_C83434 | 263.84507 | -26.90797 |    0.13 |   0 |   0 | 
2015-BLG-2120 | 264.02688 | -29.72564 | UK2015_42_3_C29933 | 264.02694 | -29.72506 |    2.09 |   0 |   0 | 
2016-BLG-0060 | 265.14062 | -27.64772 | UK2015_14_1_C49978 | 265.14060 | -27.64774 |    0.10 |   0 |   0 | 
2016-BLG-0104 | 265.39758 | -27.18733 | UK2015_11_4_C53857 | 265.39722 | -27.18759 |    1.49 |   0 |   0 | 
2016-BLG-0148 | 264.05971 | -27.45328 | UK2015_23_4_C40126 | 264.05969 | -27.45325 |    0.12 |   0 |   0 | 
2016-BLG-0171 | 263.85983 | -28.97372 | UK2015_33_1_C83955 | 263.85981 | -28.97372 |    0.07 |   0 |   0 | 
2016-BLG-0172 | 264.53317 | -28.45908 | UK2015_31_3_C42113 | 264.53317 | -28.45909 |    0.03 |   0 |   0 | 
2016-BLG-0174 | 263.16967 | -29.88681 | UK2015_44_1_C64525 | 263.16967 | -29.88681 |    0.02 |   0 |   0 | 
2016-BLG-0175 | 263.30667 | -29.70589 | UK2015_43_4_C37038 | 263.30672 | -29.70590 |    0.17 |   0 |   0 | 
2016-BLG-0187 | 264.30346 | -27.34819 | UK2015_22_4_C76804 | 264.30305 | -27.34796 |    1.55 |   0 |   0 | 
2016-BLG-0190 | 264.47904 | -28.55886 | UK2015_32_3_C79353 | 264.47904 | -28.55887 |    0.03 |   0 |   0 | 
2016-BLG-0214 | 263.91279 | -28.79031 | UK2015_34_1_C71499 | 263.91274 | -28.79027 |    0.21 |   0 |   0 | 
2016-BLG-0232 | 263.70025 | -29.43911 | UK2015_44_3_C80835 | 263.70024 | -29.43911 |    0.03 |   0 |   0 | 
2016-BLG-0233 | 265.58408 | -27.89139 | UK2015_13_2_C37510 | 265.58428 | -27.89123 |    0.85 |   0 |   0 | 
2016-BLG-0234 | 265.54688 | -27.56428 | UK2015_14_2_C81506 | 265.54677 | -27.56425 |    0.35 |   0 |   0 | 
2016-BLG-0260 | 264.44725 | -28.77778 | UK2015_31_2_C93669 | 264.44720 | -28.77776 |    0.17 |   0 |   0 | 
2016-BLG-0272 | 264.25596 | -28.43744 | UK2015_34_3_C50412 | 264.25597 | -28.43744 |    0.04 |   0 |   0 | 
2016-BLG-0328 | 263.53958 | -29.85922 | UK2015_41_1_C64195 | 263.53958 | -29.85924 |    0.06 |   0 |   0 | 
2016-BLG-0368 | 264.11312 | -30.24244 | UK2015_42_2_C184 | 264.11241 | -30.24167 |    3.57 |   0 |   0 | 
2016-BLG-0372 | 265.84096 | -27.35725 | UK2015_12_3_C81487 | 265.84093 | -27.35726 |    0.10 |   0 |   0 | 
2016-BLG-0375 | 263.77454 | -27.23917 | UK2015_5_3_C46971 | 263.77450 | -27.23917 |    0.13 |   0 |   0 | 
2016-BLG-0418 | 263.95700 | -29.57581 | UK2015_41_3_C3774 | 263.95704 | -29.57582 |    0.14 |   0 |   0 | 
2016-BLG-0426 | 263.95204 | -29.57394 | UK2015_41_3_C4698 | 263.95198 | -29.57388 |    0.30 |   0 |   0 | 
2016-BLG-0427 | 263.96146 | -29.56739 | UK2015_41_3_C7814 | 263.96147 | -29.56740 |    0.05 |   0 |   0 | 
2016-BLG-0428 | 264.64979 | -27.26461 | UK2015_24_3_C28410 | 264.64978 | -27.26463 |    0.08 |   0 |   0 | 
2016-BLG-0444 | 263.92183 | -27.77156 | UK2015_5_2_C704 | 263.92183 | -27.77154 |    0.06 |   0 |   0 | 
2016-BLG-0448 | 264.34567 | -29.03831 | UK2015_33_2_C57560 | 264.34568 | -29.03833 |    0.10 |   0 |   0 | 
2016-BLG-0455 | 263.37421 | -27.22106 | UK2015_5_4_C56919 | 263.37417 | -27.22104 |    0.13 |   0 |   0 | 
2016-BLG-0487 | 263.90504 | -27.53033 | UK2015_6_2_C8114 | 263.90566 | -27.53012 |    2.12 |   0 |   0 | 
2016-BLG-0488 | 264.40779 | -27.14381 | UK2015_21_4_C73056 | 264.40798 | -27.14332 |    1.85 |   0 |   0 | 
2016-BLG-0501 | 264.51712 | -28.72872 | UK2015_32_3_C10119 | 264.51711 | -28.72875 |    0.11 |   0 |   0 | 
2016-BLG-0608 | 265.74833 | -27.74200 | UK2015_14_2_C13449 | 265.74831 | -27.74192 |    0.30 |   0 |   0 | 
2016-BLG-0622 | 263.41458 | -27.74997 | UK2015_5_1_C9435 | 263.41458 | -27.74996 |    0.05 |   0 |   0 | 
2016-BLG-0698 | 263.91700 | -29.00533 | UK2015_33_1_C71458 | 263.91734 | -29.00553 |    1.28 |   0 |   0 | 
2016-BLG-0699 | 263.39454 | -29.37456 | UK2015_41_4_C87557 | 263.39460 | -29.37456 |    0.18 |   0 |   0 | 
2016-BLG-0700 | 265.62942 | -27.19400 | UK2015_14_3_C55307 | 265.63001 | -27.19413 |    1.96 |   0 |   0 | 
2016-BLG-0719 | 264.05992 | -30.21017 | UK2015_42_2_C11630 | 264.05995 | -30.21014 |    0.14 |   0 |   0 | 
2016-BLG-0743 | 265.05704 | -27.54058 | UK2015_13_4_C4845 | 265.05669 | -27.54104 |    1.99 |   0 |   0 | 
2016-BLG-0749 | 265.62650 | -27.25364 | UK2015_14_3_C32755 | 265.62647 | -27.25363 |    0.10 |   0 |   0 | 
2016-BLG-0761 | 263.86125 | -28.67994 | UK2015_33_4_C27189 | 263.86124 | -28.67994 |    0.04 |   0 |   0 | 
2016-BLG-0762 | 263.47258 | -29.63722 | UK2015_42_4_C60858 | 263.47215 | -29.63729 |    1.38 |   0 |   0 | 
2016-BLG-0809 | 263.88817 | -27.64361 | UK2015_5_2_C52292 | 263.88817 | -27.64362 |    0.03 |   0 |   0 | 
2016-BLG-0851 | 263.64196 | -29.75625 | UK2015_43_3_C17959 | 263.64197 | -29.75627 |    0.08 |   0 |   0 | 
2016-BLG-0873 | 265.80538 | -27.21556 | UK2015_11_3_C45613 | 265.80539 | -27.21555 |    0.05 |   0 |   0 | 
2016-BLG-0904 | 263.94404 | -28.41564 | UK2015_31_4_C54583 | 263.94403 | -28.41563 |    0.05 |   0 |   0 | 
2016-BLG-0956 | 264.15354 | -27.50969 | UK2015_23_4_C18554 | 264.15350 | -27.50970 |    0.13 |   0 |   0 | 
2016-BLG-0962 | 263.70154 | -29.81289 | UK2015_44_2_C122077 | 263.70169 | -29.81302 |    0.66 |   0 |   0 | 
2016-BLG-1002 | 264.07375 | -27.23197 | UK2015_24_4_C39211 | 264.07413 | -27.23192 |    1.23 |   0 |   0 | 
2016-BLG-1003 | 264.10512 | -27.18886 | UK2015_24_4_C55527 | 264.10470 | -27.18932 |    2.14 |   0 |   0 | 
2016-BLG-1034 | 263.77496 | -29.92289 | UK2015_44_2_C64620 | 263.77491 | -29.92303 |    0.53 |   0 |   0 | 
2016-BLG-1036 | 263.30237 | -29.75461 | UK2015_43_4_C18467 | 263.30237 | -29.75459 |    0.08 |   0 |   0 | 
2016-BLG-1076 | 264.21087 | -27.72436 | UK2015_24_1_C19605 | 264.21087 | -27.72436 |    0.02 |   0 |   0 | 
2016-BLG-1135 | 264.57650 | -28.74606 | UK2015_32_3_C2996 | 264.57653 | -28.74606 |    0.10 |   0 |   0 | 
2016-BLG-1183 | 265.57746 | -27.52556 | UK2015_13_3_C12338 | 265.57746 | -27.52554 |    0.06 |   0 |   0 | 
2016-BLG-1184 | 265.54563 | -27.64844 | UK2015_14_2_C47836 | 265.54559 | -27.64846 |    0.12 |   0 |   0 | 
2016-BLG-1222 | 264.07533 | -27.41953 | UK2015_23_4_C52976 | 264.07533 | -27.41954 |    0.05 |   0 |   0 | 
2016-BLG-1223 | 263.76833 | -27.41325 | UK2015_6_2_C52530 | 263.76830 | -27.41321 |    0.18 |   0 |   0 | 
2016-BLG-1265 | 265.86779 | -27.52850 | UK2015_12_3_C12237 | 265.86782 | -27.52851 |    0.10 |   0 |   0 | 
2016-BLG-1300 | 265.54404 | -27.24847 | UK2015_14_3_C34587 | 265.54410 | -27.24890 |    1.55 |   0 |   0 | 
2016-BLG-1324 | 264.61450 | -28.40819 | UK2015_31_3_C71547 | 264.61450 | -28.40820 |    0.02 |   0 |   0 | 
2016-BLG-1326 | 264.79188 | -27.94211 | UK2015_22_2_C19010 | 264.79190 | -27.94213 |    0.10 |   0 |   0 | 
2016-BLG-1327 | 266.01288 | -27.33811 | UK2015_12_3_C88871 | 266.01295 | -27.33813 |    0.25 |   0 |   0 | 
2016-BLG-1336 | 265.66450 | -27.53633 | UK2015_13_3_C8196 | 265.66450 | -27.53636 |    0.10 |   0 |   0 | 
2016-BLG-1410 | 263.44071 | -26.97111 | UK2015_6_4_C54958 | 263.44099 | -26.97101 |    0.97 |   0 |   0 | 
2016-BLG-1414 | 264.00187 | -28.90900 | UK2015_31_1_C23971 | 264.00231 | -28.90918 |    1.52 |   0 |   0 | 
2016-BLG-1431 | 263.28863 | -27.58481 | UK2015_5_1_C78853 | 263.28863 | -27.58483 |    0.09 |   0 |   0 | 
2016-BLG-1432 | 263.50696 | -26.93422 | UK2015_6_4_C70220 | 263.50696 | -26.93418 |    0.15 |   0 |   0 | 
2016-BLG-1437 | 263.25771 | -30.00508 | UK2015_44_1_C8385 | 263.25773 | -30.00508 |    0.07 |   0 |   0 | 
2016-BLG-1439 | 265.61996 | -27.57153 | UK2015_14_2_C78649 | 265.61978 | -27.57123 |    1.21 |   0 |   0 | 
2016-BLG-1443 | 265.49037 | -27.90128 | UK2015_12_1_C39643 | 265.49032 | -27.90128 |    0.18 |   0 |   0 | 
2016-BLG-1464 | 264.89271 | -27.47833 | UK2015_22_3_C29703 | 264.89274 | -27.47835 |    0.12 |   0 |   0 | 
2016-BLG-1474 | 265.07608 | -27.65908 | UK2015_14_1_C45532 | 265.07612 | -27.65911 |    0.15 |   0 |   0 | 
2016-BLG-1475 | 264.92304 | -27.67811 | UK2015_21_2_C36585 | 264.92307 | -27.67814 |    0.14 |   0 |   0 | 
2016-BLG-1505 | 263.97029 | -27.27311 | UK2015_5_3_C29851 | 263.97031 | -27.27314 |    0.12 |   0 |   0 | 
2016-BLG-1507 | 264.40029 | -29.19228 | UK2015_33_2_C238 | 264.39986 | -29.19247 |    1.52 |   0 |   0 | 
2016-BLG-1526 | 264.60333 | -27.45497 | UK2015_23_3_C39192 | 264.60341 | -27.45456 |    1.50 |   0 |   0 | 
2016-BLG-1527 | 264.26558 | -27.29431 | UK2015_24_4_C15387 | 264.26559 | -27.29432 |    0.06 |   0 |   0 | 
2016-BLG-1617 | 264.21075 | -27.42958 | UK2015_23_4_C49070 | 264.21077 | -27.42957 |    0.08 |   0 |   0 | 
2016-BLG-1619 | 263.48417 | -29.76864 | UK2015_42_4_C11645 | 263.48435 | -29.76845 |    0.89 |   0 |   0 | 
2016-BLG-1652 | 264.67167 | -27.32236 | UK2015_24_3_C6359 | 264.67168 | -27.32236 |    0.04 |   0 |   0 | 
2016-BLG-1665 | 264.79375 | -27.75469 | UK2015_21_2_C8344 | 264.79368 | -27.75460 |    0.41 |   0 |   0 | 
2016-BLG-1707 | 264.13938 | -27.27381 | UK2015_24_4_C23063 | 264.13951 | -27.27400 |    0.82 |   0 |   0 | 
2016-BLG-1715 | 264.11504 | -29.11181 | UK2015_32_1_C32452 | 264.11501 | -29.11200 |    0.71 |   0 |   0 | 
2016-BLG-1716 | 264.03967 | -28.97639 | UK2015_32_1_C90401 | 264.03967 | -28.97637 |    0.07 |   0 |   0 | 
2016-BLG-1717 | 264.42546 | -28.51964 | UK2015_34_3_C7377 | 264.42546 | -28.51961 |    0.10 |   0 |   0 | 
2016-BLG-1721 | 265.37375 | -27.46219 | UK2015_12_4_C43547 | 265.37339 | -27.46231 |    1.22 |   0 |   0 | 
2016-BLG-1729 | 263.90929 | -27.02561 | UK2015_6_3_C36069 | 263.90918 | -27.02526 |    1.31 |   0 |   0 | 
2016-BLG-1825 | 264.63988 | -27.19447 | UK2015_24_3_C54853 | 264.63989 | -27.19447 |    0.05 |   0 |   0 | 
2016-BLG-1862 | 264.70821 | -27.72892 | UK2015_24_2_C17227 | 264.70824 | -27.72892 |    0.10 |   0 |   0 | 
2016-BLG-1871 | 263.70033 | -30.20653 | UK2015_43_2_C14050 | 263.70038 | -30.20652 |    0.15 |   0 |   0 | 
2016-BLG-1878 | 264.66696 | -27.12597 | UK2015_24_3_C79973 | 264.66696 | -27.12600 |    0.10 |   0 |   0 | 
2016-BLG-1879 | 264.48012 | -27.13886 | UK2015_21_4_C75024 | 264.47981 | -27.13845 |    1.79 |   0 |   0 | 
2016-BLG-1893 | 264.56075 | -27.42292 | UK2015_23_3_C51444 | 264.56073 | -27.42290 |    0.09 |   0 |   0 | 
2016-BLG-1894 | 264.56075 | -27.42292 | UK2015_23_3_C51444 | 264.56073 | -27.42290 |    0.09 |   0 |   0 | 
2016-BLG-1900 | 264.48012 | -27.13886 | UK2015_21_4_C75024 | 264.47981 | -27.13845 |    1.79 |   0 |   0 | 
2016-BLG-1903 | 264.01721 | -29.63253 | UK2015_42_3_C65359 | 264.01664 | -29.63242 |    1.82 |   0 |   0 | 
2016-BLG-1906 | 263.82021 | -30.20950 | UK2015_43_2_C12895 | 263.82020 | -30.20951 |    0.04 |   0 |   0 | 
2016-BLG-1907 | 263.44608 | -29.61169 | UK2015_42_4_C70893 | 263.44605 | -29.61167 |    0.14 |   0 |   0 | 
2016-BLG-1909 | 265.94433 | -27.53442 | UK2015_12_3_C9807 | 265.94437 | -27.53442 |    0.12 |   0 |   0 | 
2017-BLG-0074 | 263.80958 | -27.62244 | UK2015_5_2_C61139 | 263.80961 | -27.62245 |    0.09 |   0 |   0 | 
2017-BLG-0075 | 264.52492 | -27.37333 | UK2015_22_4_C66947 | 264.52492 | -27.37336 |    0.10 |   0 |   0 | 
2017-BLG-0082 | 264.13667 | -29.07700 | UK2015_32_1_C47094 | 264.13668 | -29.07701 |    0.06 |   0 |   0 | 
2017-BLG-0084 | 264.27125 | -28.42953 | UK2015_34_3_C54689 | 264.27146 | -28.42911 |    1.64 |   0 |   0 | 
2017-BLG-0087 | 263.93908 | -29.42308 | UK2015_41_3_C77846 | 263.93909 | -29.42309 |    0.03 |   0 |   0 | 
2017-BLG-0088 | 265.89608 | -27.66281 | UK2015_11_2_C41789 | 265.89609 | -27.66282 |    0.06 |   0 |   0 | 
2017-BLG-0090 | 264.52492 | -27.37333 | UK2015_22_4_C66947 | 264.52492 | -27.37336 |    0.10 |   0 |   0 | 
2017-BLG-0101 | 265.25358 | -27.99286 | UK2015_13_1_C1105 | 265.25359 | -27.99282 |    0.15 |   0 |   0 | 
2017-BLG-0120 | 263.23679 | -29.76419 | UK2015_43_4_C14688 | 263.23677 | -29.76421 |    0.09 |   0 |   0 | 
2017-BLG-0169 | 264.07529 | -27.65250 | UK2015_24_1_C46618 | 264.07528 | -27.65249 |    0.05 |   0 |   0 | 
2017-BLG-0292 | 264.12650 | -27.40003 | UK2015_23_4_C60655 | 264.12650 | -27.39970 |    1.18 |   0 |   0 | 
2017-BLG-0325 | 263.67287 | -29.76167 | UK2015_43_3_C15908 | 263.67294 | -29.76163 |    0.24 |   0 |   0 | 
2017-BLG-0326 | 263.24737 | -29.78969 | UK2015_43_4_C4488 | 263.24735 | -29.78971 |    0.10 |   0 |   0 | 
2017-BLG-0387 | 263.79117 | -28.62192 | UK2015_33_4_C49309 | 263.79115 | -28.62190 |    0.08 |   0 |   0 | 
2017-BLG-0388 | 265.91817 | -27.18831 | UK2015_11_3_C55891 | 265.91814 | -27.18830 |    0.09 |   0 |   0 | 
