         name |     RA    |     Dec   |       name     |     RA    |     Dec   |  offset | ukirtDetect |   correctT0 | 
2017-BLG-0394 | 264.24150 | -27.38364 | UK2015_23_4_C67007 | 264.24143 | -27.38365 |    0.23 |   0 |   0 | 
2017-BLG-0414 | 263.19175 | -30.09250 | UK2015_43_1_C59156 | 263.19199 | -30.09273 |    1.12 |   0 |   0 | 
2017-BLG-0507 | 264.25871 | -27.21908 | UK2015_24_4_C43922 | 264.25867 | -27.21951 |    1.54 |   0 |   0 | 
2017-BLG-0562 | 264.53450 | -27.32947 | UK2015_24_3_C3574 | 264.53445 | -27.32949 |    0.17 |   0 |   0 | 
2017-BLG-0570 | 264.25737 | -27.72581 | UK2015_24_1_C19058 | 264.25739 | -27.72581 |    0.05 |   0 |   0 | 
2017-BLG-0571 | 263.88837 | -27.21269 | UK2015_5_3_C60192 | 263.88846 | -27.21224 |    1.66 |   0 |   0 | 
2017-BLG-0576 | 263.57975 | -29.68486 | UK2015_42_4_C42936 | 263.57976 | -29.68486 |    0.03 |   0 |   0 | 
2017-BLG-0577 | 264.53450 | -27.32947 | UK2015_24_3_C3574 | 264.53445 | -27.32949 |    0.17 |   0 |   0 | 
2017-BLG-0778 | 263.95412 | -26.92011 | UK2015_6_3_C78665 | 263.95411 | -26.92013 |    0.08 |   0 |   0 | 
2017-BLG-0809 | 264.54150 | -28.44211 | UK2015_31_3_C52077 | 264.54153 | -28.44175 |    1.30 |   0 |   0 | 
2017-BLG-0810 | 264.16112 | -28.58014 | UK2015_32_4_C75064 | 264.16112 | -28.58014 |    0.02 |   0 |   0 | 
2017-BLG-0813 | 263.47413 | -29.46889 | UK2015_41_4_C50623 | 263.47408 | -29.46888 |    0.14 |   0 |   0 | 
2017-BLG-0824 | 264.69946 | -27.77047 | UK2015_24_2_C2582 | 264.69960 | -27.77036 |    0.61 |   0 |   0 | 
2017-BLG-0825 | 265.42721 | -27.40022 | UK2015_12_4_C68161 | 265.42715 | -27.40025 |    0.21 |   0 |   0 | 
2017-BLG-0826 | 265.29050 | -27.67100 | UK2015_11_1_C39201 | 265.29050 | -27.67097 |    0.11 |   0 |   0 | 
2017-BLG-0827 | 264.99608 | -27.49397 | UK2015_22_3_C23567 | 264.99609 | -27.49435 |    1.36 |   0 |   0 | 
2017-BLG-0828 | 265.15000 | -27.47078 | UK2015_13_4_C29558 | 265.14997 | -27.47078 |    0.10 |   0 |   0 | 
2017-BLG-0829 | 264.77000 | -27.41894 | UK2015_23_3_C52951 | 264.77004 | -27.41898 |    0.18 |   0 |   0 | 
2017-BLG-0892 | 263.57996 | -29.81619 | UK2015_41_1_C82756 | 263.57996 | -29.81619 |    0.02 |   0 |   0 | 
2017-BLG-0895 | 264.73646 | -27.57564 | UK2015_24_2_C74326 | 264.73641 | -27.57567 |    0.19 |   0 |   0 | 
2017-BLG-0896 | 264.87908 | -27.29753 | UK2015_21_3_C20691 | 264.87908 | -27.29751 |    0.06 |   0 |   0 | 
2017-BLG-0944 | 264.44729 | -28.65358 | UK2015_32_3_C41085 | 264.44730 | -28.65357 |    0.05 |   0 |   0 | 
2017-BLG-0946 | 265.81804 | -27.77653 | UK2015_11_2_C267 | 265.81800 | -27.77650 |    0.17 |   0 |   0 | 
2017-BLG-0947 | 264.81867 | -27.65450 | UK2015_21_2_C45642 | 264.81856 | -27.65452 |    0.35 |   0 |   0 | 
2017-BLG-0948 | 265.38083 | -27.21028 | UK2015_11_4_C45278 | 265.38085 | -27.21026 |    0.08 |   0 |   0 | 
2017-BLG-0968 | 263.39263 | -27.31703 | UK2015_5_4_C7797 | 263.39258 | -27.31704 |    0.15 |   0 |   0 | 
2017-BLG-0985 | 263.82142 | -27.59211 | UK2015_5_2_C73964 | 263.82138 | -27.59189 |    0.80 |   0 |   0 | 
2017-BLG-0986 | 264.24500 | -27.23214 | UK2015_24_4_C39022 | 264.24485 | -27.23242 |    1.12 |   0 |   0 | 
2017-BLG-1032 | 264.57075 | -27.37553 | UK2015_23_3_C69106 | 264.57076 | -27.37553 |    0.03 |   0 |   0 | 
2017-BLG-1039 | 263.48413 | -29.61394 | UK2015_42_4_C70026 | 263.48414 | -29.61398 |    0.14 |   0 |   0 | 
2017-BLG-1050 | 264.66429 | -28.39617 | UK2015_31_3_C78479 | 264.66429 | -28.39614 |    0.10 |   0 |   0 | 
2017-BLG-1052 | 264.57075 | -27.37553 | UK2015_23_3_C69106 | 264.57076 | -27.37553 |    0.03 |   0 |   0 | 
2017-BLG-1064 | 264.25654 | -28.99178 | UK2015_33_2_C75676 | 264.25651 | -28.99178 |    0.10 |   0 |   0 | 
2017-BLG-1065 | 264.40617 | -28.44219 | UK2015_34_3_C48063 | 264.40615 | -28.44217 |    0.10 |   0 |   0 | 
2017-BLG-1075 | 265.43662 | -27.40289 | UK2015_12_4_C67110 | 265.43661 | -27.40289 |    0.05 |   0 |   0 | 
2017-BLG-1076 | 265.01842 | -27.46589 | UK2015_22_3_C34374 | 265.01838 | -27.46589 |    0.12 |   0 |   0 | 
2017-BLG-1099 | 263.96429 | -29.58581 | UK2015_42_3_C82848 | 263.96396 | -29.58597 |    1.20 |   0 |   0 | 
2017-BLG-1113 | 263.90500 | -29.69453 | UK2015_42_3_C41769 | 263.90504 | -29.69451 |    0.14 |   0 |   0 | 
2017-BLG-1115 | 264.67650 | -27.73914 | UK2015_24_2_C13508 | 264.67652 | -27.73915 |    0.08 |   0 |   0 | 
2017-BLG-1116 | 264.57758 | -27.56725 | UK2015_24_2_C77697 | 264.57757 | -27.56724 |    0.06 |   0 |   0 | 
2017-BLG-1220 | 265.54704 | -27.56461 | UK2015_14_2_C81365 | 265.54696 | -27.56458 |    0.28 |   0 |   0 | 
2017-BLG-1243 | 264.16363 | -27.40911 | UK2015_23_4_C56973 | 264.16393 | -27.40915 |    0.98 |   0 |   0 | 
2017-BLG-1256 | 263.61638 | -30.17842 | UK2015_43_2_C24643 | 263.61634 | -30.17847 |    0.22 |   0 |   0 | 
2017-BLG-1257 | 263.47646 | -30.20481 | UK2015_42_1_C14862 | 263.47657 | -30.20492 |    0.54 |   0 |   0 | 
2017-BLG-1289 | 264.08721 | -27.72739 | UK2015_24_1_C18487 | 264.08721 | -27.72737 |    0.07 |   0 |   0 | 
2017-BLG-1294 | 263.57100 | -30.23558 | UK2015_42_1_C2268 | 263.57101 | -30.23559 |    0.04 |   0 |   0 | 
2017-BLG-1295 | 263.83517 | -29.92231 | UK2015_44_2_C64998 | 263.83516 | -29.92230 |    0.03 |   0 |   0 | 
2017-BLG-1298 | 265.14354 | -27.30406 | UK2015_14_4_C15087 | 265.14355 | -27.30395 |    0.38 |   0 |   0 | 
2017-BLG-1314 | 263.95708 | -27.60908 | UK2015_5_2_C66642 | 263.95709 | -27.60916 |    0.28 |   0 |   0 | 
2017-BLG-1315 | 263.83100 | -27.38956 | UK2015_6_2_C62055 | 263.83070 | -27.38943 |    1.06 |   0 |   0 | 
2017-BLG-1316 | 264.11421 | -27.11308 | UK2015_24_4_C85141 | 264.11420 | -27.11310 |    0.07 |   0 |   0 | 
2017-BLG-1322 | 264.30696 | -27.69397 | UK2015_21_1_C32687 | 264.30693 | -27.69401 |    0.16 |   0 |   0 | 
2017-BLG-1349 | 263.59604 | -29.50086 | UK2015_41_4_C37986 | 263.59588 | -29.50122 |    1.39 |   0 |   0 | 
2017-BLG-1417 | 263.81117 | -28.88903 | UK2015_34_1_C32537 | 263.81117 | -28.88903 |    0.01 |   0 |   0 | 
2017-BLG-1449 | 264.01100 | -27.40078 | UK2015_6_2_C57458 | 264.01096 | -27.40075 |    0.16 |   0 |   0 | 
2017-BLG-1459 | 263.19187 | -30.05550 | UK2015_43_1_C74157 | 263.19236 | -30.05540 |    1.55 |   0 |   0 | 
2017-BLG-1465 | 264.05246 | -27.44536 | UK2015_23_4_C43004 | 264.05254 | -27.44563 |    1.00 |   0 |   0 | 
2017-BLG-1469 | 264.59871 | -28.53472 | UK2015_32_3_C88822 | 264.59869 | -28.53472 |    0.06 |   0 |   0 | 
2017-BLG-1482 | 264.92288 | -27.56281 | UK2015_21_2_C81818 | 264.92280 | -27.56283 |    0.26 |   0 |   0 | 
2017-BLG-1492 | 263.74267 | -29.55011 | UK2015_44_3_C18572 | 263.74274 | -29.55009 |    0.24 |   0 |   0 | 
2017-BLG-1540 | 265.56700 | -27.17050 | UK2015_14_3_C63925 | 265.56752 | -27.17058 |    1.69 |   0 |   0 | 
2017-BLG-1550 | 263.19162 | -29.77436 | UK2015_43_4_C10657 | 263.19162 | -29.77437 |    0.04 |   0 |   0 | 
2017-BLG-1551 | 265.91708 | -27.19508 | UK2015_11_3_C53319 | 265.91707 | -27.19508 |    0.04 |   0 |   0 | 
2017-BLG-1566 | 263.82637 | -27.38356 | UK2015_6_2_C64499 | 263.82564 | -27.38343 |    2.39 |   0 |   0 | 
2017-BLG-1575 | 264.84842 | -27.20358 | UK2015_21_3_C67073 | 264.84842 | -27.20357 |    0.05 |   0 |   0 | 
2017-BLG-1597 | 263.77417 | -27.48672 | UK2015_6_2_C23950 | 263.77423 | -27.48673 |    0.20 |   0 |   0 | 
2017-BLG-1647 | 263.38975 | -27.60444 | UK2015_5_1_C70687 | 263.38970 | -27.60448 |    0.20 |   0 |   0 | 
2017-BLG-1689 | 264.13183 | -29.07089 | UK2015_32_1_C49660 | 264.13185 | -29.07091 |    0.09 |   0 |   0 | 
2017-BLG-1690 | 263.36817 | -29.60153 | UK2015_42_4_C74741 | 263.36751 | -29.60172 |    2.17 |   0 |   0 | 
2017-BLG-1692 | 263.10583 | -30.17422 | UK2015_43_1_C26827 | 263.10612 | -30.17422 |    0.89 |   0 |   0 | 
2017-BLG-1708 | 264.94796 | -27.19558 | UK2015_21_3_C70967 | 264.94730 | -27.19564 |    2.12 |   0 |   0 | 
2017-BLG-1712 | 264.17492 | -27.55631 | UK2015_24_1_C84289 | 264.17505 | -27.55646 |    0.70 |   0 |   0 | 
2017-BLG-1748 | 264.10171 | -27.55439 | UK2015_24_1_C85057 | 264.10189 | -27.55438 |    0.58 |   0 |   0 | 
2017-BLG-1752 | 264.03167 | -30.10614 | UK2015_42_2_C50636 | 264.03167 | -30.10616 |    0.08 |   0 |   0 | 
2017-BLG-1753 | 263.93388 | -29.84006 | UK2015_41_2_C75070 | 263.93386 | -29.84007 |    0.07 |   0 |   0 | 
2017-BLG-1775 | 265.29512 | -27.58233 | UK2015_11_1_C73276 | 265.29534 | -27.58255 |    1.04 |   0 |   0 | 
2017-BLG-1811 | 265.36725 | -27.35328 | UK2015_12_4_C86744 | 265.36722 | -27.35325 |    0.14 |   0 |   0 | 
2017-BLG-1818 | 265.59346 | -27.16617 | UK2015_14_3_C65518 | 265.59346 | -27.16617 |    0.01 |   0 |   0 | 
2017-BLG-1826 | 263.82517 | -27.23925 | UK2015_5_3_C46877 | 263.82513 | -27.23932 |    0.28 |   0 |   0 | 
2017-BLG-1827 | 263.89704 | -28.98306 | UK2015_33_1_C80243 | 263.89704 | -28.98310 |    0.16 |   0 |   0 | 
2018-BLG-0159 | 263.93738 | -28.98703 | UK2015_32_1_C85868 | 263.93737 | -28.98699 |    0.14 |   0 |   0 | 
2018-BLG-0161 | 264.09717 | -28.35978 | UK2015_31_4_C79909 | 264.09713 | -28.35980 |    0.14 |   0 |   0 | 
2018-BLG-0165 | 263.74700 | -29.79978 | UK2015_43_3_C1375 | 263.74704 | -29.79980 |    0.15 |   0 |   0 | 
2018-BLG-0166 | 263.20692 | -29.71969 | UK2015_43_4_C31732 | 263.20689 | -29.71971 |    0.10 |   0 |   0 | 
2018-BLG-0172 | 265.80975 | -27.87361 | UK2015_12_2_C51426 | 265.80973 | -27.87363 |    0.09 |   0 |   0 | 
2018-BLG-0173 | 265.18196 | -27.95600 | UK2015_13_1_C14343 | 265.18206 | -27.95604 |    0.35 |   0 |   0 | 
2018-BLG-0174 | 264.81808 | -27.98986 | UK2015_22_2_C2251 | 264.81804 | -27.98984 |    0.16 |   0 |   0 | 
2018-BLG-0175 | 265.43929 | -27.21031 | UK2015_11_4_C45262 | 265.43928 | -27.21031 |    0.04 |   0 |   0 | 
2018-BLG-0176 | 265.24321 | -27.17867 | UK2015_14_4_C69358 | 265.24316 | -27.17867 |    0.16 |   0 |   0 | 
2018-BLG-0177 | 265.20067 | -27.24489 | UK2015_14_4_C40834 | 265.20065 | -27.24488 |    0.06 |   0 |   0 | 
2018-BLG-0178 | 264.68625 | -27.14881 | UK2015_24_3_C71668 | 264.68622 | -27.14881 |    0.10 |   0 |   0 | 
2018-BLG-0205 | 263.46779 | -27.01014 | UK2015_6_4_C39033 | 263.46777 | -27.01012 |    0.10 |   0 |   0 | 
2018-BLG-0216 | 264.23871 | -28.51831 | UK2015_34_3_C8084 | 264.23871 | -28.51832 |    0.05 |   0 |   0 | 
2018-BLG-0217 | 263.59475 | -29.60581 | UK2015_42_4_C73147 | 263.59498 | -29.60587 |    0.76 |   0 |   0 | 
2018-BLG-0220 | 264.56858 | -27.47747 | UK2015_23_3_C30360 | 264.56858 | -27.47747 |    0.01 |   0 |   0 | 
2018-BLG-0233 | 264.32229 | -29.01186 | UK2015_33_2_C67778 | 264.32229 | -29.01187 |    0.03 |   0 |   0 | 
2018-BLG-0234 | 263.09225 | -30.12750 | UK2015_43_1_C45227 | 263.09224 | -30.12757 |    0.25 |   0 |   0 | 
2018-BLG-0267 | 265.80100 | -27.62508 | UK2015_11_2_C56280 | 265.80097 | -27.62508 |    0.10 |   0 |   0 | 
2018-BLG-0297 | 263.32187 | -30.19744 | UK2015_43_1_C17595 | 263.32190 | -30.19743 |    0.09 |   0 |   0 | 
2018-BLG-0302 | 265.59388 | -27.64269 | UK2015_14_2_C50063 | 265.59388 | -27.64269 |    0.02 |   0 |   0 | 
2018-BLG-0351 | 264.40983 | -27.36786 | UK2015_22_4_C69043 | 264.40981 | -27.36786 |    0.07 |   0 |   0 | 
2018-BLG-0361 | 263.78787 | -27.24167 | UK2015_5_3_C45881 | 263.78824 | -27.24127 |    1.84 |   0 |   0 | 
2018-BLG-0430 | 264.37500 | -27.40414 | UK2015_22_4_C55403 | 264.37436 | -27.40396 |    2.14 |   0 |   0 | 
2018-BLG-0431 | 263.47062 | -26.91233 | UK2015_6_4_C79390 | 263.47066 | -26.91234 |    0.11 |   0 |   0 | 
2018-BLG-0443 | 263.70125 | -28.79964 | UK2015_34_1_C67705 | 263.70071 | -28.79980 |    1.80 |   0 |   0 | 
2018-BLG-0445 | 264.04679 | -30.23775 | UK2015_42_2_C1632 | 264.04678 | -30.23772 |    0.11 |   0 |   0 | 
2018-BLG-0448 | 263.59871 | -29.69189 | UK2015_42_4_C40324 | 263.59874 | -29.69187 |    0.12 |   0 |   0 | 
2018-BLG-0477 | 264.67342 | -28.46792 | UK2015_31_3_C36928 | 264.67340 | -28.46795 |    0.13 |   0 |   0 | 
2018-BLG-0480 | 265.62246 | -27.65144 | UK2015_14_2_C46680 | 265.62241 | -27.65141 |    0.20 |   0 |   0 | 
2018-BLG-0484 | 264.21867 | -29.02664 | UK2015_33_2_C62024 | 264.21866 | -29.02664 |    0.02 |   0 |   0 | 
2018-BLG-0527 | 264.82625 | -27.44603 | UK2015_22_3_C41740 | 264.82682 | -27.44606 |    1.82 |   0 |   0 | 
2018-BLG-0588 | 264.08483 | -29.08169 | UK2015_32_1_C45151 | 264.08481 | -29.08169 |    0.08 |   0 |   0 | 
2018-BLG-0589 | 263.47642 | -29.73558 | UK2015_42_4_C23804 | 263.47673 | -29.73603 |    1.88 |   0 |   0 | 
2018-BLG-0591 | 265.43013 | -27.73436 | UK2015_11_1_C15790 | 265.43014 | -27.73434 |    0.09 |   0 |   0 | 
2018-BLG-0592 | 264.89996 | -27.97933 | UK2015_22_2_C5846 | 264.89998 | -27.97933 |    0.07 |   0 |   0 | 
2018-BLG-0593 | 264.83804 | -27.67528 | UK2015_21_2_C37726 | 264.83856 | -27.67512 |    1.75 |   0 |   0 | 
2018-BLG-0594 | 265.13342 | -27.31511 | UK2015_14_4_C9831 | 265.13343 | -27.31516 |    0.18 |   0 |   0 | 
2018-BLG-0601 | 264.04962 | -27.28797 | UK2015_24_4_C17714 | 264.04962 | -27.28799 |    0.07 |   0 |   0 | 
2018-BLG-0618 | 264.60658 | -28.79731 | UK2015_31_2_C84101 | 264.60660 | -28.79732 |    0.07 |   0 |   0 | 
2018-BLG-0682 | 264.36558 | -29.10300 | UK2015_33_2_C32824 | 264.36561 | -29.10295 |    0.20 |   0 |   0 | 
2018-BLG-0719 | 263.20671 | -29.71992 | UK2015_43_4_C31732 | 263.20689 | -29.71971 |    0.94 |   0 |   0 | 
2018-BLG-0720 | 265.60163 | -27.94636 | UK2015_13_2_C17343 | 265.60162 | -27.94639 |    0.11 |   0 |   0 | 
2018-BLG-0721 | 265.07262 | -27.49392 | UK2015_13_4_C21278 | 265.07297 | -27.49391 |    1.10 |   0 |   0 | 
2018-BLG-0732 | 263.91129 | -29.41756 | UK2015_41_3_C80528 | 263.91128 | -29.41755 |    0.04 |   0 |   0 | 
2018-BLG-0733 | 264.92196 | -27.85858 | UK2015_22_2_C49731 | 264.92198 | -27.85857 |    0.08 |   0 |   0 | 
2018-BLG-0734 | 264.78362 | -27.30831 | UK2015_21_3_C15342 | 264.78358 | -27.30832 |    0.15 |   0 |   0 | 
2018-BLG-0772 | 264.05138 | -27.67997 | UK2015_24_1_C36100 | 264.05192 | -27.68014 |    1.84 |   0 |   0 | 
2018-BLG-0797 | 263.66321 | -29.48519 | UK2015_44_3_C55391 | 263.66320 | -29.48519 |    0.03 |   0 |   0 | 
2018-BLG-0801 | 263.46479 | -30.06931 | UK2015_42_1_C67857 | 263.46482 | -30.06929 |    0.10 |   0 |   0 | 
2018-BLG-0806 | 264.27783 | -27.24614 | UK2015_24_4_C33775 | 264.27783 | -27.24611 |    0.10 |   0 |   0 | 
2018-BLG-0838 | 265.69513 | -27.78414 | UK2015_13_2_C77875 | 265.69500 | -27.78420 |    0.45 |   0 |   0 | 
2018-BLG-0864 | 263.80325 | -29.59694 | UK2015_43_3_C79521 | 263.80324 | -29.59696 |    0.06 |   0 |   0 | 
2018-BLG-0890 | 263.95454 | -27.55392 | UK2015_5_2_C90170 | 263.95454 | -27.55392 |    0.01 |   0 |   0 | 
2018-BLG-0908 | 263.95013 | -27.01100 | UK2015_6_3_C41915 | 263.95015 | -27.01103 |    0.13 |   0 |   0 | 
2018-BLG-0911 | 265.82004 | -27.62942 | UK2015_11_2_C54646 | 265.82006 | -27.62945 |    0.13 |   0 |   0 | 
2018-BLG-0929 | 263.99867 | -30.14108 | UK2015_42_2_C36972 | 263.99872 | -30.14163 |    1.97 |   0 |   0 | 
2018-BLG-0930 | 265.06804 | -27.32497 | UK2015_14_4_C4811 | 265.06807 | -27.32554 |    2.05 |   0 |   0 | 
2018-BLG-0950 | 263.84621 | -27.43378 | UK2015_6_2_C44334 | 263.84619 | -27.43379 |    0.07 |   0 |   0 | 
2018-BLG-0979 | 263.88383 | -27.03350 | UK2015_6_3_C32636 | 263.88384 | -27.03351 |    0.04 |   0 |   0 | 
2018-BLG-0981 | 263.82208 | -29.46028 | UK2015_44_3_C69143 | 263.82221 | -29.46026 |    0.40 |   0 |   0 | 
2018-BLG-0999 | 263.30729 | -29.42650 | UK2015_44_4_C94344 | 263.30732 | -29.42649 |    0.10 |   0 |   0 | 
2018-BLG-1006 | 264.39596 | -29.11942 | UK2015_33_2_C26825 | 264.39595 | -29.11918 |    0.85 |   0 |   0 | 
2018-BLG-1023 | 265.04900 | -27.96550 | UK2015_13_1_C10960 | 265.04896 | -27.96550 |    0.13 |   0 |   0 | 
2018-BLG-1044 | 264.69754 | -27.79461 | UK2015_23_2_C77647 | 264.69753 | -27.79460 |    0.05 |   0 |   0 | 
2018-BLG-1045 | 264.68908 | -27.31250 | UK2015_24_3_C10169 | 264.68868 | -27.31243 |    1.31 |   0 |   0 | 
2018-BLG-1086 | 264.07821 | -29.54933 | UK2015_41_3_C16292 | 264.07863 | -29.54917 |    1.45 |   0 |   0 | 
2018-BLG-1142 | 263.96454 | -30.19664 | UK2015_42_2_C16594 | 263.96454 | -30.19665 |    0.04 |   0 |   0 | 
2018-BLG-1148 | 265.47767 | -27.77806 | UK2015_12_1_C92085 | 265.47760 | -27.77806 |    0.21 |   0 |   0 | 
2018-BLG-1149 | 265.56592 | -27.21114 | UK2015_14_3_C48693 | 265.56575 | -27.21166 |    1.95 |   0 |   0 | 
2018-BLG-1180 | 263.74200 | -29.99914 | UK2015_44_2_C19166 | 263.74194 | -29.99909 |    0.26 |   0 |   0 | 
2018-BLG-1181 | 264.73792 | -27.58750 | UK2015_24_2_C69767 | 264.73788 | -27.58752 |    0.14 |   0 |   0 | 
2018-BLG-1218 | 264.43417 | -27.34017 | UK2015_22_4_C79845 | 264.43469 | -27.34019 |    1.68 |   0 |   0 | 
2018-BLG-1219 | 264.56004 | -27.15056 | UK2015_24_3_C71024 | 264.56001 | -27.15059 |    0.16 |   0 |   0 | 
2018-BLG-1225 | 265.63971 | -27.60464 | UK2015_14_2_C65112 | 265.63971 | -27.60458 |    0.21 |   0 |   0 | 
2018-BLG-1226 | 264.56004 | -27.15058 | UK2015_24_3_C71024 | 264.56001 | -27.15059 |    0.10 |   0 |   0 | 
2018-BLG-1232 | 264.50992 | -27.12456 | UK2015_21_4_C80353 | 264.51011 | -27.12501 |    1.75 |   0 |   0 | 
2018-BLG-1236 | 263.92037 | -29.68569 | UK2015_42_3_C45167 | 263.92035 | -29.68569 |    0.08 |   0 |   0 | 
2018-BLG-1238 | 265.21996 | -27.82128 | UK2015_13_1_C64225 | 265.21956 | -27.82159 |    1.69 |   0 |   0 | 
2018-BLG-1253 | 264.61517 | -27.32958 | UK2015_24_3_C3519 | 264.61515 | -27.32962 |    0.14 |   0 |   0 | 
2018-BLG-1264 | 263.33467 | -29.66897 | UK2015_43_4_C51202 | 263.33423 | -29.66914 |    1.49 |   0 |   0 | 
2018-BLG-1266 | 265.65204 | -27.71500 | UK2015_14_2_C23218 | 265.65224 | -27.71557 |    2.15 |   0 |   0 | 
2018-BLG-1267 | 264.61517 | -27.32958 | UK2015_24_3_C3519 | 264.61515 | -27.32962 |    0.14 |   0 |   0 | 
2018-BLG-1290 | 264.04362 | -28.76794 | UK2015_31_1_C79278 | 264.04318 | -28.76812 |    1.54 |   0 |   0 | 
2018-BLG-1303 | 264.85663 | -27.13669 | UK2015_21_3_C99213 | 264.85728 | -27.13670 |    2.10 |   0 |   0 | 
2018-BLG-1329 | 264.26950 | -27.43161 | UK2015_23_4_C48300 | 264.26947 | -27.43161 |    0.10 |   0 |   0 | 
2018-BLG-1330 | 264.03262 | -30.12250 | UK2015_42_2_C44460 | 264.03320 | -30.12235 |    1.87 |   0 |   0 | 
2018-BLG-1337 | 263.58004 | -29.62964 | UK2015_42_4_C63913 | 263.58003 | -29.62965 |    0.05 |   0 |   0 | 
2018-BLG-1338 | 264.67962 | -27.55736 | UK2015_23_3_C393 | 264.67924 | -27.55694 |    1.95 |   0 |   0 | 
2018-BLG-1413 | 263.86062 | -27.49736 | UK2015_6_2_C20080 | 263.86063 | -27.49736 |    0.02 |   0 |   0 | 
2018-BLG-1414 | 263.86992 | -27.13122 | UK2015_5_3_C100394 | 263.86998 | -27.13068 |    1.96 |   0 |   0 | 
2018-BLG-1454 | 265.46488 | -27.48108 | UK2015_12_4_C35848 | 265.46483 | -27.48108 |    0.14 |   0 |   0 | 
2018-BLG-1474 | 263.95812 | -26.92300 | UK2015_6_3_C77518 | 263.95772 | -26.92304 |    1.31 |   0 |   0 | 
2018-BLG-1507 | 263.26750 | -27.32139 | UK2015_5_4_C5508 | 263.26751 | -27.32135 |    0.14 |   0 |   0 | 
2018-BLG-1513 | 265.89446 | -27.37172 | UK2015_12_3_C75879 | 265.89442 | -27.37175 |    0.16 |   0 |   0 | 
2018-BLG-1530 | 264.92588 | -27.84133 | UK2015_22_2_C56469 | 264.92594 | -27.84131 |    0.22 |   0 |   0 | 
2018-BLG-1594 | 264.13625 | -27.21083 | UK2015_24_4_C47295 | 264.13624 | -27.21082 |    0.06 |   0 |   0 | 
2018-BLG-1600 | 264.20592 | -28.98181 | UK2015_33_2_C79612 | 264.20592 | -28.98175 |    0.20 |   0 |   0 | 
2018-BLG-1601 | 263.80512 | -29.85108 | UK2015_44_2_C101685 | 263.80519 | -29.85116 |    0.34 |   0 |   0 | 
2018-BLG-1605 | 264.69488 | -27.78178 | UK2015_23_2_C82712 | 264.69487 | -27.78177 |    0.03 |   0 |   0 | 
2018-BLG-1618 | 263.67338 | -29.97169 | UK2015_44_2_C37953 | 263.67329 | -29.97185 |    0.62 |   0 |   0 | 
2018-BLG-1660 | 263.37667 | -29.83831 | UK2015_41_1_C72988 | 263.37670 | -29.83829 |    0.12 |   0 |   0 | 
2018-BLG-1662 | 265.03025 | -27.39964 | UK2015_22_3_C58900 | 265.02978 | -27.39973 |    1.54 |   0 |   0 | 
2018-BLG-1685 | 263.40004 | -27.15211 | UK2015_5_4_C91155 | 263.40003 | -27.15214 |    0.11 |   0 |   0 | 
2018-BLG-1694 | 264.34658 | -28.67961 | UK2015_33_3_C28540 | 264.34663 | -28.67961 |    0.15 |   0 |   0 | 
2018-BLG-1696 | 264.08242 | -29.43469 | UK2015_41_3_C72530 | 264.08233 | -29.43437 |    1.20 |   0 |   0 | 
2018-BLG-1698 | 264.67863 | -27.96056 | UK2015_23_2_C14840 | 264.67906 | -27.96010 |    2.15 |   0 |   0 | 
2018-BLG-1699 | 265.02937 | -27.27003 | UK2015_21_3_C34108 | 265.02937 | -27.27003 |    0.02 |   0 |   0 | 
